iso_ref	gene_ref	isoform_id	gene_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	PTC	neg_log_10_q
isoComp_00138131	geneComp_00044439	ENST00000415557	ACTA2	RO_D100	RO_D45	ACTA2	protein_coding	protein_coding	8.838483673502045	7.592684382916084	16.193485453866415	2.3550705646009265	0.4052664773001932	1.09172337215763	NA	3.4490103291737455	4.973679970566027	3.6943493288968114	0.8720446100458746	0.5367055335835667	-0.42799127340684184	NA	0.46094285714285715	0.7405666666666667	0.22745	-0.5131166666666667	0.01278259001864112	0.01278259001864112	FALSE	1.893381140165169
isoComp_00141165	geneComp_00045092	ENST00000684830	ANKRD18B	RO_D100	RO_D45	ANKRD18B	protein_coding	protein_coding	2.9335470868918905	2.157224311409555	3.7982082383473674	0.7680938465693268	0.5435513558650273	0.8132638869042078	NA	1.6839751766237738	1.0874274290113364	3.438123198001165	0.5836540456755153	0.5089315461403906	1.6516857814292782	NA	0.4902571428571429	0.38333333333333336	0.90455	0.5212166666666667	0.32278935531214287	0.32278935531214287	FALSE	0.49108079552810446
isoComp_00145122	geneComp_00045912	ENST00000368489	ATP8B2	RO_D100	RO_D45	ATP8B2	protein_coding	protein_coding	6.768975931998617	5.193241580220703	10.965300002936646	0.9983577548120345	0.87586298080139	1.0767777788928812	NA	3.2403454618583276	0.8591960927890436	8.153855762796326	0.2022750557746979	1.3190756231434093	3.231497098935364	NA	0.40195714285714285	0.18903333333333333	0.7387	0.5496666666666667	0.003534618820167007	0.003534618820167007	FALSE	2.4516574144622902
isoComp_00150818	geneComp_00047271	ENST00000378825	CCDC3	RO_D100	RO_D45	CCDC3	protein_coding	protein_coding	2.669007791692052	1.9449476628917555	4.878465127795961	0.6472247817247769	0.6474102653155831	1.322251576497602	NA	1.7203781813372059	0.43799420314373355	4.355646900105641	0.21906198293110926	0.7755236429350647	3.284643478116165	NA	0.5270142857142857	0.23333333333333334	0.8874	0.6540666666666666	0.034332041110950895	0.034332041110950895	FALSE	1.4643003761002633
isoComp_00150819	geneComp_00047271	ENST00000378839	CCDC3	RO_D100	RO_D45	CCDC3	protein_coding	protein_coding	2.669007791692052	1.9449476628917555	4.878465127795961	0.6472247817247769	0.6474102653155831	1.322251576497602	NA	0.9486296103548463	1.5069534597480219	0.5228182276903205	0.5688091176497095	0.12811337761948163	-1.5094614813602374	NA	0.4729857142857143	0.7666666666666667	0.1126	-0.6540666666666667	0.040023438790874034	0.034332041110950895	FALSE	1.397685599764248
isoComp_00152355	geneComp_00047641	ENST00000510124	CDHR2	RO_D100	RO_D45	CDHR2	protein_coding	nonsense_mediated_decay	3.378398213710973	3.25445015919401	2.9499241556921643	0.4244659348947822	0.9971293397627579	-0.14127980583022665	NA	0.8049337882874117	1.7298664632598302	0	0.21921235405255596	0	-7.442832771604021	NA	0.2467	0.55	0	-0.55	0.03788640767946422	0.03788640767946422	TRUE	1.421516571788815
isoComp_00156247	geneComp_00048468	ENST00000441453	COBL	RO_D100	RO_D45	COBL	protein_coding	protein_coding	3.6140982017322334	2.196964896910817	1.9285409721037972	1.2481001764985238	0.3497190744471747	-0.18709245533214242	NA	0.8014420465477793	1.0927454512948607	0	0.4529889990314056	0	-6.784955999256878	NA	0.3180142857142857	0.6428666666666667	0	-0.6428666666666667	0.18775971017189472	0.029034708199894455	FALSE	0.726397593791036
isoComp_00156249	geneComp_00048468	ENST00000462395	COBL	RO_D100	RO_D45	COBL	protein_coding	retained_intron	3.6140982017322334	2.196964896910817	1.9285409721037972	1.2481001764985238	0.3497190744471747	-0.18709245533214242	NA	1.1235014813008983	0.22207508082407415	1.7658083567930145	0.22207508082407418	0.18698645913639197	2.935812370067926	NA	0.35678571428571426	0.04763333333333333	0.92855	0.8809166666666667	0.029034708199894455	0.029034708199894455	NA	1.5370825342875354
isoComp_00156521	geneComp_00048515	ENST00000371817	COL5A1	RO_D100	RO_D45	COL5A1	protein_coding	protein_coding	6.738460877448786	7.338153990060937	4.2621533845207775	0.9079790106613757	1.6584281073482396	-0.7824184147972212	NA	4.622590267327388	3.440426846864387	4.064800959485358	1.3058806010429072	1.4610756823128204	0.23995474373645176	NA	0.7038571428571428	0.4398666666666667	0.96665	0.5267833333333334	0.029823984625749353	0.029823984625749353	FALSE	1.525434333204665
isoComp_00160605	geneComp_00049407	ENST00000669174	DDX11-AS1	RO_D100	RO_D45	DDX11-AS1	lncRNA	lncRNA	4.058849186868656	2.605854869547297	3.462375845450122	0.4145226785124384	1.094144247651822	0.408640610893205	NA	2.1513254359475322	1.5192656736506551	0	0.23988239295467614	0	-7.2566952523027	NA	0.47459999999999997	0.5889	0	-0.5889	0.016010789651840922	0.016010789651840922	NA	1.7955872481568986
isoComp_00161437	geneComp_00049583	ENST00000456247	DGKZ	RO_D100	RO_D45	DGKZ	protein_coding	protein_coding	9.968695170131909	6.283181576186871	13.71787053721674	1.600335430747767	1.6756398432187476	1.1252463779797415	NA	5.174813937704548	0.6547509512573233	9.140619136660055	0.3848164288695865	2.3058389970071396	3.7829835186643184	NA	0.4159285714285714	0.08156666666666666	0.6556	0.5740333333333333	0.002401202543800806	0.002401202543800806	FALSE	2.6195712052303453
isoComp_00162537	geneComp_00049779	ENST00000409039	DNAH10	RO_D100	RO_D45	DNAH10	protein_coding	protein_coding	4.425823104641907	4.949893465448495	3.206149714554475	0.7014080078786609	0.04850716792786414	-0.6249745662237582	NA	0.7612180416197641	0.21060078960917494	2.1258933971392167	0.21060078960917497	0.15236664941175537	3.2753297836551827	NA	0.2239857142857143	0.03333333333333333	0.6625	0.6291666666666667	0.00702118100094396	0.00702118100094396	FALSE	2.1535898310248682
isoComp_00162540	geneComp_00049779	ENST00000538983	DNAH10	RO_D100	RO_D45	DNAH10	protein_coding	nonsense_mediated_decay	4.425823104641907	4.949893465448495	3.206149714554475	0.7014080078786609	0.04850716792786414	-0.6249745662237582	NA	3.3261156220772605	4.307454431200001	1.0802563174152588	0.7233279075914997	0.10385948148389117	-1.9855136007928806	NA	0.7012	0.8714333333333334	0.3375	-0.5339333333333334	0.05218073089994006	0.00702118100094396	TRUE	1.2824898419934125
isoComp_00163134	geneComp_00049907	ENST00000609727	DOC2B	RO_D100	RO_D45	DOC2B	protein_coding	protein_coding_CDS_not_defined	5.573883438854208	2.379299081806669	3.1715299048298387	0.8671953582549184	0.40859220827406645	0.41313322705223876	NA	1.3921926131157731	2.1572240009825947	0.7201712770690567	0.7680936441315761	0.06923967175925455	-1.5695414525630624	NA	0.48734285714285713	0.9333333333333333	0.23375	-0.6995833333333333	0.03889105513086178	0.03889105513086178	NA	1.4101502740987524
isoComp_00164986	geneComp_00050351	ENST00000503498	EFCAB12	RO_D100	RO_D45	EFCAB12	protein_coding	retained_intron	14.152662911863372	11.450961698502335	13.686772639519656	1.400247426795664	4.213842502266555	0.257107885182478	NA	9.519202483357507	9.079494434108705	3.4623764697934387	0.6551737560103672	1.094143623308505	-1.3882766815778742	NA	0.6636	0.8021666666666667	0.25225	-0.5499166666666667	1.7193641397136134e-5	1.7193641397136134e-5	NA	4.7646321354591725
