isoform_id	EP1-BRN3B-RO	EP1-WT_hRO_2	EP1-WT_ROs_D45	H9-BRN3B_hRO_2	H9-BRN3B-RO	H9-CRX_hRO_2	H9-CRX_ROs_D45
ENST00000492936	9.434603303750407	3.9973523455147464	6.509313764964679	5.0544208131819595	13.793043426412048	3.8865442017538694	4.3417595942123945
ENST00000354700	56.92210693473435	21.985438345671813	32.872037487644974	25.903908297299083	72.52471227072135	25.91029761115735	38.68113524390061
ENST00000467278	2.8303812655762224	1.998676618098079	0.6509316053098021	0	4.894305579759274	0.6477573669589782	0.7894109488283112
ENST00000472541	8.491142881891665	2.6649018605703017	1.9527948159294064	3.79081607552691	6.674053149089828	3.2387868347948916	5.920581491869017
ENST00000478065	56.92210693473435	55.96293461856927	31.89564065171361	54.33502700118915	60.51141641363985	45.990777942084485	33.54996345217327
ENST00000438966	1.8869208437174816	1.332450484944445	0.6509316053098021	2.5272104065909797	2.224684697562946	0	1.18411579889915
ENST00000342753	2.201407041112394	2.6649018605703017	2.929191651860774	2.5272104065909797	2.6696208821963276	0.6477573669589782	0.7894109488283112
ENST00000309212	10.378063725609147	0.6662252424722225	10.089437022135256	0.6318023688275248	5.339242707991665	0.6477573669589782	17.761745724293686
ENST00000445648	0.9434604218587408	0	0	0	1.3348104410981638	0	0.39470485007083883
ENST00000477278	7.233196262638012	3.9973523455147464	3.5801232571705763	3.79081607552691	8.453800718420384	5.182059913271233	2.762937696555772
ENST00000476718	1.5724337314855672	0.6662252424722225	1.3018632106196042	1.26360566893593	1.3348104410981638	1.9432721008769347	0.7894109488283112
ENST00000673477	3.4593545752030486	4.663577587986969	4.556520093101944	2.5272104065909797	2.6696208821963276	3.2387868347948916	8.683520437111422
ENST00000472194	6.918709150406097	13.324508412170095	3.9055884877921416	6.949828850945414	6.674053149089828	9.068604115025103	1.18411579889915
ENST00000378736	0.31448711223191417	0.6662252424722225	0.32546523062156557	1.895408037763455	0.4449371282323912	1.2955147339179565	0.39470485007083883
ENST00000485748	1.8869208437174816	5.329802830459191	1.6273284412411697	4.422618444354434	2.224684697562946	5.182059913271233	2.762937696555772
ENST00000474481	3.1448674629711344	9.327156066655348	1.3018632106196042	5.0544208131819595	3.1145580104287185	5.829817280230212	3.157643795313245
ENST00000479659	4.088327884829876	5.329802830459191	2.603725277172537	2.5272104065909797	0.8898733128657726	4.5343015687128485	1.18411579889915
ENST00000489635	0.9434604218587408	1.332450484944445	0	0	0.4449371282323912	0	1.5788218976566224
ENST00000511502	0	1.998676618098079	0	0	0.4449371282323912	3.2387868347948916	0
ENST00000477990	2.515894153344308	4.663577587986969	2.278260046550972	5.0544208131819595	2.224684697562946	2.591029467835913	0.7894109488283112
ENST00000487053	4.717301194456702	2.6649018605703017	5.532916929033312	1.26360566893593	4.894305579759274	2.591029467835913	4.736465692969867
ENST00000507082	4.40281499706179	5.329802830459191	2.278260046550972	4.422618444354434	4.894305579759274	7.773089381107146	3.157643795313245
ENST00000463492	1.5724337314855672	3.9973523455147464	1.6273284412411697	6.949828850945414	2.224684697562946	3.2387868347948916	0.7894109488283112
ENST00000508455	0	0.6662252424722225	0	0	0	0	0.7894109488283112
ENST00000467597	0.9434604218587408	1.998676618098079	0	0	0.8898733128657726	0.6477573669589782	1.18411579889915
ENST00000483015	0	1.998676618098079	0	2.5272104065909797	0	4.5343015687128485	0.7894109488283112
ENST00000470373	0	0.6662252424722225	0	2.5272104065909797	0.4449371282323912	0.6477573669589782	0.7894109488283112
ENST00000614300	0.31448711223191417	1.998676618098079	0	1.895408037763455	2.6696208821963276	1.2955147339179565	0
ENST00000617444	18.869206607500814	28.647692551756858	29.9428458357842	19.585881815181192	13.793043426412048	15.546178762214293	34.339374401001585
ENST00000611123	5.975248728547357	11.325831794072016	4.231054862480378	8.845236888708868	1.779747569330555	5.829817280230212	5.920581491869017
ENST00000480991	0.31448711223191417	3.331127103042524	0.6509316053098021	4.422618444354434	0.4449371282323912	3.2387868347948916	0
ENST00000481276	0.9434604218587408	7.32847944855727	1.6273284412411697	6.31802648211789	0.4449371282323912	7.125332014148167	3.9470547441415555
ENST00000610897	5.346275418920531	3.331127103042524	7.160245370274481	5.0544208131819595	6.229116020857437	3.8865442017538694	6.709992440697328
ENST00000378609	167.306965314163	81.94572530975583	200.81234703897374	75.81631685413379	192.6576717851353	75.78761975499572	219.8509398835349
ENST00000703701	6.604222038174183	3.9973523455147464	2.603725277172537	0	3.55949513866111	6.477574647189189	2.762937696555772
ENST00000703703	6.604222038174183	6.662254206085048	4.231054862480378	1.895408037763455	6.229116020857437	10.36411884894306	3.157643795313245
ENST00000461893	5.031788306688616	6.662254206085048	1.9527948159294064	0	4.004432266893501	9.068604115025103	1.5788218976566224
ENST00000471354	44.34263525317581	31.97881965479938	13.995025509927398	21.48128985294465	27.141149724591703	25.91029761115735	7.499403389525639
ENST00000472614	9.120116191518491	10.659606551599795	6.509313764964679	3.79081607552691	6.229116020857437	6.477574647189189	7.894109488283111
ENST00000703712	2.8303812655762224	4.663577587986969	0.9763968359313676	1.26360566893593	1.779747569330555	4.5343015687128485	0.7894109488283112
