gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	PTC	ensembl_gene_name	neg_log_10_q
ENSG00000007372	isoComp_00000534	geneComp_00000140	ENST00000639386.2	FT	RGC	PAX6	NA	NA	301.1906204283372	226.65533734122704	375.7259035154474	14.26292882179922	1.2885011448291832	0.7291551948793847	NA	13.626436260540345	25.141482412017865	2.1113901090628255	1.1016853505269975	0.011134454742854015	-3.567561581962837	NA	0.058324999999999995	0.11105	0.0056	-0.10545	0.0023469897901875385	0.0017509516204354868	FALSE	PAX6	2.6294887996535836
ENSG00000007372	isoComp_00000523	geneComp_00000140	ENST00000481563.6	FT	RGC	PAX6	NA	NA	301.1906204283372	226.65533734122704	375.7259035154474	14.26292882179922	1.2885011448291832	0.7291551948793847	NA	34.55971791093784	50.76117288333799	18.358262938537685	5.040632273337091	0.16048983950453177	-1.4667943894691255	NA	0.13615	0.22344999999999998	0.04885	-0.17459999999999998	0.0017509516204354868	0.0017509516204354868	FALSE	PAX6	2.7567258534986063
ENSG00000013810	isoComp_00001086	geneComp_00000272	transcript1822.chr4.nic	FT	RGC	TACC3	NA	NA	62.65355907280462	84.30014317802677	41.006974967582465	6.91611628562238	0.35095170743568715	-1.0394851133410927	NA	21.97731529814906	14.116872850356849	29.837757745941268	1.482123591670544	0.2574093079962747	1.0791804124561206	NA	0.4474	0.16715000000000002	0.72765	0.5605	7.002418019811022e-5	7.002418019811022e-5	NA	TACC3	4.154751966938826
ENSG00000013810	isoComp_00001083	geneComp_00000272	ENST00000313288.9	FT	RGC	TACC3	NA	NA	62.65355907280462	84.30014317802677	41.006974967582465	6.91611628562238	0.35095170743568715	-1.0394851133410927	NA	33.82129668659783	57.11883943315559	10.52375394004007	4.9397959548073365	0.0833219146566293	-2.439199557198914	NA	0.46697500000000003	0.6773	0.25665	-0.42065	0.0056116469157875565	7.002418019811022e-5	FALSE	TACC3	2.2509096625455234
ENSG00000018189	isoComp_00001184	geneComp_00000298	ENST00000381006.8	FT	RGC	RUFY3	NA	NA	263.546755112278	175.49246970954465	351.60104051501133	16.40220529016362	1.7305324815637846	1.0024890389266201	NA	87.76800167876684	129.4085966613037	46.127406696229976	20.35446765895539	0.6293575267172713	-1.4880361186640723	NA	0.432075	0.73295	0.13119999999999998	-0.60175	7.22194102062991e-5	7.22194102062991e-5	FALSE	RUFY3	4.141346062644109
ENSG00000018189	isoComp_00001183	geneComp_00000298	ENST00000226328.8	FT	RGC	RUFY3	NA	NA	263.546755112278	175.49246970954465	351.60104051501133	16.40220529016362	1.7305324815637846	1.0024890389266201	NA	154.52993714277324	36.11718712761143	272.94268715793504	3.617551237461345	2.2730127375137386	2.9174940645265433	NA	0.492925	0.2096	0.77625	0.56665	8.312658024272683e-4	7.22194102062991e-5	FALSE	RUFY3	3.0802600856386366
ENSG00000021645	isoComp_00001254	geneComp_00000322	transcript26030.chr14.nic	FT	RGC	NRXN3	NA	NA	40.185214407529045	13.450480812805939	66.91994800225214	2.123558955236924	0.2723121164394584	2.3139219490661853	NA	20.20170415146032	0.4035211968905451	39.999887106030094	0.027895936689212527	0.06916606857045338	6.596251464559868	NA	0.314075	0.030449999999999998	0.5977	0.56725	0.0016137566092897552	0.0016137566092897552	NA	NRXN3	2.79216196602858
ENSG00000030110	isoComp_00001488	geneComp_00000383	ENST00000374467.4	FT	RGC	BAK1	NA	NA	10.973527237775874	14.72853200760877	7.218522467942977	2.030644646105067	0.13427980748096902	-1.0278201446223059	NA	6.944880893947665	13.601384819876323	0.2883769680190068	1.8286202597880363	0.013764919080953784	-5.51153386663127	NA	0.481925	0.9238999999999999	0.03995	-0.8839499999999999	0.02483538334723419	8.910908535845004e-4	FALSE	BAK1	1.60492913205275
ENSG00000030110	isoComp_00001489	geneComp_00000383	ENST00000442998.6	FT	RGC	BAK1	NA	NA	10.973527237775874	14.72853200760877	7.218522467942977	2.030644646105067	0.13427980748096902	-1.0278201446223059	NA	3.3798545644335523	0.17876076700860555	6.580948361858498	0.17876076700860552	0.11914769560392856	5.125855223490901	NA	0.46115	0.01065	0.9116500000000001	0.901	8.910908535845004e-4	8.910908535845004e-4	TRUE	BAK1	3.050078014033992
ENSG00000047849	isoComp_00001957	geneComp_00000505	ENST00000439356.2	FT	RGC	MAP4	NA	NA	94.64964706374481	45.87231343227438	143.42698069521526	3.0198557473690104	0.8461193514142592	1.6444069849154161	NA	53.31396018326979	8.630762880484994	97.99715748605459	1.3783461767838432	1.2106601410041122	3.5036565168500484	NA	0.437075	0.19095	0.6832	0.49225	0.005834232776727059	0.005834232776727059	FALSE	MAP4	2.2340162472006915
ENSG00000054523	isoComp_00002284	geneComp_00000583	ENST00000676179.1	FT	RGC	KIF1B	NA	NA	224.00237843687677	197.879387510892	250.12536936286153	6.0515624553115535	0.9120727207949527	0.3380148252514225	NA	163.16278348555485	102.13287616180452	224.19269080930516	2.629283289036969	0.4873260775938206	1.1342150045512744	NA	0.70625	0.5162	0.8963	0.3801	7.781218162371368e-7	7.781218162371368e-7	FALSE	KIF1B	6.108952408179635
ENSG00000054523	isoComp_00002286	geneComp_00000583	transcript6614.chr1.nic	FT	RGC	KIF1B	NA	NA	224.00237843687677	197.879387510892	250.12536936286153	6.0515624553115535	0.9120727207949527	0.3380148252514225	NA	13.854561386910781	25.869225790382316	1.8398969834392465	3.7888322227519455	0.03421110168369656	-3.8062776202561603	NA	0.06939999999999999	0.13144999999999998	0.00735	-0.12409999999999999	0.0022162456167574684	7.781218162371368e-7	NA	KIF1B	2.654382110328387
ENSG00000054523	isoComp_00002283	geneComp_00000583	ENST00000377093.9	FT	RGC	KIF1B	NA	NA	224.00237843687677	197.879387510892	250.12536936286153	6.0515624553115535	0.9120727207949527	0.3380148252514225	NA	37.735661595329645	62.298098705448965	13.173224485210323	4.127809982012039	0.07854918650879304	-2.2407164122711336	NA	0.18355	0.31445	0.05265	-0.26180000000000003	2.619221265354159e-5	7.781218162371368e-7	FALSE	KIF1B	4.581827811898049
ENSG00000054965	isoComp_00002298	geneComp_00000589	ENST00000064778.8	FT	RGC	FAM168A	NA	NA	48.62800913291476	30.409667616178815	66.8463506496507	5.803666056667431	0.3231572625882748	1.1360602182887531	NA	32.34517352150322	9.227255070547436	55.463091972459	0.059688545757349054	0.027966179057568038	2.586252029733464	NA	0.572125	0.31455	0.8297	0.51515	0.003745899706199697	0.003745899706199697	FALSE	FAM168A	2.4264438547309735
ENSG00000057935	isoComp_00002443	geneComp_00000625	ENST00000405094.2	FT	RGC	MTA3	NA	NA	56.83192781592645	72.81259564526883	40.85125998658408	2.0047488358059193	0.0694900103736522	-0.8336524729576399	NA	21.460609340986057	9.33590375067098	33.58531493130113	0.41150802262792124	0.1169179595985703	1.8458539698183791	NA	0.47515	0.12815	0.8221499999999999	0.694	7.215901841109607e-7	7.215901841109607e-7	FALSE	MTA3	6.141709383192611
ENSG00000064490	isoComp_00002775	geneComp_00000716	transcript43518.chr19.nic	FT	RGC	RFXANK	NA	NA	60.893239354031635	74.73205464871798	47.0544240593453	2.1462046761511004	0.03790945561548398	-0.6672832833733242	NA	23.850111884428483	18.017521711264617	29.682702057592344	0.5765504052810755	0.07896611716053492	0.7199073061148639	NA	0.436175	0.24155	0.6308	0.38925000000000004	0.034362968442636796	0.034362968442636796	NA	RFXANK	1.4639093267216854
ENSG00000066044	isoComp_00003021	geneComp_00000777	transcript28883.chr19.nnic	FT	RGC	ELAVL1	NA	NA	95.23530779549837	101.19370541716876	89.27691017382797	17.31494765738187	1.0596305292945798	-0.18074152207868593	NA	39.799467892938914	60.14414376081997	19.454792025057863	12.917497969805964	0.37229907435648174	-1.6277971918522303	NA	0.403825	0.58975	0.21789999999999998	-0.37185	0.03603127273974391	0.0258813625822743	NA	ELAVL1	1.443320396936959
ENSG00000066044	isoComp_00003020	geneComp_00000777	ENST00000407627.7	FT	RGC	ELAVL1	NA	NA	95.23530779549837	101.19370541716876	89.27691017382797	17.31494765738187	1.0596305292945798	-0.18074152207868593	NA	39.02740876223425	24.640337672848197	53.414479851620314	3.5170852919491877	0.6374289056399611	1.1158935471599984	NA	0.42150000000000004	0.24470000000000003	0.5983	0.3536	0.0258813625822743	0.0258813625822743	FALSE	ELAVL1	1.5870128629961782
ENSG00000067225	isoComp_00003143	geneComp_00000816	ENST00000335181.10	FT	RGC	PKM	NA	NA	872.6522460699762	685.8035740014441	1059.5009181385083	38.57667409985498	0.27578829971344015	0.627510090306943	NA	504.06073758559614	557.6936204069873	450.427854764205	48.080438145990286	3.3050845016869914	-0.3081705599567801	NA	0.6185	0.81185	0.42515000000000003	-0.38669999999999993	0.007197037610076148	0.004375678258957893	FALSE	PKM	2.142846227782723
ENSG00000067225	isoComp_00003150	geneComp_00000816	transcript22528.chr15.nic	FT	RGC	PKM	NA	NA	872.6522460699762	685.8035740014441	1059.5009181385083	38.57667409985498	0.27578829971344015	0.627510090306943	NA	321.7579694149505	98.09369301356898	545.422245816332	8.245100986649824	3.8673011852649775	2.4750206431759043	NA	0.32947499999999996	0.14415	0.5147999999999999	0.3706499999999999	0.004375678258957893	0.004375678258957893	NA	PKM	2.3589546189178177
ENSG00000067606	isoComp_00003191	geneComp_00000825	ENST00000378567.8	FT	RGC	PRKCZ	NA	NA	32.81818619990277	25.467947740415646	40.168424659389885	1.0937295987922155	0.29057249267930985	0.6571719265256455	NA	19.45206232383073	22.73951527770974	16.16460936995172	1.255685345783892	0.07712180188437934	-0.49210493586601	NA	0.647425	0.8924	0.40245	-0.48995	0.0016137566092897552	2.9241158085060494e-5	FALSE	PRKCZ	2.79216196602858
ENSG00000067606	isoComp_00003192	geneComp_00000825	ENST00000400921.6	FT	RGC	PRKCZ	NA	NA	32.81818619990277	25.467947740415646	40.168424659389885	1.0937295987922155	0.29057249267930985	0.6571719265256455	NA	11.720229410211735	0.12129422522435729	23.319164595199112	0.12129422522435727	0.3660826077889751	7.473187372998658	NA	0.29275	0.005	0.5805	0.5755	2.9241158085060494e-5	2.9241158085060494e-5	FALSE	PRKCZ	4.534005431304066
ENSG00000070087	isoComp_00003424	geneComp_00000891	ENST00000452853.6	FT	RGC	PFN2	NA	NA	338.659747291176	198.95266527603445	478.3668293063176	14.247220277135098	11.898028844244719	1.2656497738121404	NA	89.82094352245149	158.0509602006204	21.59092684428256	3.6620867394957908	0.044150361216967575	-2.871315956065383	NA	0.42117499999999997	0.7971999999999999	0.045149999999999996	-0.7520499999999999	1.0056617616352468e-8	9.713182022965378e-9	FALSE	PFN2	7.997548062774645
