gene_id	ensembl_gene_name	isoform_id	logFC	FDR	isoform_switch_q_value	dIF
ENSG00000006704	GTF2IRD1	ENST00000265755.7	0.593725469450524	0.048232226659457	0.00161901050787935	0.23335
ENSG00000006704	GTF2IRD1	transcript80483.chr7.nnic	0.593725469450524	0.048232226659457	0.02149221035304603	-0.19185
ENSG00000007062	PROM1	transcript20008.chr4.nic	2.35993497769403	0.00334523384687598	2.6063099170361154e-14	-0.21326666666666663
ENSG00000010244	ZNF207	ENST00000394673.6	-0.61222067153674	0.0101509107767251	0.04996945823293634	0.14671666666666666
ENSG00000015171	ZMYND11	transcript221.chr10.nic	0.732530602268127	0.00737457426486151	0.01366629361473612	-0.20871666666666663
ENSG00000021300	PLEKHB1	ENST00000227214.10	3.81791799477446	5.2234531110248e-4	0.03577328017138162	0.28976666666666673
ENSG00000023171	GRAMD1B	ENST00000638157.1	2.63998296364559	0.00382839787443203	2.5179279330947743e-5	-0.3580000000000001
ENSG00000023171	GRAMD1B	ENST00000533341.3	2.63998296364559	0.00382839787443203	6.747567806914529e-4	0.28686666666666666
ENSG00000035687	ADSS2	ENST00000366535.4	-0.972658695004591	0.00145098834986033	0.01630123654379106	-0.13780000000000003
ENSG00000035687	ADSS2	transcript286573.chr1.nic	-0.972658695004591	0.00145098834986033	0.01834559110857222	0.13466666666666666
ENSG00000047849	MAP4	ENST00000497735.1	1.10311976365871	0.00264883112174004	0.04427383566946585	-0.1
ENSG00000047849	MAP4	transcript41550.chr3.nic	1.10311976365871	0.00264883112174004	1.3101784117090798e-4	0.25453333333333333
ENSG00000048545	GUCA1A	ENST00000679182.1	3.99752154683741	3.6428231508671e-4	0.01267373220722724	0.11598333333333334
ENSG00000048707	VPS13D	ENST00000543766.2	1.53629650308146	7.6698108896821e-4	0.04605352883359568	-0.2622833333333333
ENSG00000050165	DKK3	ENST00000527132.1	0.765865344505764	0.00945163866175644	0.01630123654379106	-0.22099999999999995
ENSG00000050165	DKK3	ENST00000326932.8	0.765865344505764	0.00945163866175644	1.731755023682953e-4	0.18668333333333337
ENSG00000051128	HOMER3	ENST00000594794.5	-0.994056136297516	0.0139047957127524	3.865807201367364e-4	-0.37765
ENSG00000051128	HOMER3	ENST00000392351.8	-0.994056136297516	0.0139047957127524	0.00103145486611707	0.3683666666666666
ENSG00000060138	YBX3	ENST00000228251.9	0.930849517073851	0.0143924879957978	0.00188704708238078	0.3213166666666666
ENSG00000060138	YBX3	ENST00000279550.11	0.930849517073851	0.0143924879957978	0.00193333578016971	-0.3242666666666667
ENSG00000065609	SNAP91	ENST00000520302.5	1.97213749326491	0.00202551654288586	0.03799081933805888	-0.20958333333333332
ENSG00000067057	PFKP	ENST00000381125.9	2.63203615300654	1.8484763279518e-4	0.03534694366613846	0.3833333333333334
ENSG00000069188	SDK2	transcript131776.chr17.nic	-0.704511943772551	0.0335933882168563	3.0794801567110244e-5	0.19088333333333335
ENSG00000069188	SDK2	ENST00000392650.8	-0.704511943772551	0.0335933882168563	2.7696239951930443e-5	-0.1983999999999999
ENSG00000070729	CNGB1	ENST00000311183.8	7.88777396744163	7.4248611332132e-4	0.01364938348543179	-0.4612833333333333
ENSG00000073350	LLGL2	ENST00000375227.8	2.06696870968776	0.00745708304126544	0.02927355926037938	0.3273166666666667
ENSG00000076242	MLH1	ENST00000673741.1	-0.684740165916676	0.0150676428086554	6.430708007749281e-4	-0.3385166666666667
ENSG00000076242	MLH1	ENST00000231790.8	-0.684740165916676	0.0150676428086554	0.02501383172072422	0.23983333333333337
ENSG00000077044	DGKD	transcript207928.chr2.nic	1.85759757671451	0.00220199153430536	0.00418088018081494	0.13276666666666667
ENSG00000077044	DGKD	ENST00000264057.7	1.85759757671451	0.00220199153430536	0.00426241857838094	-0.1596333333333334
ENSG00000078369	GNB1	transcript8307.chr1.nnic	0.996120723482007	0.00385517879891662	8.608785954856715e-5	-0.33486666666666676
ENSG00000078369	GNB1	ENST00000378609.9	0.996120723482007	0.00385517879891662	0.00631342392705655	0.29016666666666663
ENSG00000078804	TP53INP2	transcript38618.chr20.nnic	1.76965508210472	0.00115965316292688	0.0295759465675249	-0.20685
ENSG00000080644	CHRNA3	transcript79751.chr15.nnic	1.59068075606385	0.0105077691349896	1.0170014246478198e-5	-0.2608166666666667
ENSG00000080644	CHRNA3	ENST00000326828.6	1.59068075606385	0.0105077691349896	2.772935064053546e-6	0.24544999999999997
ENSG00000082146	STRADB	ENST00000194530.8	-0.607047077727859	0.0356199752753105	0.01588947582884851	0.20309999999999995
ENSG00000082684	SEMA5B	transcript117494.chr3.nic	3.62947468296266	0.0016497489054349199	0.03554403095495528	0.29713333333333336
ENSG00000082684	SEMA5B	transcript117470.chr3.nnic	3.62947468296266	0.0016497489054349199	0.02602654761064518	-0.4768333333333334
ENSG00000086475	SEPHS1	ENST00000327347.10	-0.995381564378917	0.00388778253085833	0.01132138068976708	-0.2449666666666668
ENSG00000086475	SEPHS1	transcript10759.chr10.nic	-0.995381564378917	0.00388778253085833	0.01173485025365821	0.23946666666666663
ENSG00000089280	FUS	ENST00000380244.7	-0.550466816790728	0.0209586576336	0.0180441169506986	0.18366666666666664
ENSG00000090006	LTBP4	ENST00000595118.5	-1.09872072604242	0.0229190111952264	0.03013885711345694	-0.19188333333333335
ENSG00000090097	PCBP4	ENST00000355852.6	1.53394028298527	0.00120653002244148	0.01682918890713217	0.19243333333333337
ENSG00000090097	PCBP4	transcript64897.chr3.nnic	1.53394028298527	0.00120653002244148	0.04479258434121903	-0.21338333333333337
ENSG00000090238	YPEL3	ENST00000398841.6	1.05649331720945	0.00282990931111296	0.00352401417421236	-0.23471666666666668
ENSG00000091651	ORC6	transcript76014.chr16.nnic	-2.25750968838626	4.0901915720259e-4	0.00750018687899772	-0.15305000000000002
ENSG00000092096	SLC22A17	ENST00000354772.10	0.609814311781218	0.010914499920022	0.04912136920611818	0.17556666666666668
ENSG00000092200	RPGRIP1	transcript3543.chr14.nnic	5.1062096427782	6.231047194695e-4	0.02640282236881611	0.5170833333333333
ENSG00000092200	RPGRIP1	ENST00000400017.7	5.1062096427782	6.231047194695e-4	0.00352161537365305	-0.5164000000000001
ENSG00000099783	HNRNPM	ENST00000325495.9	-0.550017364767937	0.0118740614374371	0.0311465624380744	0.19933333333333336
ENSG00000099864	PALM	transcript49999.chr19.nnic	-0.689609518391718	0.0169820910130638	4.0866324828674454e-6	-0.3663
