gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000197921	-11.234820883563634	9.012753775086859	162.73586513955237	8.13764268863355e-8	2.771681099748587e-4	HES5	protein_coding	1	3.5572567396398256	TRUE	H1_Stage3	H2_Stage3	HES5
ENSG00000102225	-11.1594057278222	7.026907335079943	123.2541934546625	6.563227217735534e-8	2.771681099748587e-4	CDK16	protein_coding	X	3.5572567396398256	TRUE	H1_Stage3	H2_Stage3	CDK16
ENSG00000223953	10.283503542648981	4.327690748654333	13.923223855924238	0.002607302331822185	0.2611903453584224	C1QTNF5	protein_coding	11	0.5830428803642501	FALSE	H1_Stage3	H2_Stage3	C1QTNF5
ENSG00000182923	-9.567188471020284	4.5662959065094935	6.193150386056399	0.030628411054011432	0.6687203080125829	CEP63	protein_coding	3	0.1747554877409073	FALSE	H1_Stage3	H2_Stage3	CEP63
ENSG00000179222	-8.293597703381533	4.780238930734839	31.011391288067948	1.849284473243154e-4	0.046656762339749504	MAGED1	protein_coding	X	1.331085401563842	TRUE	H1_Stage3	H2_Stage3	MAGED1
ENSG00000179918	-8.18133194217627	5.134080565498538	81.06410980480139	7.104747097058191e-7	0.00120993843062901	SEPHS2	protein_coding	16	2.9172367287896614	TRUE	H1_Stage3	H2_Stage3	SEPHS2
ENSG00000102144	-8.07234793655181	5.569035829408937	83.55561639665665	1.1246927870306495e-6	0.0014554780493246761	PGK1	protein_coding	X	2.836994339953135	TRUE	H1_Stage3	H2_Stage3	PGK1
ENSG00000130429	-8.052867556063527	3.5669332633559043	14.02407762678188	0.00201080431752473	0.23616550018928384	ARPC1B	protein_coding	7	0.6267835452142709	FALSE	H1_Stage3	H2_Stage3	ARPC1B
ENSG00000102409	-7.874202996153096	3.785900854933651	51.85308976851259	7.861379224072197e-6	0.005355171527437981	BEX4	protein_coding	X	2.2712266140521487	TRUE	H1_Stage3	H2_Stage3	BEX4
ENSG00000168256	-7.7621225670350835	6.509182433916323	73.85942243678875	4.070994457422776e-7	7.923318355418272e-4	NKIRAS2	protein_coding	17	3.1010928939631284	TRUE	H1_Stage3	H2_Stage3	NKIRAS2
ENSG00000198300	-7.736440564605845	5.778159962053032	5.881747990257359	0.029732588028507628	0.6684435301986599	PEG3	protein_coding	19	0.17493527585001062	FALSE	H1_Stage3	H2_Stage3	PEG3
ENSG00000133169	-7.722052455943643	8.319130637187865	67.31608978775145	1.1751510967829886e-6	0.0014554780493246761	BEX1	protein_coding	X	2.836994339953135	TRUE	H1_Stage3	H2_Stage3	BEX1
ENSG00000147133	-7.658797371448776	5.553546793434977	20.798072893773195	3.93379116399851e-4	0.07548446594128971	TAF1	protein_coding	X	1.122142413272839	FALSE	H1_Stage3	H2_Stage3	TAF1
ENSG00000171492	-7.643068102372717	3.344060299663134	18.231804494869184	8.12876711025603e-4	0.13028979189426843	LRRC8D	protein_coding	1	0.8850896095956207	FALSE	H1_Stage3	H2_Stage3	LRRC8D
ENSG00000101871	-7.536831556649158	4.081165653323647	16.18837595017968	0.0013066678720266164	0.1695432675094345	MID1	protein_coding	X	0.7707194511914353	FALSE	H1_Stage3	H2_Stage3	MID1
