gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000187189	ENSG00000187189	-11.375078390137558	8.449023082349518	213.93315711056692	1.1706795820120043e-13	2.3900103498091938e-11	TSPYL4	protein_coding	6	H9_H2	EP1_H2	10.621600218359273	TRUE	TSPYL4
ENSG00000179262	ENSG00000179262	-11.154620687948698	8.272246517728986	517.499027461398	4.5684388746702396e-18	4.0012671883799296e-14	RAD23A	protein_coding	19	H9_H2	EP1_H2	13.397802447230186	TRUE	RAD23A
ENSG00000179271	ENSG00000179271	-11.130774089495711	8.24562513254077	485.5612669393421	9.67284890509398e-18	5.647976475684375e-14	GADD45GIP1	protein_coding	19	H9_H2	EP1_H2	13.248107120826958	TRUE	GADD45GIP1
ENSG00000179774	ENSG00000179774	-11.015307808944133	8.513516548505377	9.512207549116628	0.0069954870689977935	0.034402745034950825	ATOH7	protein_coding	10	H9_H2	EP1_H2	1.4634069031851893	TRUE	ATOH7
ENSG00000155660	ENSG00000155660	-10.831157363364113	8.161331875929822	168.97796228168409	1.555936975189446e-12	1.817023199626235e-10	PDIA4	protein_coding	7	H9_H2	EP1_H2	9.740639527614732	TRUE	PDIA4
ENSG00000241370	ENSG00000241370	-10.796289781813432	7.905547678025431	399.49705178356066	9.486280119647774e-17	1.542328669908899e-13	RPP21	protein_coding	6	H9_H2	EP1_H2	12.81182306836169	TRUE	RPP21
ENSG00000118231	ENSG00000118231	10.570051261171457	8.138059965403684	82.59062692055588	2.817680734062296e-8	7.258428443907241e-7	CRYGD	protein_coding	2	H9_H2	EP1_H2	6.139157400239485	TRUE	CRYGD
ENSG00000181991	ENSG00000181991	-10.006307462478183	7.321367382910463	107.05621029235472	4.988334885022882e-10	2.1651701949368816e-8	MRPS11	protein_coding	15	H9_H2	EP1_H2	7.664507959903319	TRUE	MRPS11
ENSG00000160284	ENSG00000160284	-9.770970118308268	6.7736204920559135	158.60327744339125	3.080151436812232e-12	3.0655273459918433e-10	SPATC1L	protein_coding	21	H9_H2	EP1_H2	9.513494805401894	TRUE	SPATC1L
ENSG00000175467	ENSG00000175467	-9.534742900537287	6.677473031158896	264.34647265721816	1.0909147964418517e-14	4.444082439365562e-12	SART1	protein_coding	11	H9_H2	EP1_H2	11.352217893333899	TRUE	SART1
ENSG00000277586	ENSG00000277586	-9.385860960718889	7.3239807158352654	6.314962335795014	0.022850480845497765	0.08808800021359692	NEFL	protein_coding	8	H9_H2	EP1_H2	1.0550832493174298	FALSE	NEFL
ENSG00000164929	ENSG00000164929	-9.289959858208185	6.477741139480924	32.48676723430793	2.2336938739776143e-5	2.7171955271156854e-4	BAALC	protein_coding	8	H9_H2	EP1_H2	3.5658791089902517	TRUE	BAALC
ENSG00000129355	ENSG00000129355	-9.238787394807078	6.338399115184961	93.12940969322673	1.005294091795877e-9	3.966156893240625e-8	CDKN2D	protein_coding	19	H9_H2	EP1_H2	7.401630109969108	TRUE	CDKN2D
ENSG00000139636	ENSG00000139636	-9.106822136903608	6.179201738757579	82.388029223225	3.749061911258622e-9	1.2344420582616031e-7	LMBR1L	protein_coding	12	H9_H2	EP1_H2	6.908529289991111	TRUE	LMBR1L
ENSG00000172273	ENSG00000172273	-8.968368490744043	6.0617357175175055	281.105365287546	5.430792520272923e-15	2.7180340736463082e-12	HINFP	protein_coding	11	H9_H2	EP1_H2	11.565745103194468	TRUE	HINFP
ENSG00000016082	ENSG00000016082	-8.90924222800627	6.23535206306708	13.743186640555301	0.0018082729467912729	0.011320770982467022	ISL1	protein_coding	5	H9_H2	EP1_H2	1.9461239952299758	TRUE	ISL1
ENSG00000064655	ENSG00000064655	-8.871265503730884	5.945333591086552	28.970106172275024	4.040871632578354e-5	0.00044602361933128557	EYA2	protein_coding	20	H9_H2	EP1_H2	3.350642142468043	TRUE	EYA2
ENSG00000176101	ENSG00000176101	-8.8616144095049	7.95763727036267	159.47097249931554	9.219382168625376e-13	1.1702602713609473e-10	SSNA1	protein_coding	9	H9_H2	EP1_H2	9.931717538386117	TRUE	SSNA1
ENSG00000145632	ENSG00000145632	-8.776542969222048	8.28723873368342	31.549680877700734	2.0898452240119287e-5	2.5707737913635505e-4	PLK2	protein_coding	5	H9_H2	EP1_H2	3.58993613630334	TRUE	PLK2
ENSG00000059573	ENSG00000059573	-8.534028891277034	7.466827006869491	239.52912913526512	7.645302611214132e-15	3.5242833115957356e-12	ALDH18A1	protein_coding	10	H9_H2	EP1_H2	11.452929186605894	TRUE	ALDH18A1
ENSG00000123136	ENSG00000123136	-8.481667062505839	5.640523211526354	159.19232590156648	2.9599586379459193e-12	2.9713964122907414e-10	DDX39A	protein_coding	19	H9_H2	EP1_H2	9.527039405353504	TRUE	NA
ENSG00000099219	ENSG00000099219	-8.47976544797614	5.599825726881246	80.34236599160961	3.132061529412544e-9	1.0591274054727156e-7	ERMP1	protein_coding	9	H9_H2	EP1_H2	6.975051794221468	TRUE	NA
ENSG00000108561	ENSG00000108561	-8.478976669487906	9.444053595843831	314.11668430050423	2.807084538115529e-16	3.016579022650463e-13	C1QBP	protein_coding	17	H9_H2	EP1_H2	12.520485293370443	TRUE	NA
ENSG00000178074	ENSG00000178074	-8.405804139024243	5.545872926611725	150.68736571144797	5.3267283744805396e-12	4.597003482960679e-10	C2orf69	protein_coding	2	H9_H2	EP1_H2	9.337525167202479	TRUE	NA
ENSG00000147383	ENSG00000147383	8.317893797923082	5.464790149235265	258.98118484285976	2.9750774310312647e-15	1.8782248826144343e-12	NSDHL	protein_coding	X	H9_H2	EP1_H2	11.726252410242704	TRUE	NA
ENSG00000131143	ENSG00000131143	-8.295851608126291	5.556596809117083	113.902083961312	9.915458088262446e-11	5.3115926401251764e-9	COX4I1	protein_coding	16	H9_H2	EP1_H2	8.274775239537933	TRUE	NA
ENSG00000014164	ENSG00000014164	-8.155203576162718	5.453472465477942	128.58049555697994	2.837680685686331e-11	1.8736436188608087e-9	ZC3H3	protein_coding	8	H9_H2	EP1_H2	8.727313011677108	TRUE	NA
