seq_id,aln_start,aln_end,env_start,env_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,score,evalue,significance,clan
BambuTx1001,18,325,17,325,PF06350.17,HSL_N,Family,2,306,306,396.3,9.3e-119,1,No_Clan
BambuTx1001,357,505,357,515,PF07859.18,Abhydrolase_3,Domain,1,151,210,121.8,3.8e-35,1,CL0028
BambuTx1001,672,737,647,738,PF07859.18,Abhydrolase_3,Domain,146,209,210,43.6,3.4e-11,1,CL0028
BambuTx1049,9,121,8,122,PF00868.25,Transglut_N,Domain,2,113,114,122.5,1.3e-35,1,CL0159
BambuTx1049,272,359,262,359,PF01841.24,Transglut_core,Family,49,108,108,58.1,1.2e-15,1,CL0125
BambuTx1049,473,571,473,573,PF00927.27,Transglut_C,Domain,1,104,106,91.4,4.1e-26,1,CL0159
BambuTx108,32,98,32,98,PF01106.22,NifU,Family,1,67,67,92.2,2e-26,1,CL0232
BambuTx109,103,145,103,147,PF00046.34,Homeodomain,Domain,1,43,57,46.5,2.9e-12,1,CL0123
BambuTx1100,34,164,34,164,PF00782.25,DSPc,Domain,1,133,133,124.0,4.2e-36,1,CL0031
BambuTx120,5,49,5,49,PF16860.10,CX9C,Domain,1,44,44,63.0,2.1e-17,1,CL0351
BambuTx120,58,91,58,92,PF06747.18,CHCH,Domain,1,34,35,29.4,7.4e-07,1,CL0351
BambuTx133,53,104,53,105,PF00014.28,Kunitz_BPTI,Domain,1,52,53,69.8,2e-19,1,No_Clan
BambuTx133,124,176,124,176,PF00014.28,Kunitz_BPTI,Domain,1,53,53,68.7,4.3e-19,1,No_Clan
BambuTx133,216,268,216,268,PF00014.28,Kunitz_BPTI,Domain,1,53,53,69.0,3.5e-19,1,No_Clan
BambuTx138,3,153,2,154,PF00160.26,Pro_isomerase,Domain,2,158,159,182.3,9e-54,1,CL0475
BambuTx139,6,332,5,337,PF01784.23,DUF34_NIF3,Family,2,242,244,247.2,2.1e-73,1,No_Clan
BambuTx140,33,359,32,364,PF01784.23,DUF34_NIF3,Family,2,242,244,246.8,2.8e-73,1,No_Clan
BambuTx143,85,103,85,103,PF10522.14,RII_binding_1,Motif,1,19,19,19.4,0.00099,1,No_Clan
BambuTx143,307,335,304,335,PF00418.24,Tubulin-binding,Family,4,31,31,45.3,6.9e-12,1,No_Clan
BambuTx143,336,365,336,366,PF00418.24,Tubulin-binding,Family,1,30,31,58.2,6.5e-16,1,No_Clan
BambuTx143,367,398,367,398,PF00418.24,Tubulin-binding,Family,1,31,31,57.9,8.1e-16,1,No_Clan
BambuTx16,159,247,159,248,PF00028.22,Cadherin,Domain,1,92,93,33.6,4.9e-08,1,CL0159
BambuTx16,356,515,355,525,PF13385.12,Laminin_G_3,Domain,2,140,151,31.9,1.5e-07,1,CL0004
BambuTx16,537,890,537,890,PF19699.4,CLSTN_C,Family,1,354,354,709.0,1.1e-213,1,No_Clan
BambuTx162,207,394,207,395,PF00149.33,Metallophos,Domain,1,190,191,57.3,3.3e-15,1,CL0163
BambuTx195,15,176,15,177,PF00071.27,Ras,Domain,1,161,162,185.7,5.4e-55,1,CL0023
BambuTx198,87,424,87,424,PF00328.27,His_Phos_2,Family,1,354,354,133.3,1.7e-38,1,CL0071
BambuTx210,148,329,147,329,PF00596.26,Aldolase_II,Domain,2,183,183,157.1,5.3e-46,1,No_Clan
BambuTx214,157,248,148,252,PF00640.28,PID,Domain,49,136,140,33.8,3.5e-08,1,CL0266
BambuTx214,561,616,561,616,PF11830.13,DUF3350,Family,1,63,63,80.6,8.3e-23,1,No_Clan
BambuTx214,675,884,674,885,PF00566.24,RabGAP-TBC,Family,2,215,216,191.5,1.8e-56,1,CL0816
BambuTx215,42,162,42,164,PF00640.28,PID,Domain,1,138,140,46.2,5.5e-12,1,CL0266
BambuTx224,70,158,70,158,PF04410.19,Gar1,Domain,1,92,92,102.7,8.5e-30,1,CL0105
BambuTx23,121,191,120,193,PF00538.24,Linker_histone,Domain,2,72,74,69.6,2.5e-19,1,CL0123
BambuTx23,228,290,218,291,PF00538.24,Linker_histone,Domain,11,73,74,41.6,1.3e-10,1,CL0123
BambuTx23,306,373,302,374,PF00538.24,Linker_histone,Domain,6,73,74,66.8,1.7e-18,1,CL0123
BambuTx234,408,479,408,479,PF06743.20,FAST_1,Family,1,72,72,66.5,1.7e-18,1,No_Clan
BambuTx234,490,580,490,580,PF08368.17,FAST_2,Family,1,89,89,93.7,9e-27,1,No_Clan
BambuTx234,594,650,593,650,PF08373.15,RAP,Domain,2,58,58,66.5,1.9e-18,1,CL0236
BambuTx266,3,295,1,295,PF00069.30,Pkinase,Domain,24,263,263,160.3,6.7e-47,1,CL0016
BambuTx268,2,60,1,60,PF17654.6,Trnau1ap,Family,52,110,110,107.5,7.5e-31,1,No_Clan
BambuTx27,19,187,19,192,PF09637.15,Med18,Domain,1,215,243,147.9,5.4e-43,1,CL0273
BambuTx273,11,101,2,102,PF00125.29,Histone,Domain,27,121,122,90.7,9.3e-26,1,CL0012
BambuTx275,38,125,37,126,PF02023.22,SCAN,Domain,2,89,90,145.2,4.7e-43,1,CL0148
BambuTx276,47,182,46,182,PF00754.30,F5_F8_type_C,Domain,2,127,127,74.2,1.2e-20,1,CL0202
BambuTx276,190,366,190,366,PF21114.2,DDR1-2_DS-like,Domain,1,177,177,226.5,2.2e-67,1,CL0202
BambuTx276,610,905,610,905,PF07714.22,PK_Tyr_Ser-Thr,Domain,1,258,258,284.4,8.7e-85,1,CL0016
BambuTx277,47,182,46,182,PF00754.30,F5_F8_type_C,Domain,2,127,127,74.3,1.1e-20,1,CL0202
BambuTx277,190,366,190,366,PF21114.2,DDR1-2_DS-like,Domain,1,177,177,226.6,2.1e-67,1,CL0202
BambuTx277,573,868,573,868,PF07714.22,PK_Tyr_Ser-Thr,Domain,1,258,258,284.5,8e-85,1,CL0016
BambuTx299,47,108,39,122,PF16543.10,DFRP_C,Domain,19,76,88,31.6,2.2e-07,1,No_Clan
BambuTx317,32,226,32,227,PF00804.30,Syntaxin,Domain,1,198,199,195.8,7.5e-58,1,CL0445
BambuTx318,32,226,32,227,PF00804.30,Syntaxin,Domain,1,198,199,194.0,2.6e-57,1,CL0445
BambuTx32,214,236,214,236,PF00096.31,zf-C2H2,Domain,1,23,23,17.6,0.0046,1,CL0361
BambuTx32,242,264,242,264,PF00096.31,zf-C2H2,Domain,1,23,23,25.5,1.4e-05,1,CL0361
BambuTx32,270,292,270,292,PF00096.31,zf-C2H2,Domain,1,23,23,24.0,4.5e-05,1,CL0361
BambuTx32,298,322,298,322,PF00096.31,zf-C2H2,Domain,1,23,23,25.1,2e-05,1,CL0361
BambuTx32,328,350,328,350,PF00096.31,zf-C2H2,Domain,1,23,23,19.2,0.0014,1,CL0361
BambuTx32,358,380,358,380,PF00096.31,zf-C2H2,Domain,1,23,23,19.4,0.0013,1,CL0361
BambuTx334,59,89,59,94,PF13854.11,Kelch_5,Repeat,1,29,42,27.6,2.2e-06,1,CL0186
BambuTx334,177,220,176,223,PF13418.11,Kelch_4,Repeat,2,46,49,31.3,1.8e-07,1,CL0186
BambuTx334,232,278,231,280,PF13964.11,Kelch_6,Repeat,3,48,50,33.7,2.9e-08,1,CL0186
BambuTx334,286,333,286,333,PF13418.11,Kelch_4,Repeat,1,49,49,45.0,9.2e-12,1,CL0186
BambuTx341,97,330,97,331,PF00102.32,Y_phosphatase,Domain,1,233,234,270.1,1.9e-80,1,CL0031
BambuTx348,58,300,57,318,PF04845.18,PurA,Family,2,199,219,293.6,8.9e-88,1,CL0609
BambuTx352,3,108,1,108,PF14792.11,DNA_pol_B_palm,Domain,9,113,113,120.7,4.1e-35,1,CL0260
BambuTx352,115,179,114,180,PF14791.11,DNA_pol_B_thumb,Family,2,62,63,72.4,2.5e-20,1,No_Clan
BambuTx387,43,149,43,159,PF02492.24,cobW,Domain,1,105,180,110.6,7.4e-32,1,CL0023
BambuTx402,67,311,66,311,PF00001.26,7tm_1,Family,2,260,260,134.4,6e-39,1,CL0192
BambuTx406,99,148,99,154,PF01765.24,RRF,Domain,1,50,164,29.7,5.9e-07,1,No_Clan
BambuTx415,60,158,60,160,PF00618.25,RasGEF_N,Domain,1,104,106,78.8,3.6e-22,1,CL0542
BambuTx415,323,529,322,529,PF00617.24,RasGEF,Family,2,181,181,189.0,8.2e-56,1,No_Clan
BambuTx415,731,817,731,818,PF00788.28,RA,Domain,1,92,93,57.2,2.3e-15,1,CL0072
BambuTx428,69,175,67,180,PF00586.29,AIRS,Domain,3,107,112,56.0,5.5e-15,1,CL0804
BambuTx428,193,366,192,368,PF02769.27,AIRS_C,Domain,2,154,156,74.5,1.2e-20,1,No_Clan
BambuTx429,39,530,39,530,PF20771.2,FAM171A1-2-B_C,Domain,1,479,479,623.7,4.4e-187,1,No_Clan
BambuTx440,11,75,10,76,PF00536.36,SAM_1,Domain,2,63,64,36.0,8e-09,1,CL0003
BambuTx440,292,365,292,365,PF14360.11,PAP2_C,Domain,1,74,74,99.4,1.6e-28,1,CL0525
BambuTx449,71,280,70,292,PF02628.20,COX15-CtaA,Family,2,203,322,238.4,1.2e-70,1,CL0328
BambuTx451,1,94,1,94,PF10046.14,BLOC1_2,Coiled-coil,3,96,96,120.4,3.9e-35,1,No_Clan
BambuTx454,19,56,19,59,PF00646.38,F-box,Domain,1,36,43,24.6,1.9e-05,1,CL0271
BambuTx454,218,241,217,241,PF13516.11,LRR_6,Repeat,2,24,24,8.7,2.3,1,CL0022
BambuTx459,458,486,458,486,PF04408.28,HA2_N,Domain,1,29,29,31.1,2.1e-07,1,CL0123
BambuTx459,487,547,487,547,PF21010.2,HA2_C,Domain,1,77,77,44.8,1.6e-11,1,No_Clan
BambuTx459,616,696,616,696,PF07717.21,OB_NTP_bind,Domain,1,83,83,68.2,6.3e-19,1,CL0021
BambuTx460,458,486,458,486,PF04408.28,HA2_N,Domain,1,29,29,31.1,2.1e-07,1,CL0123
BambuTx460,487,547,487,547,PF21010.2,HA2_C,Domain,1,77,77,44.8,1.6e-11,1,No_Clan
BambuTx460,616,696,616,696,PF07717.21,OB_NTP_bind,Domain,1,83,83,68.2,6.3e-19,1,CL0021
BambuTx472,52,242,51,248,PF00106.30,adh_short,Domain,2,189,195,151.3,2.7e-44,1,CL0063
BambuTx476,25,97,24,97,PF00173.33,Cyt-b5,Domain,2,74,74,72.2,3.1e-20,1,No_Clan
BambuTx476,158,342,158,374,PF00487.29,FA_desaturase,Domain,1,187,253,49.2,7.1e-13,1,CL0713
BambuTx482,4,64,4,66,PF00076.27,RRM_1,Domain,1,68,70,61.5,6.3e-17,1,CL0221
BambuTx482,81,142,80,142,PF00076.27,RRM_1,Domain,2,70,70,56.2,2.8e-15,1,CL0221
BambuTx482,161,176,160,177,PF00098.28,zf-CCHC,Domain,2,17,18,30.7,2.7e-07,1,CL0511
BambuTx495,19,64,19,65,PF22566.1,UBA_8,Domain,1,45,46,56.8,1.6e-15,1,CL0214
BambuTx495,74,126,74,126,PF21909.1,USP_UIM_N,Domain,1,53,53,99.9,7.7e-29,1,CL0702
BambuTx495,162,647,162,647,PF00443.34,UCH,Family,1,254,254,168.6,2.2e-49,1,CL0125
BambuTx50,191,211,189,211,PF00096.31,zf-C2H2,Domain,3,23,23,16.6,0.0098,1,CL0361
BambuTx50,261,283,261,283,PF00096.31,zf-C2H2,Domain,1,23,23,25.7,1.3e-05,1,CL0361
BambuTx50,291,311,290,311,PF00096.31,zf-C2H2,Domain,3,23,23,16.3,0.012,1,CL0361
BambuTx50,317,339,317,339,PF00096.31,zf-C2H2,Domain,1,23,23,23.2,7.8e-05,1,CL0361
BambuTx50,353,375,353,375,PF00096.31,zf-C2H2,Domain,1,23,23,26.4,7.6e-06,1,CL0361
BambuTx50,383,403,382,403,PF00096.31,zf-C2H2,Domain,3,23,23,18.9,0.0017,1,CL0361
BambuTx50,409,431,409,431,PF00096.31,zf-C2H2,Domain,1,23,23,23.8,5.1e-05,1,CL0361
BambuTx50,437,459,437,459,PF00096.31,zf-C2H2,Domain,1,23,23,25.2,1.7e-05,1,CL0361
BambuTx50,465,487,465,487,PF00096.31,zf-C2H2,Domain,1,23,23,23.0,8.7e-05,1,CL0361
BambuTx50,493,515,493,515,PF00096.31,zf-C2H2,Domain,1,23,23,24.2,3.8e-05,1,CL0361
BambuTx50,521,543,521,543,PF00096.31,zf-C2H2,Domain,1,23,23,19.9,0.00086,1,CL0361
BambuTx508,34,122,25,146,PF15240.11,Pro-rich,Disordered,21,121,175,44.7,2.2e-11,1,No_Clan
BambuTx514,74,243,73,255,PF01490.23,Aa_trans,Domain,2,169,410,118.1,4.4e-34,1,CL0062
BambuTx514,325,534,304,535,PF01490.23,Aa_trans,Domain,188,409,410,139.2,1.7e-40,1,CL0062
BambuTx518,338,406,337,406,PF00105.23,zf-C4,Domain,2,70,70,106.4,9.2e-31,1,CL0167
BambuTx518,474,650,467,651,PF00104.35,Hormone_recep,Domain,12,212,213,103.4,1.4e-29,1,No_Clan
BambuTx522,4,137,4,137,PF16496.10,SWIRM-assoc_2,Family,1,134,134,243.7,4.1e-73,1,No_Clan
BambuTx522,434,512,427,512,PF04433.22,SWIRM,Domain,3,84,84,101.7,2.3e-29,1,CL0123
BambuTx522,600,641,598,643,PF00249.36,Myb_DNA-binding,Domain,3,44,46,47.1,2.2e-12,1,CL0123
BambuTx522,684,749,684,750,PF16498.10,SWIRM-assoc_3,Family,1,66,67,107.2,4.3e-31,1,No_Clan
BambuTx522,864,945,863,946,PF16495.10,SWIRM-assoc_1,Family,2,83,84,102.8,9e-30,1,No_Clan
BambuTx533,1,245,1,245,PF01209.23,Ubie_methyltran,Family,23,233,233,277.9,6.7e-83,1,CL0063
BambuTx54,118,269,117,269,PF14324.11,PINIT,Domain,2,142,142,107.8,6.9e-31,1,CL0202
BambuTx54,314,362,314,363,PF02891.25,zf-MIZ,Domain,1,49,50,69.2,2.3e-19,1,CL0229
