isoform_id	gene_id	gene_name	iso_value_1	iso_value_2	IF1	IF2
ENST00000441594.6	ENSG00000010282	HHATL	0	0.8142371996237654	NA	1
ENST00000621635.4	ENSG00000010671	BTK	0	0.27527437899065577	NA	1
ENST00000046794.10	ENSG00000043462	LCP2	0	0.27527437899065577	NA	1
ENST00000370924.5	ENSG00000050628	PTGER3	0	0.5464105415769275	NA	0.665
ENST00000460330.5	ENSG00000050628	PTGER3	0	0.27527437899065577	NA	0.33499999999999996
ENST00000155840.12	ENSG00000053918	KCNQ1	0	0.27527437899065577	NA	1
transcript25470.chr3.nnic	ENSG00000055957	ITIH1	0	1.75640263735929	NA	0.5228999999999999
ENST00000405128.3	ENSG00000055957	ITIH1	0	1.6026893444687793	NA	0.47709999999999997
ENST00000086933.3	ENSG00000063515	GSC2	0	0.27527437899065577	NA	1
ENST00000409919.5	ENSG00000065413	ANKRD44	0	2.302926467317779	NA	1
ENST00000450629.6	ENSG00000065621	GSTO2	0	2.115520732832706	NA	1
ENST00000513104.6	ENSG00000069018	TRPC7	0	0.27527437899065577	NA	1
ENST00000373645.3	ENSG00000079263	SP140	0	0.27527437899065577	NA	1
ENST00000496810.1	ENSG00000101203	COL20A1	0	0.27527437899065577	NA	1
transcript9162.chr20.nnic	ENSG00000101306	MYLK2	0	3.511934780028412	NA	1
ENST00000221431.11	ENSG00000104835	SARS2	0	0.27527437899065577	NA	1
ENST00000262262.5	ENSG00000105383	CD33	0	0.27527437899065577	NA	1
ENST00000222286.9	ENSG00000105679	GAPDHS	0	0.27527437899065577	NA	1
ENST00000648378.1	ENSG00000105880	DLX5	0	0.5464105415769275	NA	1
transcript42246.chr7.nic	ENSG00000106013	ANKRD7	0	2.302926467317779	NA	1
ENST00000285979.11	ENSG00000108242	CYP2C18	0	0.27527437899065577	NA	1
ENST00000228534.6	ENSG00000110944	IL23A	0	0.27527437899065577	NA	1
ENST00000680397.1	ENSG00000112139	MDGA1	0	0.5464105415769275	NA	1
ENST00000289228.7	ENSG00000115073	ACTR1B	0	0.27527437899065577	NA	1
ENST00000329066.9	ENSG00000115705	TPO	0	0.27527437899065577	NA	1
ENST00000242249.8	ENSG00000122679	RAMP3	0	0.5464105415769275	NA	1
ENST00000243347.5	ENSG00000123610	TNFAIP6	0	0.27527437899065577	NA	1
ENST00000409685.4	ENSG00000124019	FAM124B	0	0.27527437899065577	NA	0.5
ENST00000389874.3	ENSG00000124019	FAM124B	0	0.27527437899065577	NA	0.5
ENST00000244669.3	ENSG00000124701	APOBEC2	0	0.5464105415769275	NA	1
ENST00000252971.11	ENSG00000130675	MNX1	0	0.8142371996237654	NA	1
