isoform_id	logFC	logCPM	F	PValue	FDR	gene_id	gene_name	transcript_biotype
ENST00000378823	-2.20346393130098	5.93381668359823	305.662423491325	1.18056875746441e-06	0.00496783333141023	ENSG00000113522	RAD50	protein_coding
ENST00000485081	6.7128229509627	5.10387074717611	412.511456745903	4.58037644953137e-07	0.00496783333141023	ENSG00000135829	DHX9	protein_coding_CDS_not_defined
ENST00000595796	4.79240743799683	5.7400537683843	345.529873558607	8.01988213223342e-07	0.00496783333141023	ENSG00000017483	SLC38A5	protein_coding
ENST00000216392	2.39707637712916	5.79138683060303	173.053389295545	7.00846513782191e-06	0.00506020106684597	ENSG00000100504	PYGL	protein_coding
ENST00000261366	-2.0521297832323	5.98019193163845	232.85575443618	2.77548552236825e-06	0.00506020106684597	ENSG00000113368	LMNB1	protein_coding
ENST00000266395	7.63710679467151	8.95099518543885	201.735639219022	4.58727579810706e-06	0.00506020106684597	ENSG00000139053	PDE6H	protein_coding
ENST00000266674	-3.64551955432268	5.14043954013294	217.121861467068	3.45496640142234e-06	0.00506020106684597	ENSG00000139292	LGR5	protein_coding
ENST00000304218	-1.83127384376128	8.56814100980287	212.674416973162	3.68592884649934e-06	0.00506020106684597	ENSG00000168298	H1-4	protein_coding
ENST00000305454	3.32644814746459	6.58579592060185	265.374129048594	1.84171204169412e-06	0.00506020106684597	ENSG00000169085	VXN	protein_coding
ENST00000333151	-4.9159530250727	5.01005736058482	186.731512767807	5.53145305838259e-06	0.00506020106684597	ENSG00000276368	H2AC14	protein_coding
ENST00000338702	3.06016879749745	5.33822275383257	168.483597387326	7.61595534458756e-06	0.00506020106684597	ENSG00000189221	MAOA	protein_coding
ENST00000359611	-3.31643657709573	5.58513683053234	180.963563168448	6.09904022093292e-06	0.00506020106684597	ENSG00000278677	H2AC17	protein_coding
ENST00000359842	5.47488557400909	6.71904408394683	178.067079920036	6.56477644315896e-06	0.00506020106684597	ENSG00000143171	RXRG	protein_coding
ENST00000371464	4.21937448181684	4.89635466891208	168.824106886511	7.56836144559353e-06	0.00506020106684597	ENSG00000138207	RBP4	protein_coding
ENST00000372950	-1.76910533881681	6.37213983137759	242.838385542074	2.43331873426302e-06	0.00506020106684597	ENSG00000213551	DNAJC9	protein_coding
ENST00000439211	-2.58247776968396	5.1419423865833	172.967499168971	7.01928534733025e-06	0.00506020106684597	ENSG00000228716	DHFR	protein_coding
ENST00000495596	3.63512858295075	6.54702996328477	204.997664421353	4.13457333585836e-06	0.00506020106684597	ENSG00000135390	ATP5MC2	retained_intron
ENST00000613299	6.32503223069258	6.65141189991815	224.178445659481	3.12597271306879e-06	0.00506020106684597	ENSG00000105392	CRX	protein_coding
ENST00000616661	4.6462759868349	6.9545152701714	176.93250937564	6.54176731089472e-06	0.00506020106684597	ENSG00000162496	DHRS3	protein_coding
ENST00000377044	-1.90090006218505	5.92522990621242	162.181479059438	8.5723010708049e-06	0.00541083643589206	ENSG00000135048	CEMIP2	protein_coding
ENST00000225831	-3.07120289947552	5.20599556922487	144.702974394623	1.22001575679486e-05	0.0064052541008427	ENSG00000108691	CCL2	protein_coding
ENST00000229264	4.29373824272838	8.5050737256221	138.209446536088	1.47286498367319e-05	0.0064052541008427	ENSG00000111664	GNB3	protein_coding
ENST00000242994	2.65076066070934	6.33692436594329	135.391226351452	1.49785413735689e-05	0.0064052541008427	ENSG00000123307	NEUROD4	protein_coding
ENST00000259241	1.86033959555849	6.09908406194048	129.486855363182	1.71818955845369e-05	0.0064052541008427	ENSG00000136720	HS6ST1	protein_coding
ENST00000263181	-1.94381438092582	4.85080841959834	129.268324930065	1.72713671302978e-05	0.0064052541008427	ENSG00000121621	KIF18A	protein_coding
ENST00000358117	2.21866587601434	6.47140064035788	139.62940362522	1.36209252059421e-05	0.0064052541008427	ENSG00000066382	MPPED2	protein_coding
ENST00000371494	4.23567210899505	5.64409099610084	141.397607459255	1.31022602391427e-05	0.0064052541008427	ENSG00000162383	SLC1A7	protein_coding
ENST00000372067	2.71635413210698	6.85129598912257	130.868203154944	1.66301773196907e-05	0.0064052541008427	ENSG00000112715	VEGFA	protein_coding
ENST00000374403	-2.02021257613506	5.41303720039674	144.553325144059	1.22392074077575e-05	0.0064052541008427	ENSG00000090889	KIF4A	protein_coding
ENST00000444376	-1.35740566645025	8.2616581510279	131.070598519296	1.65513008608852e-05	0.0064052541008427	ENSG00000153187	HNRNPU	protein_coding
ENST00000464961	1.53861497715966	6.18514972149819	130.87107063124	1.66290563824651e-05	0.0064052541008427	ENSG00000163539	CLASP2	retained_intron
ENST00000467843	1.51891139699413	8.63731661980659	128.103927528398	1.77585466991045e-05	0.0064052541008427	ENSG00000109046	WSB1	retained_intron
ENST00000527446	2.16655156399218	5.1248716181765	133.304912114767	1.57122984284926e-05	0.0064052541008427	ENSG00000149273	RPS3	protein_coding
ENST00000678621	-1.18384314217786	7.90540247338276	129.422089341423	1.7208348810837e-05	0.0064052541008427	ENSG00000144381	HSPD1	protein_coding
ENST00000710862	4.44366533700482	8.81480444511528	136.875185644135	1.51729828339006e-05	0.0064052541008427	ENSG00000251562	MALAT1	lncRNA
ENST00000377803	-2.66676394420484	9.22536744673059	125.846745365947	1.87554923326406e-05	0.0065769259779793	ENSG00000197061	H4C3	protein_coding
ENST00000221996	4.01558218205292	8.04196959727022	125.239174214132	1.99092609038165e-05	0.00673198472141726	ENSG00000105392	CRX	protein_coding
ENST00000396184	3.35834018975572	5.70137833144877	122.714474353222	2.02642125644689e-05	0.00673198472141726	ENSG00000154678	PDE1C	protein_coding
ENST00000221485	3.91532403479099	6.46731149297496	117.700615795235	2.30282879767362e-05	0.00709046603459313	ENSG00000104888	SLC17A7	protein_coding
ENST00000614066	4.60801154494683	5.99897338858022	119.579591427903	2.19376717774189e-05	0.00709046603459313	ENSG00000112041	TULP1	protein_coding
ENST00000647584	2.03986400884287	6.1743327528562	117.90200196963	2.29080418713853e-05	0.00709046603459313	ENSG00000132199	ENOSF1	protein_coding
ENST00000402938	3.77248446363662	4.70039886680657	115.23631026824	2.45690759527555e-05	0.00721302360064153	ENSG00000111886	GABRR2	protein_coding
ENST00000534054	7.02885645763437	4.71419247218424	115.531034624886	2.43778184414888e-05	0.00721302360064153	ENSG00000167799	NUDT8	retained_intron
ENST00000379775	1.85298317445984	6.28242532502067	112.063119767482	2.67586478053633e-05	0.00767729931579333	ENSG00000170525	PFKFB3	protein_coding
ENST00000402285	-6.85210908375593	5.55609140262638	111.480963065372	2.83737292013765e-05	0.00778673820517777	ENSG00000143947	RPS27A	protein_coding
ENST00000697862	-4.84567588398267	4.17709366476915	110.605086431781	2.78507115839133e-05	0.00778673820517777	ENSG00000126524	SBDS	nonsense_mediated_decay
ENST00000266732	-1.48210651135837	5.20776907149436	102.821714127612	3.47877588744281e-05	0.00844539746213039	ENSG00000120802	TMPO	protein_coding
ENST00000282077	1.8827992521639	6.40718708929096	103.957953090618	3.36435334266406e-05	0.00844539746213039	ENSG00000152256	PDK1	protein_coding
ENST00000304886	2.2542978298373	5.73760675594822	105.141367631855	3.25037143898482e-05	0.00844539746213039	ENSG00000132639	SNAP25	protein_coding
ENST00000391997	5.4343483809456	7.95168936534284	105.014227729697	3.40096315119422e-05	0.00844539746213039	ENSG00000116703	PDC	protein_coding
ENST00000592299	-3.45795986490349	4.42558212728864	103.180455763828	3.44210552029051e-05	0.00844539746213039	ENSG00000176170	SPHK1	protein_coding
ENST00000679935	6.78150332322643	4.40789314074924	105.570025032467	3.21033599566363e-05	0.00844539746213039	ENSG00000134183	GNAT2	protein_coding
ENST00000290341	-1.4344666491827	7.10887348226493	101.193877755275	3.65176670100424e-05	0.00845779257528719	ENSG00000159217	IGF2BP1	protein_coding
ENST00000537971	2.08385753918775	5.11271390843673	101.782517336121	3.58793607690899e-05	0.00845779257528719	ENSG00000011105	TSPAN9	protein_coding
ENST00000663894	7.90378873548432	4.74033238542845	278.773927792583	3.68487477535484e-05	0.00845779257528719	ENSG00000167460	TPM4	retained_intron
ENST00000248437	3.94461149060997	5.16906198914488	99.0496827994655	3.89727417225174e-05	0.0086088690925975	ENSG00000127824	TUBA4A	protein_coding
ENST00000373316	1.85606802532566	10.1984057236316	98.0152617655518	4.02347335601436e-05	0.0086088690925975	ENSG00000102144	PGK1	protein_coding
ENST00000401558	-1.11951911024167	6.53263281798382	98.3695166762889	3.97965873592064e-05	0.0086088690925975	ENSG00000082898	XPO1	protein_coding
ENST00000687481	2.81415417476552	4.6701348598195	99.4483603634853	3.85002277069456e-05	0.0086088690925975	ENSG00000169032	MAP2K1	retained_intron
ENST00000642920	-2.13719203115882	4.94444383408832	97.1241847051486	4.13651553307543e-05	0.0087032286815907	ENSG00000095777	MYO3A	protein_coding
ENST00000232375	2.63681040301966	6.23731925156299	90.5300337273508	5.11765730611963e-05	0.00923442062570068	ENSG00000114268	PFKFB4	protein_coding
ENST00000263274	-1.65388879100485	5.31578052313739	91.9060490977757	4.88955455295664e-05	0.00923442062570068	ENSG00000105486	LIG1	protein_coding
ENST00000319080	2.5795618566846	5.22673974874412	91.6133832758415	4.93693573769798e-05	0.00923442062570068	ENSG00000175727	MLXIP	protein_coding
ENST00000325495	-1.00142296505842	7.07455573006468	90.5135101244793	5.12048038497344e-05	0.00923442062570068	ENSG00000099783	HNRNPM	protein_coding
ENST00000331380	-1.91804224350849	5.12868960938748	93.0167943520753	4.71506459627932e-05	0.00923442062570068	ENSG00000184260	H2AC20	protein_coding
ENST00000361981	1.39291481750788	5.7423266984969	91.9032817034652	4.88999978087207e-05	0.00923442062570068	ENSG00000198910	L1CAM	protein_coding
ENST00000396290	-2.01683125047415	7.01226950893569	90.5908476155754	5.10728474316995e-05	0.00923442062570068	ENSG00000115738	ID2	protein_coding
ENST00000621411	-2.24789399320726	4.82628001029254	91.3453885093131	4.98085243288002e-05	0.00923442062570068	ENSG00000286522	H3C2	protein_coding
ENST00000676506	-4.25685894388131	4.42769591711423	92.9587761537959	4.72397475553962e-05	0.00923442062570068	ENSG00000173692	PSMD1	retained_intron
ENST00000682865	9.44362514724185	6.82032435507529	138.614846499658	4.83142211131145e-05	0.00923442062570068	ENSG00000118785	SPP1	retained_intron
ENST00000323274	-1.51648750978915	7.56895486766855	89.7523055846034	5.25277847130937e-05	0.0093395880875788	ENSG00000176890	TYMS	protein_coding
ENST00000367549	-1.1985088602407	7.93235717806468	89.2538250365957	5.3418523714972e-05	0.00936604782469176	ENSG00000135829	DHX9	protein_coding
ENST00000366527	1.28263532863301	7.20207290132387	88.6889234343279	5.44520580546254e-05	0.00941647645043276	ENSG00000153187	HNRNPU	retained_intron
ENST00000251296	4.08593860818255	4.73480413718994	86.7736847659265	5.81576014664968e-05	0.00944540328572918	ENSG00000117154	IGSF21	protein_coding
ENST00000263233	1.81933442254373	6.30088658151633	87.4529360606461	5.68065994217215e-05	0.00944540328572918	ENSG00000102003	SYP	protein_coding
ENST00000353341	-1.00920069938478	7.68311684007064	86.3078415604613	5.91085915377539e-05	0.00944540328572918	ENSG00000138668	HNRNPD	protein_coding
ENST00000370767	-2.07513310018102	5.93438339538632	86.681253997101	5.83446883334124e-05	0.00944540328572918	ENSG00000162613	FUBP1	protein_coding
ENST00000374176	6.61234190918209	4.48076410127836	86.4983202203186	5.87172939221039e-05	0.00944540328572918	ENSG00000107643	MAPK8	protein_coding
ENST00000511277	5.40841913160614	7.24857799812252	88.3693836859285	5.7208757609346e-05	0.00944540328572918	ENSG00000167083	GNGT2	protein_coding
ENST00000366553	-1.42442120275746	5.2247560446813	85.2566469207661	6.1330723901391e-05	0.00967798823163949	ENSG00000203668	CHML	protein_coding
ENST00000264552	-1.79953001512513	6.67964346009024	84.7320619691324	6.24807033745822e-05	0.00967913090224675	ENSG00000108106	UBE2S	protein_coding
ENST00000373008	2.11874182158808	7.20853416814205	84.5567066793075	6.28714142889919e-05	0.00967913090224675	ENSG00000122884	P4HA1	protein_coding
ENST00000265643	-2.44297711258411	6.12141122002354	81.3912954434361	7.08359128179097e-05	0.00968586374760032	ENSG00000069482	GAL	protein_coding
ENST00000320027	-1.2864280427907	6.52438895839883	81.2030911055441	7.10017535857763e-05	0.00968586374760032	ENSG00000120694	HSPH1	protein_coding
ENST00000330055	3.91567491110463	4.96871377172889	83.2112336610011	6.59785897358621e-05	0.00968586374760032	ENSG00000184160	ADRA2C	protein_coding
ENST00000368653	-3.69819586005914	4.56372723485038	80.1449048056526	7.38514111393806e-05	0.00968586374760032	ENSG00000148773	MKI67	protein_coding
ENST00000369907	-2.78075155022797	4.666001187626	79.9510675712862	7.4389582879902e-05	0.00968586374760032	ENSG00000134222	PSRC1	protein_coding
ENST00000380607	2.94371278192742	4.7301834292968	80.6736024548575	7.24092605450745e-05	0.00968586374760032	ENSG00000107295	SH3GL2	protein_coding
ENST00000392492	3.19456365737241	4.86023715824917	79.9387280315813	7.44240164383105e-05	0.00968586374760032	ENSG00000129673	AANAT	protein_coding
ENST00000395047	-1.85766999220949	6.02909899242792	82.9809386178139	6.6530479478384e-05	0.00968586374760032	ENSG00000213585	VDAC1	protein_coding
ENST00000403681	-2.12201513673699	5.70734145649073	81.6247883917004	6.990635601007e-05	0.00968586374760032	ENSG00000149948	HMGA2	protein_coding
ENST00000407796	-2.17632034802513	5.63330422373612	79.9505467893249	7.43910357025905e-05	0.00968586374760032	ENSG00000142208	AKT1	protein_coding
ENST00000419900	-1.88420844139344	4.92414202076223	80.1908693022205	7.37245445342937e-05	0.00968586374760032	ENSG00000119969	HELLS	protein_coding
ENST00000492135	-2.41080608077544	4.94965409645857	84.1234936776979	6.3850495987212e-05	0.00968586374760032	ENSG00000101361	NOP56	protein_coding_CDS_not_defined
ENST00000612439	1.75261091879102	5.76507845322386	83.5122990808362	6.52661241814049e-05	0.00968586374760032	ENSG00000163618	CADPS	protein_coding
ENST00000616552	-1.91608807057543	6.08400051276246	81.0892784767738	7.13012459397585e-05	0.00968586374760032	ENSG00000112118	MCM3	protein_coding
ENST00000652472	4.04432161931285	4.86717633332757	81.4556466751514	7.034303600968e-05	0.00968586374760032	ENSG00000144810	COL8A1	protein_coding
ENST00000356924	1.15310765945329	5.81268759221207	78.8648329435034	7.75025898553507e-05	0.00998359892177497	ENSG00000119688	ABCD4	protein_coding
ENST00000263923	2.55689757443797	6.19988897227655	78.413248837506	7.88470549853278e-05	0.0100541941629776	ENSG00000128052	KDR	protein_coding
ENST00000379270	1.5549810659201	7.58114984076806	77.2237095449269	8.2538110629942e-05	0.0104196110859239	ENSG00000130066	SAT1	protein_coding
ENST00000252506	2.45830890964891	6.70215435076788	76.2162860041954	8.58432650118876e-05	0.0105435534899886	ENSG00000130222	GADD45G	protein_coding
ENST00000254108	-2.0642049239958	7.06227143770552	76.2207505166794	8.58282383284569e-05	0.0105435534899886	ENSG00000089280	FUS	protein_coding
ENST00000338368	-1.55974746080921	6.00282668785096	76.1622221485866	8.60255077209142e-05	0.0105435534899886	ENSG00000253729	PRKDC	protein_coding
ENST00000469381	1.8328117721169	6.37947076218151	75.147923141203	8.95406903804117e-05	0.0106637893902105	ENSG00000131149	GSE1	retained_intron
ENST00000593829	-1.09261757404533	7.62234614925878	75.2252198862663	8.9266248026961e-05	0.0106637893902105	ENSG00000130520	LSM4	protein_coding
ENST00000651564	-3.22335253870048	6.04315299295629	76.2066610075838	8.90129132681125e-05	0.0106637893902105	ENSG00000160111	CPAMD8	protein_coding
ENST00000242315	4.85117807020965	5.37287714451208	74.5892438701896	9.15575707376886e-05	0.0108020819905849	ENSG00000122733	PHF24	protein_coding
BambuTx118	2.53700006349262	5.62259018922168	73.3728125939828	9.61596251980956e-05	0.0108329613323309	NA	NA	NA
ENST00000295746	-1.34190005511731	5.66109111093102	73.6835940572313	9.49555234045824e-05	0.0108329613323309	ENSG00000163507	CIP2A	protein_coding
ENST00000366718	4.73487316798798	5.9988948414271	74.3585922592528	9.38002961485001e-05	0.0108329613323309	ENSG00000143774	GUK1	protein_coding_CDS_not_defined
ENST00000493224	1.96483253900021	6.80789531848165	73.5127501334619	9.56149823765902e-05	0.0108329613323309	ENSG00000177954	RPS27	retained_intron
ENST00000552864	2.00769314947874	5.45654089929447	73.8984688673028	9.41345500271843e-05	0.0108329613323309	ENSG00000111052	LIN7A	protein_coding
ENST00000563060	1.73511311317897	7.49421860366041	73.167007006089	9.69680474139249e-05	0.0108329613323309	ENSG00000149925	ALDOA	protein_coding
ENST00000396595	2.19904571968466	6.18172668543779	71.9723871100506	0.000101841103274793	0.0110831214460429	ENSG00000064042	LIMCH1	protein_coding
ENST00000610745	-2.07637082148155	8.47838958067351	72.3861517903008	0.00010011766333655	0.0110831214460429	ENSG00000138061	CYP1B1	protein_coding
ENST00000706566	-1.78535349636731	4.836013442655	72.1665400262951	0.000101027598141967	0.0110831214460429	ENSG00000198056	PRIM1	nonsense_mediated_decay
ENST00000232458	-1.17241561198491	5.86130394703178	70.5657531774669	0.000107999426504588	0.0110956143111055	ENSG00000114346	ECT2	protein_coding
ENST00000257177	4.96077762893799	5.9685638433487	71.3707519573378	0.00010810840940003	0.0110956143111055	ENSG00000134744	TUT4	protein_coding
ENST00000307959	4.90330899653507	6.46872649257838	70.5795754569189	0.000107936567998886	0.0110956143111055	ENSG00000120500	ARR3	protein_coding
ENST00000345330	2.96429034545453	4.77325315057967	70.9403027396158	0.000106312950780333	0.0110956143111055	ENSG00000156642	NPTN	protein_coding
