isoform_id	logFC	logCPM	F	PValue	FDR	gene_id	gene_name	transcript_biotype
ENST00000471152	-7.34032079002439	6.99258018707192	771.681808701101	6.26501078177213e-08	0.000790894961090914	ENSG00000234851	RPL23AP42	processed_pseudogene
ENST00000216392	3.2718879178766	5.79138683060303	314.596811920365	1.07810505915813e-06	0.00220667839318833	ENSG00000100504	PYGL	protein_coding
ENST00000221485	5.22906020493008	6.46731149297496	213.640224358962	3.63409026354426e-06	0.00220667839318833	ENSG00000104888	SLC17A7	protein_coding
ENST00000252486	2.66395789350051	7.79862583206094	251.166626414304	2.18906442465579e-06	0.00220667839318833	ENSG00000130203	APOE	protein_coding
ENST00000266395	9.07596771375454	8.95099518543885	267.714095782173	1.90102120785129e-06	0.00220667839318833	ENSG00000139053	PDE6H	protein_coding
ENST00000290341	-2.97128714858723	7.10887348226493	271.335889447579	1.7175121677958e-06	0.00220667839318833	ENSG00000159217	IGF2BP1	protein_coding
ENST00000299162	-5.04403964397616	6.25258444188955	292.306435848644	1.35893192309068e-06	0.00220667839318833	ENSG00000139445	FOXN4	protein_coding
ENST00000307959	8.24251837121668	6.46872649257838	311.179160776521	1.11586782558064e-06	0.00220667839318833	ENSG00000120500	ARR3	protein_coding
ENST00000323274	-2.89150367868076	7.56895486766855	214.598181793497	3.58361360560739e-06	0.00220667839318833	ENSG00000176890	TYMS	protein_coding
ENST00000354190	8.25031504242132	5.48347829497926	293.598164853269	1.34019913762407e-06	0.00220667839318833	ENSG00000021300	PLEKHB1	protein_coding
ENST00000359611	-5.77696045836312	5.58513683053234	212.954334794553	3.67080531186271e-06	0.00220667839318833	ENSG00000278677	H2AC17	protein_coding
ENST00000372067	4.15516043550516	6.85129598912257	288.384301424336	1.41795798625393e-06	0.00220667839318833	ENSG00000112715	VEGFA	protein_coding
ENST00000378823	-2.39668412954976	5.93381668359823	253.997432449945	2.1134006382561e-06	0.00220667839318833	ENSG00000113522	RAD50	protein_coding
ENST00000392492	4.98078881809221	4.86023715824917	246.679887177925	2.31643472335433e-06	0.00220667839318833	ENSG00000129673	AANAT	protein_coding
ENST00000408965	4.59901942605385	4.55484266510862	215.026524383905	3.56134087872137e-06	0.00220667839318833	ENSG00000221869	CEBPD	protein_coding
ENST00000411630	-2.21895271296555	6.83674188041408	304.556740646254	1.19412422893782e-06	0.00220667839318833	ENSG00000226950	DANCR	lncRNA
ENST00000579085	-7.15764969545085	8.29220931072967	228.531768929729	3.11351418871925e-06	0.00220667839318833	ENSG00000161960	EIF4A1	retained_intron
ENST00000613299	6.85696209901968	6.65141189991815	258.837632848492	1.99178789785161e-06	0.00220667839318833	ENSG00000105392	CRX	protein_coding
ENST00000615840	7.55088352360246	5.13216397682704	238.873406386256	2.56220925281201e-06	0.00220667839318833	ENSG00000102755	FLT1	protein_coding
ENST00000682330	4.40789882247487	4.82679701237283	230.332336789873	2.87184933970927e-06	0.00220667839318833	ENSG00000047617	ANO2	protein_coding
ENST00000702504	-2.91503893614526	7.01637777241	224.48888396548	3.1124622716104e-06	0.00220667839318833	ENSG00000290018		lncRNA
ENST00000229264	5.55771152989839	8.5050737256221	204.413311825639	4.40338104198614e-06	0.00223393916649966	ENSG00000111664	GNB3	protein_coding
ENST00000230381	9.90406483843907	7.38020698339105	183.433173812946	6.15921537178649e-06	0.00223393916649966	ENSG00000112619	PRPH2	protein_coding
ENST00000237853	-3.06133172456114	6.16053626106786	186.314347597722	5.57011875104018e-06	0.00223393916649966	ENSG00000118985	ELL2	protein_coding
ENST00000250111	2.20358049249319	8.46989894481989	174.354099576188	6.84724702542597e-06	0.00223393916649966	ENSG00000129244	ATP1B2	protein_coding
ENST00000263181	-2.8767240120607	4.85080841959834	163.211118603339	8.40569385661484e-06	0.00223393916649966	ENSG00000121621	KIF18A	protein_coding
ENST00000266674	-4.85183269632147	5.14043954013294	195.765372388393	4.77406458834531e-06	0.00223393916649966	ENSG00000139292	LGR5	protein_coding
ENST00000278833	6.95959548101079	6.78980436710995	198.813416207017	4.79965523536411e-06	0.00223393916649966	ENSG00000149489	ROM1	protein_coding
ENST00000282397	6.00467318570416	5.76256428429127	165.333492665938	8.07544321813964e-06	0.00223393916649966	ENSG00000102755	FLT1	protein_coding
ENST00000300278	4.26136296472693	6.89490243575534	159.810110426237	9.32815880161531e-06	0.00223393916649966	ENSG00000159140	SON	protein_coding
ENST00000304218	-1.98738149050004	8.56814100980287	189.015392397974	5.32589101809549e-06	0.00223393916649966	ENSG00000168298	H1-4	protein_coding
ENST00000307340	4.66732258121469	5.09029132696907	161.886702004958	8.6207956973951e-06	0.00223393916649966	ENSG00000042781	USH2A	protein_coding
ENST00000335765	4.46564204051834	8.73184619021767	161.794547249278	9.0754071154663e-06	0.00223393916649966	ENSG00000109103	UNC119	protein_coding
ENST00000345330	4.28575209076375	4.77325315057967	167.240667292598	7.79305174269839e-06	0.00223393916649966	ENSG00000156642	NPTN	protein_coding
ENST00000372950	-1.68039496254955	6.37213983137759	166.576900257999	7.8898429365231e-06	0.00223393916649966	ENSG00000213551	DNAJC9	protein_coding
ENST00000380715	3.51006231272334	6.11206798359116	168.044646789251	7.67788955487838e-06	0.00223393916649966	ENSG00000164985	PSIP1	protein_coding
ENST00000391997	7.00463338004292	7.95168936534284	163.143316810874	8.84613033862464e-06	0.00223393916649966	ENSG00000116703	PDC	protein_coding
ENST00000395321	5.56098623417091	5.04217143531554	159.090118397105	9.099279968757e-06	0.00223393916649966	ENSG00000109107	ALDOC	protein_coding
