gene_id	genes	logFC	logCPM	F	PValue	FDR
ENSG00000283782	ENSG00000283782.2	5.595779220748551	5.648382547018297	984.8855709693506	1.2273691292566216e-7	0.002745870215972914
ENSG00000168843	ENSG00000168843.14	5.248616993358986	6.606967554178622	726.8473642111857	2.9181146821359905e-7	0.003264203083437319
ENSG00000111664	ENSG00000111664.11	3.888244973097038	7.125009498230283	429.8105663554586	1.2987669745156686e-6	0.007434949231787491
ENSG00000108387	ENSG00000108387.16	2.98003666895347	6.678476592345621	426.2979213454866	1.3293311696383857e-6	0.007434949231787491
ENSG00000139053	ENSG00000139053.3	7.604978052280202	7.286648115221744	376.12130699477615	2.107581616324378e-6	0.007667231177977758
ENSG00000276368	ENSG00000276368.2	-5.050710195840011	4.740865242984991	364.4429048622768	2.1199497330658637e-6	0.007667231177977758
ENSG00000169085	ENSG00000169085.14	3.2426327144579132	6.636304006062498	346.04861309726203	2.399008503747734e-6	0.007667231177977758
ENSG00000113522	ENSG00000113522.14	-2.1733476365430078	5.9830499458359	303.1929922029646	3.4848529800189413e-6	0.008465158596678922
ENSG00000290147	ENSG00000290147.1	9.536558756757442	5.9250466234956525	307.56680165147316	3.6990096732911302e-6	0.008465158596678922
ENSG00000164318	ENSG00000164318.18	5.021245772724543	6.287663687246634	283.3057334105813	4.651886168124095e-6	0.008465158596678922
ENSG00000265203	ENSG00000265203.2	3.631474435517578	4.849142067896131	259.57549893496827	5.398066407210598e-6	0.008465158596678922
ENSG00000116703	ENSG00000116703.14	5.066617917181663	6.221586396276158	267.0764416653618	5.482923496036158e-6	0.008465158596678922
ENSG00000117154	ENSG00000117154.12	4.907064133567977	4.5335435376691064	250.99159894434024	5.933566133362362e-6	0.008465158596678922
ENSG00000090889	ENSG00000090889.12	-2.0761050993148236	5.248845530709645	249.43614536484552	6.03818616347491e-6	0.008465158596678922
ENSG00000132639	ENSG00000132639.15	2.5293441396091976	6.348370901915204	249.0627552185388	6.063670216813666e-6	0.008465158596678922
ENSG00000253554	ENSG00000253554.7	-4.602037348414284	8.238828883588448	251.29592840125753	6.495746160490957e-6	0.008465158596678922
ENSG00000162496	ENSG00000162496.9	4.604896477118786	6.436250124398876	242.94351898627065	7.135929133394047e-6	0.008465158596678922
ENSG00000148600	ENSG00000148600.15	4.101632537836983	5.372441307317916	241.52871544833633	7.139492961104327e-6	0.008465158596678922
ENSG00000105507	ENSG00000105507.3	3.8089928062599716	4.0829665512554065	231.76026659817268	7.423043453864038e-6	0.008465158596678922
ENSG00000178531	ENSG00000178531.6	-1.8603334473993653	6.777656430846135	220.8391802212169	8.499616491835169e-6	0.008465158596678922
ENSG00000124440	ENSG00000124440.16	1.918700230261701	6.343722188415752	219.98475421287353	8.592515504438062e-6	0.008465158596678922
ENSG00000274578	ENSG00000274578.1	6.234573995053177	5.563398220112885	221.79291728213335	9.189906548077325e-6	0.008465158596678922
ENSG00000117724	ENSG00000117724.15	-1.998422532891885	8.022282242525542	214.02971998229754	9.279627955623319e-6	0.008465158596678922
ENSG00000278677	ENSG00000278677.2	-3.7270393340157777	5.479507058040227	220.30967885585136	9.362587049264638e-6	0.008465158596678922
ENSG00000123307	ENSG00000123307.4	2.6072892061831086	5.804844558103193	210.8759420588097	9.673741140389412e-6	0.008465158596678922
ENSG00000176840	ENSG00000176840.14	2.949881073914121	5.365953443889201	209.61277624171612	9.837927923907205e-6	0.008465158596678922
ENSG00000151725	ENSG00000151725.12	-1.8393703344412513	5.868754812523605	206.69215639952452	1.0232213504014247e-5	0.008478336315252102
ENSG00000102104	ENSG00000102104.9	6.854945066498572	3.939078509779939	201.77847860966375	1.1164097353314954e-5	0.00892011378529865
ENSG00000067057	ENSG00000067057.19	2.650559218573867	7.5300965590270685	193.75313336025556	1.226090364275538e-5	0.009111085754987314
ENSG00000143171	ENSG00000143171.13	5.648546289927691	6.575987541301022	195.30570988973597	1.307189283245601e-5	0.009111085754987314
