gene_id	isoform_id	DTU_dIF	DTU_qval	Symbol	Disease_Category
ENSG00000007062	ENST00000540805.6	-0.10186666666666666	1.4174037214766707e-4	PROM1	c(""Cone or cone-rod dystrophy, autosomal dominant"", ""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal recessive"")
ENSG00000007062	ENST00000513448.5	-0.18786666666666668	0.00210529018345488	PROM1	c(""Cone or cone-rod dystrophy, autosomal dominant"", ""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal recessive"")
ENSG00000007062	ENST00000447510.7	-0.16426666666666667	9.442281958080954e-5	PROM1	c(""Cone or cone-rod dystrophy, autosomal dominant"", ""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal recessive"")
ENSG00000007062	ENST00000508167.5	0.40956666666666663	0.01280880703384411	PROM1	c(""Cone or cone-rod dystrophy, autosomal dominant"", ""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal recessive"")
ENSG00000042317	ENST00000553885.5	0.298	2.052126833045303e-5	SPATA7	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000044115	ENST00000302763.12	0.4105833333333333	2.6512732475218823e-8	CTNNA1	Macular degeneration, autosomal dominant
ENSG00000044115	ENST00000522792.1	-0.33026666666666665	7.527798081184026e-6	CTNNA1	Macular degeneration, autosomal dominant
ENSG00000072756	ENST00000251607.11	0.21113333333333337	0.02939679659047419	TRNT1	c(""Retinitis pigmentosa, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000074621	ENST00000339868.10	-0.30935	1.5845406459771927e-4	SLC24A1	Congenital stationary night blindness, autosomal recessive
ENSG00000100360	ENST00000433985.7	0.20048333333333335	0.01290644456612191	IFT27	Bardet-Biedl syndrome, autosomal recessive
ENSG00000100412	ENST00000216254.9	0.29043333333333343	0.00106036858460623	ACO2	c(""Optic atrophy, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000103494	ENST00000681587.1	-0.1155	1.2328311844763213e-5	RPGRIP1L	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000104237	ENST00000220676.2	-0.8104833333333333	1.4995015079533392e-7	RP1	c(""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000104237	ENST00000636932.1	0.75265	1.2787277687581764e-5	RP1	c(""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000105392	ENST00000613299.1	-0.16373333333333334	0.00576791602046932	CRX	c(""Cone or cone-rod dystrophy, autosomal dominant"", ""Leber congenital amaurosis, autosomal dominant"", ""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal dominant"")
ENSG00000105392	ENST00000221996.12	0.14128333333333343	0.04172078838684872	CRX	c(""Cone or cone-rod dystrophy, autosomal dominant"", ""Leber congenital amaurosis, autosomal dominant"", ""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal dominant"")
ENSG00000107736	ENST00000299366.11	0.14195	0.00185756483133014	CDH23	c(""Deafness alone or syndromic, autosomal recessive"", ""Usher syndrome, autosomal recessive"")
ENSG00000107736	ENST00000398788.4	-0.2490333333333333	0.01074770983526537	CDH23	c(""Deafness alone or syndromic, autosomal recessive"", ""Usher syndrome, autosomal recessive"")
ENSG00000109103	ENST00000470125.5	-0.13323333333333334	0.01928022833243596	UNC119	Cone or cone-rod dystrophy, autosomal dominant
ENSG00000112280	ENST00000683602.1	-0.26121666666666665	0.00913526485999456	COL9A1	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000115255	ENST00000233596.8	0.37345000000000006	5.038684429683028e-11	REEP6	Retinitis pigmentosa, autosomal recessive
ENSG00000115255	ENST00000395479.10	-0.3740833333333333	6.861190158299263e-11	REEP6	Retinitis pigmentosa, autosomal recessive
ENSG00000116688	ENST00000235329.10	0.27451666666666663	0.01723367825258881	MFN2	c(""Optic atrophy, autosomal dominant"", ""Syndromic/systemic diseases with retinopathy, autosomal dominant"")
ENSG00000134376	ENST00000367400.8	0.18694999999999995	0.03924585775681218	CRB1	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal dominant"")
ENSG00000135437	ENST00000257895.10	-0.5118	0.01156560130503373	RDH5	c(""Cone or cone-rod dystrophy, autosomal recessive"", ""Congenital stationary night blindness, autosomal recessive"")
ENSG00000136144	ENST00000378302.7	0.4259666666666667	2.036483839861439e-9	RCBTB1	c(""Other retinopathy, autosomal dominant"", ""Other retinopathy, autosomal recessive"")
ENSG00000136144	ENST00000258646.3	-0.4259666666666667	2.1865290395897082e-9	RCBTB1	c(""Other retinopathy, autosomal dominant"", ""Other retinopathy, autosomal recessive"")
ENSG00000138160	ENST00000676621.1	-0.26946666666666674	0.00245244494052681	KIF11	Syndromic/systemic diseases with retinopathy, autosomal dominant
ENSG00000138686	ENST00000264499.9	-0.33864999999999995	0.03937335962273931	BBS7	Bardet-Biedl syndrome, autosomal recessive
ENSG00000144028	ENST00000497539.5	-0.2740333333333333	0.01000782197514256	SNRNP200	Retinitis pigmentosa, autosomal dominant
ENSG00000144028	ENST00000323853.10	0.2788666666666667	0.00991318950937049	SNRNP200	Retinitis pigmentosa, autosomal dominant
ENSG00000151779	ENST00000700073.1	0.11723333333333331	1.0637364836983955e-4	NBAS	c(""Optic atrophy, autosomal recessive"", ""Other retinopathy, autosomal recessive"")
ENSG00000155755	ENST00000409444.6	0.12474999999999992	0.044929350324223	TMEM237	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000155755	ENST00000495329.1	-0.1605	7.476540196481512e-8	TMEM237	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000157796	ENST00000506503.1	0.15245	0.00250353743621909	WDR19	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000157796	ENST00000512588.5	-0.29445	0.01330853291865675	WDR19	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000165533	ENST00000380656.7	-0.1951	2.717812171696388e-5	TTC8	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000167995	ENST00000378043.9	-0.23853333333333332	0.01189818326411324	BEST1	c(""Macular degeneration, autosomal dominant"", ""Retinitis pigmentosa, autosomal dominant"", ""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal dominant"", ""Other retinopathy, autosomal recessive"")
ENSG00000173085	ENST00000647002.2	0.5657666666666665	0.03137458904012368	COQ2	c(""Retinitis pigmentosa, autosomal recessive"", ""Other retinopathy, autosomal recessive"")
ENSG00000176406	ENST00000436393.6	-0.33243333333333336	1.6887656453467282e-4	RIMS2	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000187535	ENST00000361339.9	-0.20026666666666668	5.033235151840856e-5	IFT140	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000187535	ENST00000426508.7	0.2790999999999999	0.00272007686596778	IFT140	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
