seq_id,aln_start,aln_end,env_start,env_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,score,evalue,significance,clan
ENST00000052569.10,282,359,280,360,PF00595.29,PDZ,Domain,3,80,81,62.0,6.2e-17,1,CL0466
ENST00000064778.8,1,244,1,244,PF14944.11,TCRP1,Family,1,235,235,398.9,1.2e-119,1,No_Clan
ENST00000072644.7,101,273,98,277,PF04893.22,Yip1,Domain,3,171,173,67.0,2.1e-18,1,CL0112
ENST00000160298.9,217,295,214,296,PF11971.13,CAMSAP_CH,Domain,4,84,85,98.9,1.3e-28,1,CL0188
ENST00000160298.9,589,642,585,643,PF17095.10,CAMSAP_CC1,Family,5,58,59,89.1,1.5e-25,1,No_Clan
ENST00000194900.8,52,148,46,148,PF10608.14,MAGUK_N_PEST,Domain,43,107,107,48.4,1.2e-12,1,No_Clan
ENST00000194900.8,150,232,149,233,PF00595.29,PDZ,Domain,2,80,81,66.9,1.8e-18,1,CL0466
ENST00000194900.8,245,327,244,328,PF00595.29,PDZ,Domain,2,80,81,72.7,2.8e-20,1,CL0466
ENST00000194900.8,329,403,329,403,PF10600.14,PDZ_assoc,Domain,1,68,68,100.2,8.1e-29,1,No_Clan
ENST00000194900.8,405,481,404,482,PF00595.29,PDZ,Domain,2,80,81,77.6,8.7e-22,1,CL0466
ENST00000194900.8,525,581,525,581,PF00018.33,SH3_1,Domain,1,48,48,30.9,1.8e-07,1,CL0010
ENST00000194900.8,659,835,658,836,PF00625.26,Guanylate_kin,Domain,2,181,182,222.0,5.6e-66,1,CL0023
ENST00000196169.7,1,72,1,72,PF08585.17,RMI1_N_C,Domain,76,146,146,63.9,1.6e-17,1,CL0021
ENST00000196169.7,195,232,195,239,PF22562.1,UBA_7,Domain,1,39,48,40.5,2.2e-10,1,CL0214
ENST00000196169.7,554,611,543,615,PF00567.29,TUDOR,Domain,50,106,121,40.9,2.3e-10,1,CL0010
ENST00000199389.11,63,141,62,142,PF22949.1,HRI2_3H,Domain,2,79,80,96.5,7.4e-28,1,No_Clan
ENST00000199389.11,168,239,167,244,PF00069.30,Pkinase,Domain,2,73,263,48.9,6.9e-13,1,CL0016
ENST00000199389.11,369,583,339,583,PF00069.30,Pkinase,Domain,64,263,263,107.2,1.1e-30,1,CL0016
ENST00000209884.5,59,164,58,165,PF00651.36,BTB,Domain,2,109,110,112.4,1.4e-32,1,CL0033
ENST00000209884.5,170,270,170,272,PF07707.20,BACK,Domain,1,101,103,129.4,5.9e-38,1,CL0033
ENST00000209884.5,316,352,311,352,PF01344.30,Kelch_1,Repeat,10,46,46,45.1,6.2e-12,1,CL0186
ENST00000209884.5,354,393,354,394,PF01344.30,Kelch_1,Repeat,1,40,46,60.8,7.6e-17,1,CL0186
ENST00000209884.5,403,447,402,447,PF01344.30,Kelch_1,Repeat,2,46,46,54.1,9.4e-15,1,CL0186
ENST00000209884.5,449,494,449,494,PF01344.30,Kelch_1,Repeat,1,46,46,53.9,1.1e-14,1,CL0186
ENST00000209884.5,496,540,496,541,PF01344.30,Kelch_1,Repeat,1,45,46,50.3,1.4e-13,1,CL0186
ENST00000209884.5,543,587,543,588,PF01344.30,Kelch_1,Repeat,1,45,46,49.8,2.1e-13,1,CL0186
ENST00000215909.10,10,134,5,134,PF00337.28,Gal-bind_lectin,Domain,8,132,132,112.3,1.3e-32,1,CL0004
ENST00000216602.10,40,100,40,104,PF01363.26,FYVE,Domain,1,62,67,56.4,2.9e-15,1,CL0229
ENST00000216602.10,108,177,108,185,PF16696.10,ZFYVE21_C,Domain,1,72,128,103.4,8.6e-30,1,CL0266
ENST00000216602.10,192,251,178,251,PF16696.10,ZFYVE21_C,Domain,69,128,128,73.3,1.8e-20,1,CL0266
ENST00000217121.9,41,121,41,122,PF04201.20,TPD52,Family,1,81,108,115.1,2.1e-33,1,No_Clan
ENST00000217121.9,119,191,115,191,PF04201.20,TPD52,Family,59,108,108,68.0,9.2e-19,1,No_Clan
ENST00000218789.9,11,63,10,63,PF07653.22,SH3_2,Domain,2,55,55,65.5,3.1e-18,1,CL0010
ENST00000218789.9,97,270,97,271,PF00621.25,RhoGEF,Domain,1,179,180,126.4,1.6e-36,1,No_Clan
ENST00000218789.9,312,399,302,400,PF00169.34,PH,Domain,11,104,105,43.8,3.7e-11,1,CL0266
ENST00000218789.9,460,550,459,550,PF16614.10,RhoGEF67_u2,Disordered,2,99,99,162.0,4.3e-48,1,No_Clan
ENST00000218789.9,621,704,620,704,PF16523.10,betaPIX_CC,Coiled-coil,2,85,85,146.4,2.1e-43,1,No_Clan
ENST00000222673.6,48,86,47,87,PF16078.10,2-oxogl_dehyd_N,Family,2,40,41,62.1,3.2e-17,1,No_Clan
ENST00000222673.6,257,581,256,582,PF00676.25,E1_dh,Family,2,299,300,311.4,5.8e-93,1,CL0254
ENST00000222673.6,650,864,649,866,PF02779.29,Transket_pyr,Domain,2,173,174,159.3,8.2e-47,1,CL0254
ENST00000222673.6,869,1000,869,1000,PF16870.10,OxoGdeHyase_C,Family,1,137,151,172.5,5.5e-51,1,CL0591
ENST00000222690.10,7,93,4,94,PF00125.29,Histone,Domain,35,121,122,69.8,2.9e-19,1,CL0012
ENST00000222812.8,32,227,32,227,PF00804.30,Syntaxin,Domain,1,199,199,197.7,1.9e-58,1,CL0445
ENST00000222812.8,228,279,228,280,PF05739.24,SNARE,Family,1,52,53,77.1,9.3e-22,1,No_Clan
ENST00000223215.10,71,321,70,321,PF00561.25,Abhydrolase_1,Domain,2,245,245,71.8,8.2e-20,1,CL0028
ENST00000224784.10,6,377,4,377,PF00022.24,Actin,Family,3,410,410,492.0,1.3e-147,1,CL0108
ENST00000225394.8,5,118,1,120,PF01412.23,ArfGap,Domain,10,115,117,88.0,5.6e-25,1,No_Clan
ENST00000225394.8,137,226,137,229,PF12796.12,Ank_2,Repeat,1,86,90,45.2,1.3e-11,1,CL0465
ENST00000225394.8,264,292,264,292,PF08518.16,GIT_SHD,Family,1,29,29,48.6,5.3e-13,1,No_Clan
ENST00000225394.8,328,356,328,356,PF08518.16,GIT_SHD,Family,1,29,29,40.8,1.5e-10,1,No_Clan
ENST00000225394.8,409,473,409,474,PF16559.10,GIT_CC,Coiled-coil,1,65,66,105.8,8e-31,1,No_Clan
ENST00000225394.8,643,755,642,756,PF12205.13,GIT1_C,Domain,2,109,110,112.3,1.6e-32,1,No_Clan
ENST00000225792.10,118,288,118,289,PF00270.34,DEAD,Domain,1,166,167,161.3,2e-47,1,CL0023
ENST00000225792.10,328,435,324,436,PF00271.36,Helicase_C,Domain,2,109,110,113.6,6.2e-33,1,CL0023
ENST00000225792.10,498,532,498,532,PF08061.16,P68HR,Repeat,1,35,35,51.6,8.8e-14,1,No_Clan
ENST00000225792.10,551,583,551,583,PF08061.16,P68HR,Repeat,1,35,35,37.8,1.8e-09,1,No_Clan
ENST00000226328.8,103,225,103,226,PF02759.24,RUN,Family,1,130,131,145.1,1.5e-42,1,No_Clan
ENST00000229238.5,39,126,38,126,PF10244.14,MRP-L51,Family,2,93,93,132.0,7.6e-39,1,No_Clan
ENST00000229266.8,60,213,60,222,PF01066.26,CDP-OH_P_transf,Family,1,144,152,48.8,1.2e-12,1,No_Clan
ENST00000229758.8,257,288,256,292,PF00646.38,F-box,Domain,7,38,43,23.9,3.4e-05,1,CL0271
ENST00000229758.8,373,420,373,424,PF22191.1,IBR_1,Domain,1,46,47,32.2,8.6e-08,1,CL0229
ENST00000229854.12,124,254,120,255,PF17207.8,MCM_OB,Domain,3,125,126,116.6,7e-34,1,CL0021
ENST00000229854.12,292,515,290,515,PF00493.28,MCM,Domain,3,224,224,321.2,2.9e-96,1,CL0023
ENST00000229854.12,577,660,576,663,PF17855.6,MCM_lid,Domain,2,84,87,77.1,1.3e-21,1,CL0671
ENST00000230901.9,793,871,789,872,PF00439.30,Bromodomain,Domain,5,83,84,81.5,4e-23,1,No_Clan
ENST00000233121.7,17,118,14,120,PF00307.36,CH,Domain,4,107,109,56.8,2.6e-15,1,CL0188
ENST00000233121.7,219,257,219,257,PF03271.22,EB1,Family,1,41,41,62.2,5.2e-17,1,No_Clan
ENST00000233505.12,14,70,2,71,PF00125.29,Histone,Domain,6,61,122,29.2,1.1e-06,1,CL0012
ENST00000233505.12,71,107,70,107,PF00125.29,Histone,Domain,86,122,122,49.3,6.5e-13,1,CL0012
ENST00000233557.7,83,325,79,327,PF00069.30,Pkinase,Domain,16,261,263,85.0,6.3e-24,1,CL0016
ENST00000236040.8,584,676,575,677,PF13640.11,2OG-FeII_Oxy_3,Domain,12,97,98,44.2,3.4e-11,1,CL0029
ENST00000237305.12,98,355,98,355,PF00069.30,Pkinase,Domain,1,263,263,243.0,4.1e-72,1,CL0016
ENST00000237305.12,376,423,376,423,PF00433.29,Pkinase_C,Family,1,44,44,38.4,1.9e-09,1,No_Clan
ENST00000238856.8,700,768,698,770,PF15045.11,Clathrin_bdg,Family,3,78,80,80.9,5.9e-23,1,No_Clan
ENST00000240139.10,80,279,79,281,PF00149.33,Metallophos,Domain,2,189,191,146.2,1.9e-42,1,CL0163
ENST00000241001.13,4,128,4,128,PF00292.23,PAX,Domain,1,125,125,242.9,6.1e-73,1,CL0123
ENST00000241001.13,212,267,211,267,PF00046.34,Homeodomain,Domain,2,57,57,80.4,7.6e-23,1,CL0123
ENST00000242285.11,26,246,18,248,PF01086.22,Clathrin_lg_ch,Family,17,220,222,164.9,3e-48,1,No_Clan
ENST00000244763.9,80,260,46,260,PF03896.21,TRAP_alpha,Family,11,180,180,120.6,5e-35,1,No_Clan
ENST00000244815.9,23,296,23,329,PF09738.14,LRRFIP,Family,1,247,300,270.8,1.7e-80,1,No_Clan
ENST00000245865.10,11,222,11,233,PF00069.30,Pkinase,Domain,1,201,263,101.2,7.6e-29,1,CL0016
ENST00000245925.8,22,92,22,93,PF03451.19,HELP,Repeat,1,71,72,106.3,6.7e-31,1,CL0186
ENST00000245925.8,98,123,95,130,PF00400.37,WD40,Repeat,4,29,39,13.1,0.13,1,CL0186
ENST00000245925.8,288,321,285,322,PF00400.37,WD40,Repeat,5,38,39,16.0,0.016,1,CL0186
ENST00000245925.8,374,405,368,405,PF00400.37,WD40,Repeat,8,39,39,17.5,0.0056,1,CL0186
ENST00000245925.8,459,487,452,488,PF00400.37,WD40,Repeat,9,38,39,21.7,0.00026,1,CL0186
ENST00000245925.8,499,534,496,534,PF00400.37,WD40,Repeat,4,39,39,16.4,0.012,1,CL0186
ENST00000245925.8,611,646,608,647,PF00400.37,WD40,Repeat,4,38,39,16.2,0.014,1,CL0186
ENST00000245960.10,113,383,113,383,PF06617.18,M-inducer_phosp,Family,1,274,274,364.4,3.7e-109,1,No_Clan
ENST00000245960.10,434,529,424,531,PF00581.25,Rhodanese,Domain,13,99,102,43.8,3.3e-11,1,CL0031
ENST00000246024.7,52,135,38,137,PF00085.25,Thioredoxin,Domain,18,101,103,44.5,1.5e-11,1,CL0172
ENST00000247933.9,30,525,30,525,PF01229.22,Glyco_hydro_39,Family,1,472,472,633.9,1.9e-190,1,CL0036
ENST00000247933.9,552,640,552,640,PF21200.2,Glyco_hydro_39_C,Domain,1,89,89,145.4,6.1e-43,1,CL0159
ENST00000249299.7,5,71,3,72,PF01423.27,LSM,Domain,3,65,66,72.6,1.9e-20,1,CL0010
ENST00000249837.7,3,116,3,117,PF12624.12,Chorein_N,Domain,1,115,116,128.4,1.5e-37,1,CL0760
ENST00000249837.7,139,370,139,371,PF16908.10,VPS13_ext_chorein,Repeat,1,233,234,248.5,8.3e-74,1,CL0760
ENST00000249837.7,569,790,569,790,PF16910.10,VPS13_mid_rpt,Repeat,1,237,237,235.6,5.6e-70,1,CL0760
ENST00000251472.9,61,336,61,337,PF08926.16,DUF1908,Domain,1,280,281,499.6,2.2e-150,1,No_Clan
ENST00000251472.9,376,647,374,647,PF00069.30,Pkinase,Domain,3,263,263,204.2,2.9e-60,1,CL0016
ENST00000251507.8,136,252,133,258,PF00640.28,PID,Domain,5,135,140,21.8,0.00018,1,CL0266
ENST00000251507.8,290,421,290,421,PF12473.13,DUF3694,Family,1,149,149,107.0,1.1e-30,1,No_Clan
ENST00000251507.8,542,744,541,744,PF00566.24,RabGAP-TBC,Family,2,216,216,214.6,1.6e-63,1,CL0816
ENST00000251822.7,16,207,16,209,PF00071.27,Ras,Domain,1,160,162,77.4,1e-21,1,CL0023
ENST00000251822.7,264,299,257,306,PF00651.36,BTB,Domain,9,44,110,20.8,0.0004,1,CL0033
ENST00000251822.7,385,469,380,472,PF00651.36,BTB,Domain,29,107,110,22.5,0.00012,1,CL0033
