#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000379370.7	7326	2046	0.37862	6.018078422546386	1	1	coding
ENST00000620552.4	7394	2069	0.37862	6.00523281097412	1	1	coding
transcript3240.chr1.nnic	1310	100	0.3353	10.57076816558838	1	0.133306	noncoding
ENST00000349431.11	2260	260	0.36346999999999996	8.59513454437256	1	0.9982	coding
ENST00000347370.6	2387	208	0.38416999999999996	7.010998725891112	1	0.994958	coding
transcript5557.chr1.nnic	1236	290	0.37662999999999996	9.758659934997556	1	0.999394	coding
transcript5274.chr1.nnic	2078	260	0.37566999999999995	8.59513454437256	1	0.998898	coding
transcript6069.chr1.nic	2735	174	0.29564	8.790215873718264	1	0.58554	coding
ENST00000400929.6	1057	208	0.4469099999999999	7.010998725891112	1	0.998871	coding
transcript9315.chr1.nic	2096	98	0.30408999999999997	9.331685829162598	1	0.0926508	noncoding
transcript8291.chr1.nnic	559	112	0.30601	11.999967765808105	1	0.0940443	noncoding
ENST00000355826.10	3206	1000	0.39111	8.719107246398927	1	1	coding
transcript10232.chr1.nic	1096	55	0.29208	6.707308006286621	1	0.0210796	noncoding
transcript8299.chr1.nnic	633	47	0.27916	7.776192665100098	1	0.0150147	noncoding
transcript10235.chr1.nic	3154	122	0.26902000000000004	5.10228862762451	1	0.579065	coding
transcript3458.chr1.nic	3394	970	0.38538	8.38735294342041	1	1	coding
transcript3465.chr1.nic	3352	956	0.39526	8.312827491760256	1	1	coding
transcript3490.chr1.nnic	3405	408	0.38184999999999997	8.75205059051514	1	0.999999	coding
transcript3506.chr1.nic	4348	600	0.39172999999999997	8.176670265197757	1	1	coding
ENST00000378712.5	2890	754	0.39576	7.41046314239502	1	1	coding
ENST00000378567.8	2385	593	0.44007	5.48583812713623	1	1	coding
ENST00000400921.6	2294	410	0.44778	4.64581470489502	1	1	coding
transcript16348.chr1.nnic	1647	112	0.32104	11.666601753234861	1	0.123818	noncoding
transcript17527.chr1.nic	611	66	0.3521	11.999967765808105	1	0.0425633	noncoding
transcript16766.chr1.nnic	907	51	0.36275999999999997	8.739930534362792	1	0.0220274	noncoding
ENST00000303635.12	8314	1674	0.44236000000000003	7.294000053405762	1	1	coding
ENST00000473578.5	567	81	0.39752	9.46100940704346	1	0.139424	noncoding
transcript19585.chr1.nic	1364	73	0.30091	7.646458625793457	1	0.0381409	noncoding
transcript19589.chr1.nic	5887	105	0.27403	8.595005607604982	1	0.0988307	noncoding
transcript19171.chr1.nnic	397	93	0.40090000000000003	10.004477882385256	1	0.242664	noncoding
transcript28276.chr1.nnic	929	49	0.36154	11.397961997985842	1	0.0301219	noncoding
transcript24666.chr1.nnic	5315	1045	0.45458	6.788587760925293	1	1	coding
transcript24670.chr1.nnic	5252	1016	0.45732999999999996	6.8543504714965815	1	1	coding
transcript24653.chr1.nnic	4773	1045	0.46749999999999997	6.788587760925293	1	1	coding
ENST00000698713.1	5307	1045	0.45732999999999996	6.788587760925293	1	1	coding
ENST00000698716.1	3804	1041	0.41872	6.788587760925293	1	1	coding
transcript25233.chr1.nic	2064	304	0.33716	6.035584831237792	1	0.999947	coding
ENST00000377093.9	7800	1154	0.39339	8.660956764221194	1	1	coding
ENST00000676179.1	10855	1817	0.41107000000000005	5.418768119812011	1	1	coding
ENST00000337132.10	2018	264	0.34604	8.486827659606934	1	0.997168	coding
transcript45126.chr1.nnic	2135	195	0.32108000000000003	5.7828218460083	1	0.976219	coding
transcript45496.chr1.nic	4654	173	0.27426	6.135735130310058	1	0.836808	coding
ENST00000443980.6	1929	274	0.37605999999999995	8.476190376281739	1	0.999508	coding
transcript49529.chr1.nnic	5509	686	0.44752	5.411038017272949	1	1	coding
transcript49553.chr1.nic	4765	1241	0.42598	5.439571189880371	1	1	coding
ENST00000361221.8	4625	1280	0.43702	5.621455955505371	1	1	coding
ENST00000375415.5	4035	1241	0.46976	5.439571189880371	1	1	coding
transcript53799.chr1.nnic	1098	50	0.31228	9.613348197937015	1	0.020575	noncoding
ENST00000264198.5	2428	353	0.36821	8.46020221710205	1	0.999987	coding
transcript53773.chr1.nic	3103	166	0.313	8.833409690856932	1	0.605779	coding
ENST00000344548.8	2297	192	0.35272000000000003	6.156765556335448	1	0.98305	coding
