gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	ensembl_gene_name	neg_log_10_q
ENSG00000018189	isoComp_00002576	geneComp_00000478	ENST00000226328.8	FT	RGC	RUFY3	NA	NA	147.21767	107.56401000000001	186.87133	2.444370000000006	17.004549999999995	0.7967928834886251	NA	77.51216	18.086815	136.937505	2.786655	20.229454999999994	2.919815268733213	NA	0.448925	0.16885	0.7290000000000001	0.5601500000000001	1.4354007993930245e-9	1.4354007993930245e-9	RUFY3	8.843026816239496
ENSG00000023892	isoComp_00002914	geneComp_00000534	ENST00000468102.2	FT	RGC	DEF6	NA	NA	2.06726	2.04106	2.09346	0.4712400000000001	0.8707999999999998	0.03639468783041925	NA	0.8044775000000001	0.273415	1.33554	0.03771500000000001	0.5515399999999999	2.2471972584719824	NA	0.387925	0.13695000000000002	0.6389	0.50195	0.017918195610102206	0.002830277816348148	DEF6	1.7467057265952772
ENSG00000023892	isoComp_00002912	geneComp_00000534	ENST00000316637.7	FT	RGC	DEF6	NA	NA	2.06726	2.04106	2.09346	0.4712400000000001	0.8707999999999998	0.03639468783041925	NA	0.8993424999999999	1.5522049999999998	0.24648	0.21808499999999997	0.12743	-2.6066655475172817	NA	0.4445	0.77725	0.11174999999999999	-0.6655	0.002830277816348148	0.002830277816348148	DEF6	2.5481709326081603
ENSG00000030110	isoComp_00003205	geneComp_00000581	ENST00000442998.6	FT	RGC	BAK1	NA	NA	4.4154175	5.482279999999999	3.3485549999999997	0.19323999999999986	2.0311049999999997	-0.7095645220802637	NA	1.5005175	0.072765	2.92827	0.072765	1.6108199999999997	5.149802358233355	NA	0.46735	0.0128	0.9218999999999999	0.9090999999999999	1.7635284822452302e-7	1.407764421225672e-7	BAK1	6.753617521773614
ENSG00000030110	isoComp_00003204	geneComp_00000581	ENST00000374467.4	FT	RGC	BAK1	NA	NA	4.4154175	5.482279999999999	3.3485549999999997	0.19323999999999986	2.0311049999999997	-0.7095645220802637	NA	2.9149	5.409515	0.420285	0.12047499999999989	0.420285	-3.6547992955146404	NA	0.5326500000000001	0.9872000000000001	0.0781	-0.9091	1.407764421225672e-7	1.407764421225672e-7	BAK1	6.851470015024672
ENSG00000034053	isoComp_00003398	geneComp_00000605	BambuTx405	FT	RGC	APBA2	NA	NA	3.6462075	3.777515	3.5149	0.20741500000000013	1.5387199999999994	-0.10366927280600326	NA	1.571815	3.0225049999999998	0.121125	0.07147500000000018	0.12112499999999998	-4.531495346150888	NA	0.412725	0.8015	0.02395	-0.77755	2.498603194409371e-7	2.498603194409371e-7	APBA2	6.602302709124314
ENSG00000034053	isoComp_00003401	geneComp_00000605	ENST00000683413.1	FT	RGC	APBA2	NA	NA	3.6462075	3.777515	3.5149	0.20741500000000013	1.5387199999999994	-0.10366927280600326	NA	1.9610999999999998	0.57215	3.35005	0.3188	1.3738699999999997	2.5290198625633487	NA	0.55735	0.1473	0.9674	0.8201	3.330567351112782e-5	2.498603194409371e-7	APBA2	4.4774817795657835
ENSG00000047932	isoComp_00004153	geneComp_00000726	ENST00000052569.10	FT	RGC	GOPC	NA	NA	48.8513975	38.140164999999996	59.56262999999999	0.9846650000000031	8.944939999999995	0.6429603555365048	NA	19.962197500000002	32.91331	7.011085	1.0440500000000004	1.5467349999999997	-2.2293434877521747	NA	0.489625	0.8628	0.11645	-0.7463500000000001	7.023923954911648e-47	7.023923954911648e-47	GOPC	46.1534201990013
ENSG00000054965	isoComp_00004872	geneComp_00000828	ENST00000064778.8	FT	RGC	FAM168A	NA	NA	43.495292500000005	38.067365	48.92322	7.153914999999999	5.117900000000002	0.3618805751042455	NA	26.50677	12.305205	40.708335000000005	0.5266349999999997	1.2835450000000002	1.7252379265858704	NA	0.5881500000000001	0.3378	0.8385	0.5007	0.007174031463649775	0.007174031463649775	FAM168A	2.1442367229402985
ENSG00000055955	isoComp_00005039	geneComp_00000845	ENST00000266041.9	FT	RGC	ITIH4	NA	NA	3.0033374999999998	2.64483	3.3618449999999998	0.13253000000000004	0.5905049999999996	0.3449187365843698	NA	1.5173825	0.42423999999999995	2.610525	0.27009999999999995	0.5931549999999999	2.5932913414755565	NA	0.46247499999999997	0.1557	0.76925	0.61355	0.017166980094384075	0.017166980094384075	ITIH4	1.7653060964346543
