gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	ensembl_gene_name	neg_log_10_q
ENSG00000000003	isoComp_00000123	geneComp_00000118	BambuTx629	FT	RGC	TSPAN6	NA	NA	35.0101775	55.239675	14.78068	2.4815150000000017	1.2767899999999992	-1.901277596319033	NA	3.92807	2.5567200000000003	5.29942	0.17534000000000002	0.04292000000000006	1.0486283470597282	NA	0.204025	0.04655	0.36150000000000004	0.31495000000000006	4.285158707093418e-9	3.625889794250116e-9	TSPAN6	8.368033088714292
ENSG00000000003	isoComp_00000124	geneComp_00000118	ENST00000373020.9	FT	RGC	TSPAN6	NA	NA	35.0101775	55.239675	14.78068	2.4815150000000017	1.2767899999999992	-1.901277596319033	NA	31.011935	52.542609999999996	9.481259999999999	2.5165100000000002	1.3197099999999997	-2.4690908885240104	NA	0.794775	0.95105	0.6385000000000001	-0.3125499999999999	3.625889794250116e-9	3.625889794250116e-9	TSPAN6	8.440585400040952
ENSG00000000457	isoComp_00000141	geneComp_00000121	ENST00000367770.5	FT	RGC	SCYL3	NA	NA	6.8636725	6.97452	6.752825	2.082149999999999	1.153645	-0.04653495015477194	NA	0.37175	0.7435	0	0.21654	0	-6.235535606710462	NA	0.053425	0.10685	0	-0.10685	0.035669186671608	0.035669186671608	SCYL3	1.447706793326622
ENSG00000000457	isoComp_00000142	geneComp_00000121	ENST00000367771.11	FT	RGC	SCYL3	NA	NA	6.8636725	6.97452	6.752825	2.082149999999999	1.153645	-0.04653495015477194	NA	6.274965	5.893955	6.655975	1.8999249999999999	1.0567950000000002	0.17513418158537047	NA	0.913125	0.8385	0.98775	0.14925	0.047614790962394724	0.035669186671608	SCYL3	1.3222581179615551
ENSG00000000457	isoComp_00000143	geneComp_00000121	ENST00000367772.8	FT	RGC	SCYL3	NA	NA	6.8636725	6.97452	6.752825	2.082149999999999	1.153645	-0.04653495015477194	NA	0.054775	0.10955	0	0.10955	0	-3.579542224936903	NA	0.0112	0.0224	0	-0.0224	0.894615397375248	0.035669186671608	SCYL3	0.04836363138406362
ENSG00000000457	isoComp_00000144	geneComp_00000121	ENST00000470238.1	FT	RGC	SCYL3	NA	NA	6.8636725	6.97452	6.752825	2.082149999999999	1.153645	-0.04653495015477194	NA	0.1621825	0.22751500000000002	0.09685	0.07523500000000001	0.09685	-1.1524317201501153	NA	0.02225	0.03225	0.01225	-0.02	0.8794338131666842	0.035669186671608	SCYL3	0.0557968402976234
ENSG00000003756	isoComp_00000428	geneComp_00000159	ENST00000464087.6	FT	RGC	RBM5	NA	NA	123.900675	116.90043	130.90092	5.805259999999982	13.689580000000014	0.16318180180724653	NA	13.78656	6.300075	21.273045	0.5388949999999997	6.039985000000001	1.753975516400411	NA	0.106875	0.0543	0.15945	0.10515000000000001	0.012610434850088626	0.010968918107140214	RBM5	1.8992699372383564
ENSG00000003756	isoComp_00000430	geneComp_00000159	ENST00000469838.5	FT	RGC	RBM5	NA	NA	123.900675	116.90043	130.90092	5.805259999999982	13.689580000000014	0.16318180180724653	NA	10.11556	7.15095	13.080169999999999	0.9831300000000004	0.7947399999999999	0.8702609345215638	NA	0.08065	0.060899999999999996	0.1004	0.03950000000000001	0.20216130879296645	0.010968918107140214	RBM5	0.694301959455161
ENSG00000003756	isoComp_00000423	geneComp_00000159	ENST00000347869.8	FT	RGC	RBM5	NA	NA	123.900675	116.90043	130.90092	5.805259999999982	13.689580000000014	0.16318180180724653	NA	93.30836	98.20992	88.4068	6.40737	6.991050000000001	-0.15169512655537934	NA	0.758325	0.83945	0.6772	-0.16225	0.010968918107140214	0.010968918107140214	RBM5	1.9598362059047796
ENSG00000003756	isoComp_00000433	geneComp_00000159	ENST00000475128.5	FT	RGC	RBM5	NA	NA	123.900675	116.90043	130.90092	5.805259999999982	13.689580000000014	0.16318180180724653	NA	2.2186875	1.3939300000000001	3.043445	0.59937	1.278175	1.1209668543455327	NA	0.01735	0.012199999999999999	0.0225	0.0103	0.8317888278556965	0.010968918107140214	RBM5	0.07998691714397124
ENSG00000003756	isoComp_00000434	geneComp_00000159	ENST00000479275.1	FT	RGC	RBM5	NA	NA	123.900675	116.90043	130.90092	5.805259999999982	13.689580000000014	0.16318180180724653	NA	1.2930975	1.891625	0.6945699999999999	0.04046500000000008	0.45003999999999994	-1.432417822617949	NA	0.010625	0.01625	0.005	-0.01125	0.10568569016806786	0.010968918107140214	RBM5	0.9759838121415775
ENSG00000004700	isoComp_00000534	geneComp_00000172	ENST00000314748.10	FT	RGC	RECQL	NA	NA	10.622042500000001	8.93529	12.308795	3.3817900000000005	4.074715	0.46166098207315226	NA	0.206815	0.222545	0.191085	0.090315	0.19108499999999998	-0.20970445314182778	NA	0.023899999999999998	0.0246	0.0232	-0.001400000000000002	0.7648359635854254	0.02411262436377935	RECQL	0.11643169915836052
ENSG00000004700	isoComp_00000533	geneComp_00000172	BambuTx359	FT	RGC	RECQL	NA	NA	10.622042500000001	8.93529	12.308795	3.3817900000000005	4.074715	0.46166098207315226	NA	1.7535775	2.63086	0.876295	1.2837999999999998	0.150785	-1.5751489423773903	NA	0.1778	0.2802	0.0754	-0.2048	0.02411262436377935	0.02411262436377935	RECQL	1.6177555194159146
ENSG00000004700	isoComp_00000537	geneComp_00000172	ENST00000444129.7	FT	RGC	RECQL	NA	NA	10.622042500000001	8.93529	12.308795	3.3817900000000005	4.074715	0.46166098207315226	NA	6.4234425	3.836715	9.01017	1.2846549999999997	4.67131	1.2295276782210585	NA	0.559325	0.43765	0.681	0.24335000000000007	0.5315276641008359	0.02411262436377935	RECQL	0.27447412708860136
ENSG00000004700	isoComp_00000536	geneComp_00000172	ENST00000421138.6	FT	RGC	RECQL	NA	NA	10.622042500000001	8.93529	12.308795	3.3817900000000005	4.074715	0.46166098207315226	NA	2.1660425	2.10084	2.231245	0.7109199999999999	0.556295	0.08648313689663262	NA	0.229825	0.2393	0.22035000000000002	-0.018949999999999995	0.9037464391328129	0.02411262436377935	RECQL	0.04395340086534278
ENSG00000004766	isoComp_00000539	geneComp_00000173	ENST00000305866.10	FT	RGC	VPS50	NA	NA	12.34401	11.347055000000001	13.340965	1.694555000000002	2.4719749999999996	0.23335524501648217	NA	10.233525	8.37532	12.091729999999998	1.70027	3.0172899999999996	0.5292755563962497	NA	0.813625	0.73205	0.8952	0.16315000000000002	0.48863770429505987	3.329455754895297e-5	VPS50	0.31101302500990735
ENSG00000004766	isoComp_00000542	geneComp_00000173	ENST00000458707.1	FT	RGC	VPS50	NA	NA	12.34401	11.347055000000001	13.340965	1.694555000000002	2.4719749999999996	0.23335524501648217	NA	1.082125	2.11052	0.05373	0.42535	0.05372999999999999	-5.056301619016194	NA	0.09394999999999999	0.1845	0.0034	-0.1811	3.329455754895297e-5	3.329455754895297e-5	VPS50	4.477626752068177
ENSG00000004766	isoComp_00000547	geneComp_00000173	ENST00000649152.1	FT	RGC	VPS50	NA	NA	12.34401	11.347055000000001	13.340965	1.694555000000002	2.4719749999999996	0.23335524501648217	NA	0.21584	0.301435	0.130245	0.30143499999999995	0.130245	-1.150981750987865	NA	0.01975	0.03125	0.00825	-0.023	0.952620995159353	3.329455754895297e-5	VPS50	0.021079851145471184
ENSG00000004766	isoComp_00000543	geneComp_00000173	ENST00000471188.5	FT	RGC	VPS50	NA	NA	12.34401	11.347055000000001	13.340965	1.694555000000002	2.4719749999999996	0.23335524501648217	NA	0.0981725	0.196345	0	0.19634499999999996	0	-4.366986575332627	NA	0.010175	0.02035	0	-0.02035	0.8722656336596392	3.329455754895297e-5	VPS50	0.05935123792884254
ENSG00000004766	isoComp_00000541	geneComp_00000173	ENST00000441602.5	FT	RGC	VPS50	NA	NA	12.34401	11.347055000000001	13.340965	1.694555000000002	2.4719749999999996	0.23335524501648217	NA	0.5228175	0.14836	0.897275	0.14836	0.897275	2.5183319332929606	NA	0.04895	0.01535	0.08255	0.0672	0.962907575181055	3.329455754895297e-5	VPS50	0.016415396691871656
ENSG00000004866	isoComp_00000581	geneComp_00000183	ENST00000323984.8	FT	RGC	ST7	NA	NA	54.937132500000004	13.78511	96.08915500000002	3.6036900000000007	41.74421500000001	2.8003667848788667	NA	3.624155	2.437285	4.811025000000001	0.16720500000000005	0.5000349999999999	0.9781577899285884	NA	0.12545	0.1864	0.0645	-0.12190000000000001	0.32210423275461875	4.3631995454140915e-8	ST7	0.4920035681020849
ENSG00000004866	isoComp_00000582	geneComp_00000183	ENST00000393443.5	FT	RGC	ST7	NA	NA	54.937132500000004	13.78511	96.08915500000002	3.6036900000000007	41.74421500000001	2.8003667848788667	NA	0.529685	0.151985	0.907385	0.151985	0.5087549999999998	2.5016670943101165	NA	0.014725	0.01495	0.0145	-4.49999999999999e-4	1	4.3631995454140915e-8	ST7	-0
ENSG00000004866	isoComp_00000580	geneComp_00000183	ENST00000265437.9	FT	RGC	ST7	NA	NA	54.937132500000004	13.78511	96.08915500000002	3.6036900000000007	41.74421500000001	2.8003667848788667	NA	1.4742675	2.3084350000000002	0.6401	0.932645	0.06747999999999997	-1.8344177203941392	NA	0.084275	0.16075	0.0078000000000000005	-0.15295	3.7092992251943277e-7	4.3631995454140915e-8	ST7	6.430708131187684
ENSG00000004866	isoComp_00000585	geneComp_00000183	ENST00000393447.8	FT	RGC	ST7	NA	NA	54.937132500000004	13.78511	96.08915500000002	3.6036900000000007	41.74421500000001	2.8003667848788667	NA	19.65596	2.35264	36.95928	1.2935599999999998	9.532910000000001	3.967855221451887	NA	0.288925	0.15685	0.42100000000000004	0.26415000000000005	0.24154781046958768	4.3631995454140915e-8	ST7	0.616996894858421
ENSG00000004866	isoComp_00000586	geneComp_00000183	ENST00000393451.7	FT	RGC	ST7	NA	NA	54.937132500000004	13.78511	96.08915500000002	3.6036900000000007	41.74421500000001	2.8003667848788667	NA	0.8121524999999999	1.6242999999999999	5e-6	0.004430000000000045	4.9999999999999996e-6	-7.351807858392651	NA	0.0633	0.1266	0	-0.1266	4.3631995454140915e-8	4.3631995454140915e-8	ST7	7.360194924650007
