gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000197921	ENSG00000197921	-11.480137248740999	8.942918740960467	56.40215758038797	8.51508687234872e-5	0.11567005208688075	HES5	protein_coding	1	H1_Stage3	H2_Stage3	0.9367790688526921	FALSE	HES5
ENSG00000102225	ENSG00000102225	-11.218850061812043	7.1535906005511976	51.84127243859827	3.823812112388997e-5	0.10975615366593885	CDK16	protein_coding	X	H1_Stage3	H2_Stage3	0.9595711209424233	FALSE	CDK16
ENSG00000198300	ENSG00000198300	-10.515719096595301	6.6323857096219285	3.0703504237496135	0.10882090526152485	1	PEG3	protein_coding	19	H1_Stage3	H2_Stage3	-0	FALSE	PEG3
ENSG00000102144	ENSG00000102144	-10.211854585969977	6.161412114195003	52.384529557948056	6.531462807007356e-5	0.11567005208688075	PGK1	protein_coding	X	H1_Stage3	H2_Stage3	0.9367790688526921	FALSE	PGK1
ENSG00000187595	ENSG00000187595	-9.53784739830945	5.266383135506826	105.11385135275296	7.39818406937699e-7	0.012741152604281053	ZNF385C	protein_coding	17	H1_Stage3	H2_Stage3	1.894791282594322	TRUE	ZNF385C
ENSG00000250349	ENSG00000250349	-9.52385788560131	5.699874691718433	2.0929939844651577	0.17714525112841711	1		protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	
ENSG00000188706	ENSG00000188706	-9.337299589815345	6.1723052320792595	4.730187146803927	0.05344949367751498	1	ZDHHC9	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	ZDHHC9
ENSG00000116791	ENSG00000116791	-9.173307678412865	5.279558352809398	1.9383812424141658	0.20370398520226213	1	CRYZ	protein_coding	1	H1_Stage3	H2_Stage3	-0	FALSE	CRYZ
ENSG00000083097	ENSG00000083097	-9.15693780838451	5.042578416165879	45.12999533661657	1.1301237656140088e-4	0.12164369682127787	DOP1A	protein_coding	6	H1_Stage3	H2_Stage3	0.9149103898705135	FALSE	DOP1A
ENSG00000130021	ENSG00000130021	-8.921329832528551	6.45467551411393	4.974371065792742	0.04858617082607813	1	PUDP	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	PUDP
ENSG00000133169	ENSG00000133169	-8.699527046982807	8.830154989396036	26.69387819752173	3.595031943807875e-4	0.1969513990427225	BEX1	protein_coding	X	H1_Stage3	H2_Stage3	0.7056409298364272	FALSE	BEX1
ENSG00000156298	ENSG00000156298	-8.398953287967322	7.559690625209732	1.83621667619455	0.20381437779383835	1	TSPAN7	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	TSPAN7
ENSG00000198034	ENSG00000198034	-8.324256136254952	13.006480062386329	8.823077529980063	0.01334232997696591	1	RPS4X	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	RPS4X
ENSG00000174080	ENSG00000174080	-8.145172971018615	3.286278597710818	6.998498512573249	0.02796008990597943	1	CTSF	protein_coding	11	H1_Stage3	H2_Stage3	-0	FALSE	CTSF
ENSG00000102409	ENSG00000102409	-8.123617318280687	4.132656670860098	40.90350211625323	9.14849897554352e-5	0.11567005208688075	BEX4	protein_coding	X	H1_Stage3	H2_Stage3	0.9367790688526921	FALSE	BEX4
ENSG00000106025	ENSG00000106025	-7.920932644987443	4.404985415272924	27.8246025703237	3.0576016491280474e-4	0.18749783388083086	TSPAN12	protein_coding	7	H1_Stage3	H2_Stage3	0.7270037452111228	FALSE	TSPAN12
ENSG00000146856	ENSG00000146856	-7.910303889316	4.517613230097673	29.007684825269536	2.5945944622570447e-4	0.17186194549611855	AGBL3	protein_coding	7	H1_Stage3	H2_Stage3	0.7648202762544312	FALSE	AGBL3
ENSG00000269743	ENSG00000269743	-7.885408919598668	4.256859561829269	5.994954770979531	0.03327788336089606	1	SLC25A53	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	SLC25A53
ENSG00000147383	ENSG00000147383	-7.777671036125082	5.5780532475017734	2.055900006410754	0.18070350370803573	1	NSDHL	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	NSDHL
ENSG00000204271	ENSG00000204271	-7.509866167142073	3.601914721956727	7.179904068903077	0.02221371810156227	1	SPIN3	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	SPIN3
ENSG00000142937	ENSG00000142937	-7.507745267335037	5.726078905237379	33.63522837307463	1.428531707652689e-4	0.12301086534597305	RPS8	protein_coding	1	H1_Stage3	H2_Stage3	0.9100565263541484	FALSE	NA
ENSG00000165240	ENSG00000165240	-7.499363699562772	3.4503108456535734	20.906627907897203	9.005295796404868e-4	0.3040964788346758	ATP7A	protein_coding	X	H1_Stage3	H2_Stage3	0.5169886085685402	FALSE	NA
ENSG00000179918	ENSG00000179918	-7.4624981831766055	5.635053423310263	53.36442456735883	5.69981088535519e-5	0.11567005208688075	SEPHS2	protein_coding	16	H1_Stage3	H2_Stage3	0.9367790688526921	FALSE	NA
ENSG00000078061	ENSG00000078061	-7.434601362488469	2.8370942208413448	23.280244941936413	0.0015714880499599242	0.45106945327349696	ARAF	protein_coding	X	H1_Stage3	H2_Stage3	0.34575658262064657	FALSE	NA
ENSG00000160932	ENSG00000160932	-7.219517338663438	5.914346226402037	2.4357013422418796	0.14819654902628865	1	LY6E	protein_coding	8	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000198046	ENSG00000198046	-6.680929047351154	2.908643181680977	2.8159617809686552	0.12278948906112483	1	ZNF667	protein_coding	19	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000125355	ENSG00000125355	-6.670142092407275	3.0898663210905104	4.5122116370049845	0.05830292039825848	1	TMEM255A	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000102317	ENSG00000102317	-6.664653290660511	3.277146334622175	2.9489238297096123	0.11522402224882952	1	RBM3	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000102383	ENSG00000102383	-6.663492362970253	3.1483722127046723	24.02777994913834	0.0013426170685819135	0.40565879219504763	ZDHHC15	protein_coding	X	H1_Stage3	H2_Stage3	0.3918391067429189	FALSE	NA
ENSG00000185043	ENSG00000185043	-6.5348675712309205	2.7254998013620297	13.493284288615543	0.004674576792374765	0.7667196335074116	CIB1	protein_coding	15	H1_Stage3	H2_Stage3	0.1153634155558749	FALSE	NA
ENSG00000180483	ENSG00000180483	-6.477660646091438	2.18954174825133	6.560620144548582	0.02938212073393092	1	DEFB119	protein_coding	20	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000183208	ENSG00000183208	-6.447346841454957	2.5769013350449885	8.871374772020358	0.013154069160128049	1	GDPGP1	protein_coding	15	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000100554	ENSG00000100554	-6.416264660670688	7.546642007013518	32.15450257194336	1.7165005359321477e-4	0.13031122192622985	ATP6V1D	protein_coding	14	H1_Stage3	H2_Stage3	0.8850181828232349	FALSE	NA
ENSG00000179222	ENSG00000179222	-6.4131322250529585	3.1842927975050155	15.618859325420273	0.004797511281899466	0.7684711518176413	MAGED1	protein_coding	X	H1_Stage3	H2_Stage3	0.11437243114610789	FALSE	NA
ENSG00000123575	ENSG00000123575	-6.3482770097721835	5.5161731675827825	10.796206210303755	0.007699096162532458	1	FAM199X	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000135740	ENSG00000135740	-6.33801447768247	2.777102598575928	16.36997437357963	0.00323473552873611	0.6631978009034915	SLC9A5	protein_coding	16	H1_Stage3	H2_Stage3	0.17835692253176094	FALSE	NA
ENSG00000286522	ENSG00000286522	-6.331838198684007	6.324414520415791	2.584891700534047	0.1374970463057994	1	H3C2	protein_coding	6	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000204356	ENSG00000204356	-6.229997683954277	7.910617725505439	46.65869142286113	3.296774046618405e-5	0.10975615366593885	NELFE	protein_coding	6	H1_Stage3	H2_Stage3	0.9595711209424233	FALSE	NA
ENSG00000291309	ENSG00000291309	-6.1944856146380385	2.9991310573748553	3.022303903457612	0.11129967692272008	1	LY6S	protein_coding	8	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000182362	ENSG00000182362	-6.139946530121306	3.061677784118973	9.203127648796633	0.011943735915421735	1	YBEY	protein_coding	21	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000242732	ENSG00000242732	-6.106627596175025	5.332861499156186	4.061609573479103	0.07017317471670542	1	RTL5	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000072501	ENSG00000072501	-6.1018272642961175	8.053047734751145	3.28941466681049	0.09835760643885937	1	SMC1A	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000177879	ENSG00000177879	6.094750932564536	7.536165712940493	67.96883569712395	5.952758092684024e-6	0.03778806567621673	AP3S1	protein_coding	5	H1_Stage3	H2_Stage3	1.422645338504946	TRUE	NA
ENSG00000147133	ENSG00000147133	-6.08419417727328	4.842893214436383	26.45288151053303	3.7237252349618167e-4	0.1969513990427225	TAF1	protein_coding	X	H1_Stage3	H2_Stage3	0.7056409298364272	FALSE	NA
ENSG00000271949	ENSG00000271949	-6.083241278014108	2.870111170421715	11.297168997979933	0.006757199527843396	0.9375363019507569		protein_coding	1	H1_Stage3	H2_Stage3	0.028011907139803168	FALSE	NA
ENSG00000137818	ENSG00000137818	-6.066361587661374	3.8182835289875854	10.794685569860022	0.010198166934937749	1	RPLP1	protein_coding	15	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000131171	ENSG00000131171	-6.06178823995492	7.796585241342318	20.50371246381195	9.662197426007454e-4	0.3139667246616988	SH3BGRL	protein_coding	X	H1_Stage3	H2_Stage3	0.5031163776006103	FALSE	NA
ENSG00000126759	ENSG00000126759	-5.996569091698511	2.234055114142602	7.125715599120384	0.026911521620757703	1	CFP	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000089289	ENSG00000089289	-5.9132443567689155	2.658533905750905	5.414043437683665	0.04111920815066658	1	IGBP1	protein_coding	X	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000043591	ENSG00000043591	-5.908169390806	2.3769647919041077	5.18827061362004	0.04476368095073179	1	ADRB1	protein_coding	10	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000130720	ENSG00000130720	-5.893150509354062	3.4519656752626613	9.54683605833391	0.010828121076468853	1	FIBCD1	protein_coding	9	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000196247	ENSG00000196247	-5.877854325176779	3.7396211324476556	7.514010592154586	0.019938460042035335	1	ZNF107	protein_coding	7	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000170473	ENSG00000170473	-5.861882738654893	2.659160584618204	13.166297780492252	0.004997605911251645	0.7684711518176413	PYM1	protein_coding	12	H1_Stage3	H2_Stage3	0.11437243114610789	FALSE	NA
ENSG00000158428	ENSG00000158428	-5.835889884789541	2.4808325139915786	10.389582064067001	0.008581175075593599	1	CATIP	protein_coding	2	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000204272	ENSG00000204272	5.821220257629798	8.43999120110135	66.02393324838123	6.815275008086266e-6	0.03778806567621673	NBDY	protein_coding	X	H1_Stage3	H2_Stage3	1.422645338504946	TRUE	NA
ENSG00000198356	ENSG00000198356	-5.7652911610423985	2.482883142984792	11.317323851021596	0.010837128882595914	1	GET3	protein_coding	19	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000182774	ENSG00000182774	5.759890348379574	11.48494424293977	10.848306197877424	0.007594109503741397	1	RPS17	protein_coding	15	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000168237	ENSG00000168237	-5.743376637549645	2.272200242772933	5.504494227093737	0.03976110983462321	1	GLYCTK	protein_coding	3	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000156709	ENSG00000156709	5.706747646715047	6.513573212633243	12.549267925598988	0.004945481404785816	0.7684711518176413	AIFM1	protein_coding	X	H1_Stage3	H2_Stage3	0.11437243114610789	FALSE	NA
ENSG00000122565	ENSG00000122565	-5.691293981644919	8.541550433605346	24.225299341644916	5.12286898300658e-4	0.2262206400649726	CBX3	protein_coding	7	H1_Stage3	H2_Stage3	0.6454677731621736	FALSE	NA
ENSG00000260836	ENSG00000260836	5.665644062530009	11.487839726025756	10.654695558411442	0.007993158697093954	1		protein_coding	15	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000141994	ENSG00000141994	5.651776286905616	2.477461285118735	11.044762321382661	0.014142130746283772	1	DUS3L	protein_coding	19	H1_Stage3	H2_Stage3	-0	FALSE	NA
ENSG00000008056	ENSG00000008056	-5.623579676614147	3.8890989657469097	29.60187876824359	3.3270778104152736e-4	0.19099644683657283	SYN1	protein_coding	X	H1_Stage3	H2_Stage3	0.7189747119859017	FALSE	NA
ENSG00000187325	ENSG00000187325	-5.61844129990914	2.3212116589368064	15.83351185096191	0.004421662081429233	0.7584975045041512	TAF9B	protein_coding	X	H1_Stage3	H2_Stage3	0.12004584372610974	FALSE	NA
ENSG00000198003	ENSG00000198003	5.615479032594963	6.078726182011622	8.295771595487178	0.015624120652463918	1	ODAD3	protein_coding	19	H1_Stage3	H2_Stage3	-0	FALSE	NA
