isoform_id	logFC	logCPM	F	PValue	FDR	gene_id	gene_name	transcript_biotype	condition_1	condition_2
ENST00000471152	-7.340320790024396	6.992580187071913	771.681808701035	6.265010781774347e-8	7.908949610911936e-4	ENSG00000234851	RPL23AP42	processed_pseudogene	RO_D200	RO_D45
ENST00000216392	3.2718879178765974	5.791386830603041	314.59681192035754	1.0781050591582805e-6	0.002206678393188323	ENSG00000100504	PYGL	protein_coding	RO_D200	RO_D45
ENST00000221485	5.229060204930082	6.467311492974976	213.64022435895828	3.634090263544659e-6	0.002206678393188323	ENSG00000104888	SLC17A7	protein_coding	RO_D200	RO_D45
ENST00000252486	2.6639578935005024	7.798625832060951	251.16662641429974	2.1890644246560296e-6	0.002206678393188323	ENSG00000130203	APOE	protein_coding	RO_D200	RO_D45
ENST00000266395	9.075967713754542	8.950995185438858	267.7140957821643	1.9010212078512362e-6	0.002206678393188323	ENSG00000139053	PDE6H	protein_coding	RO_D200	RO_D45
ENST00000290341	-2.971287148587235	7.108873482264918	271.3358894475953	1.7175121677955823e-6	0.002206678393188323	ENSG00000159217	IGF2BP1	protein_coding	RO_D200	RO_D45
ENST00000299162	-5.0440396439761654	6.2525844418895415	292.30643584862725	1.3589319230910157e-6	0.002206678393188323	ENSG00000139445	FOXN4	protein_coding	RO_D200	RO_D45
ENST00000307959	8.242518371216683	6.46872649257841	311.1791607765124	1.1158678255808025e-6	0.002206678393188323	ENSG00000120500	ARR3	protein_coding	RO_D200	RO_D45
ENST00000323274	-2.891503678680762	7.568954867668543	214.5981817934901	3.5836136056079587e-6	0.002206678393188323	ENSG00000176890	TYMS	protein_coding	RO_D200	RO_D45
ENST00000354190	8.25031504242132	5.48347829497929	293.5981648532777	1.3401991376240308e-6	0.002206678393188323	ENSG00000021300	PLEKHB1	protein_coding	RO_D200	RO_D45
ENST00000359611	-5.776960458363121	5.585136830532326	212.9543347945569	3.670805311862705e-6	0.002206678393188323	ENSG00000278677	H2AC17	protein_coding	RO_D200	RO_D45
ENST00000372067	4.155160435505159	6.851295989122579	288.38430142433174	1.417957986254082e-6	0.002206678393188323	ENSG00000112715	VEGFA	protein_coding	RO_D200	RO_D45
ENST00000378823	-2.3966841295497647	5.933816683598218	253.99743244994002	2.113400638256363e-6	0.002206678393188323	ENSG00000113522	RAD50	protein_coding	RO_D200	RO_D45
