gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000163914	12.320594755909957	7.130019389889836	564.236037623479	1.1830425021170983e-15	2.213979539676284e-12	RHO	protein_coding	3	H1_Stage2	H1_Stage3	11.654826396938212	TRUE	RHO
ENSG00000216921	9.404490823165766	1.9368517144431754	9.078419348919832	0.007117747925893659	0.04593517480032798	FAM240C	protein_coding	2	H1_Stage2	H1_Stage3	1.3378546266344695	TRUE	FAM240C
ENSG00000185527	8.710851149272798	8.602010563614312	637.583420336844	2.9279769632987465e-17	1.917824910960679e-13	PDE6G	protein_coding	17	H1_Stage2	H1_Stage3	12.71719104454522	TRUE	PDE6G
ENSG00000130561	8.426915711487167	7.107104497899928	450.868240318709	3.354038954698904e-16	9.196368873886068e-13	SAG	protein_coding	2	H1_Stage2	H1_Stage3	12.03638361714609	TRUE	SAG
ENSG00000183671	8.345127627242462	2.291962830652192	11.453733153060343	0.002927858694502507	0.024183448233280478	CMKLR2	protein_coding	2	H1_Stage2	H1_Stage3	1.6164817745291824	TRUE	CMKLR2
ENSG00000287080	-8.186098153111617	4.9124513040089175	63.51259666151112	1.18710138201793e-7	9.094168482125664e-6	H3C3	protein_coding	6	H1_Stage2	H1_Stage3	5.041237004146781	TRUE	H3C3
ENSG00000164483	8.173365157123646	1.9369613012741942	9.151024837661963	0.006930127810447843	0.04503208051431882	SAMD3	protein_coding	6	H1_Stage2	H1_Stage3	1.3464779878579556	TRUE	SAMD3
ENSG00000156194	8.027954952453165	3.5562758574500273	43.452505559048596	2.5358032655465766e-6	9.331186173780941e-5	PPEF2	protein_coding	4	H1_Stage2	H1_Stage3	4.030063145537146	TRUE	PPEF2
ENSG00000132915	8.005970448696933	6.993350158355979	448.93129638705005	3.5100644556817057e-16	9.196368873886068e-13	PDE6A	protein_coding	5	H1_Stage2	H1_Stage3	12.03638361714609	TRUE	PDE6A
ENSG00000105954	7.831062423075564	5.305607469469211	181.0103576947464	1.6153584042199735e-11	7.253978707111914e-9	NPVF	protein_coding	7	H1_Stage2	H1_Stage3	8.139423723555332	TRUE	NPVF
ENSG00000164326	7.792814987357772	2.4307009248095546	15.068422075959885	0.0010817508972319563	0.011530461150316213	CARTPT	protein_coding	5	H1_Stage2	H1_Stage3	1.9381533231447896	TRUE	CARTPT
ENSG00000100276	7.533314706439163	1.735699789721507	9.500951305712617	0.006100021907211928	0.04124995317854427	RASL10A	protein_coding	22	H1_Stage2	H1_Stage3	1.3845765400670598	TRUE	RASL10A
ENSG00000171561	7.324868164602692	2.1067960272044703	11.835407471260114	0.0028973451457884993	0.024037505642703825	OR2AT4	protein_coding	11	H1_Stage2	H1_Stage3	1.61911060080464	TRUE	OR2AT4
ENSG00000135773	7.060322317916599	3.748039856490906	27.167855694683052	4.152399417247191e-5	8.787791981573215e-4	CAPN9	protein_coding	1	H1_Stage2	H1_Stage3	3.0561202319431664	TRUE	CAPN9
ENSG00000100053	-6.9078367410110015	9.295756697450251	215.4303436034062	6.963860235744151e-13	5.070005425608075e-10	CRYBB3	protein_coding	22	H1_Stage2	H1_Stage3	9.294991575911164	TRUE	CRYBB3
ENSG00000185742	6.897791666885995	2.4757953667167745	13.237546625035073	0.001735003737625743	0.016282447772190574	C11orf87	protein_coding	11	H1_Stage2	H1_Stage3	1.7882803062007593	TRUE	C11orf87
ENSG00000180353	6.868357405411269	2.0348081525509896	10.560984930766939	0.004191025148100354	0.03149881207120748	HCLS1	protein_coding	3	H1_Stage2	H1_Stage3	1.5017058246436614	TRUE	HCLS1
ENSG00000182348	6.856182867086547	2.412896376004387	12.206178703816168	0.0024122290418881432	0.020969606159030294	ZNF804B	protein_coding	7	H1_Stage2	H1_Stage3	1.6784097261663253	TRUE	ZNF804B
ENSG00000068078	6.632069829482558	1.9120932253339475	3.8525770274577904	0.06438942898971388	0.20806648242852785	FGFR3	protein_coding	4	H1_Stage2	H1_Stage3	0.6817978749480663	FALSE	FGFR3
ENSG00000153823	6.505910568358643	2.8065158078816372	11.499840430161752	0.0030449614111746764	0.024837481000241756	PID1	protein_coding	2	H1_Stage2	H1_Stage3	1.6048924521012857	TRUE	PID1
ENSG00000138356	6.465386011327138	1.8874199274010492	10.124608333485998	0.004881715372553242	0.03502216395424286	AOX1	protein_coding	2	H1_Stage2	H1_Stage3	1.4556570231768409	TRUE	NA
ENSG00000196228	6.400745419599047	1.7425812379480183	6.194216288084818	0.022196267686297545	0.10208418304692869	SULT1C3	protein_coding	2	H1_Stage2	H1_Stage3	0.9910415424142751	FALSE	NA
ENSG00000112164	6.398541549249483	2.1015693365150914	9.041585279007062	0.007531221794905952	0.047753632871862524	GLP1R	protein_coding	6	H1_Stage2	H1_Stage3	1.3209935837412095	TRUE	NA
ENSG00000100557	6.38822150357873	2.156886525420725	9.398890113837366	0.006071686952658649	0.04112673168553687	CCDC198	protein_coding	14	H1_Stage2	H1_Stage3	1.3858758022179047	TRUE	NA
ENSG00000070729	6.361588629371531	7.79534765603063	422.0278965469077	6.734988289742078e-16	1.4704724432603538e-12	CNGB1	protein_coding	16	H1_Stage2	H1_Stage3	11.83254310978466	TRUE	NA
