gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000163914	11.595371105659249	5.936710663059332	24.4983967437389	3.615584353476913e-4	0.02600682691834113	RHO	protein_coding	3	1.584912632653009	TRUE	H1_Stage1	H1_Stage3	RHO
ENSG00000132915	11.36198172977398	6.05237753051369	37.33461638447738	2.948077123114359e-5	0.007172250486662504	PDE6A	protein_coding	5	2.1443445513636656	TRUE	H1_Stage1	H1_Stage3	PDE6A
ENSG00000167083	10.456693037243948	6.016666393432778	21.024556139815438	4.4670830967293875e-4	0.028372468696242284	GNGT2	protein_coding	17	1.5471028744787152	TRUE	H1_Stage1	H1_Stage3	GNGT2
ENSG00000127928	10.377169159158063	4.8599709641107145	35.60234479321349	2.799501041736208e-5	0.007063037443076685	GNGT1	protein_coding	7	2.151008491429919	TRUE	H1_Stage1	H1_Stage3	GNGT1
ENSG00000173976	9.921416955723647	6.1408665650609695	21.103811505767432	3.684173220228889e-4	0.02600682691834113	RAX2	protein_coding	19	1.584912632653009	TRUE	H1_Stage1	H1_Stage3	RAX2
ENSG00000100053	-9.792831434129878	8.361942213078224	64.68836272731626	9.189757353201779e-7	8.942946727144359e-4	CRYBB3	protein_coding	22	3.048519356318729	TRUE	H1_Stage1	H1_Stage3	CRYBB3
ENSG00000105954	9.636751570093748	4.1203513265317255	27.682510898321112	2.1732344084217156e-4	0.020005503770498277	NPVF	protein_coding	7	1.698850507919433	TRUE	H1_Stage1	H1_Stage3	NPVF
ENSG00000130561	9.295112241206654	5.987211496673623	50.55198981820949	3.9733856900908285e-6	0.0025777812686570215	SAG	protein_coding	2	2.588753936418378	TRUE	H1_Stage1	H1_Stage3	SAG
ENSG00000183185	9.061202014452746	4.045866621011591	21.1458759232319	3.651262570705545e-4	0.02600682691834113	GABRR3	protein_coding	3	1.584912632653009	TRUE	H1_Stage1	H1_Stage3	GABRR3
ENSG00000112619	9.020355382594584	7.745411707159358	71.54727560930088	3.0540187458449185e-7	5.855793544819452e-4	PRPH2	protein_coding	6	3.23241424341248	TRUE	H1_Stage1	H1_Stage3	PRPH2
ENSG00000185527	8.761695046074465	7.467840103945502	18.082951549724832	6.311649240639784e-4	0.034950939538154646	PDE6G	protein_coding	17	1.45654114521868	TRUE	H1_Stage1	H1_Stage3	PDE6G
ENSG00000144331	8.715039915384343	5.504173537375154	23.51208226019673	1.8677283222729566e-4	0.019022939451593543	ZNF385B	protein_coding	2	1.7207223744137599	TRUE	H1_Stage1	H1_Stage3	ZNF385B
ENSG00000008086	8.561338499342378	3.2425668428965304	20.040805891779726	5.482630248326027e-4	0.03165057394203127	CDKL5	protein_coding	X	1.499618410209119	TRUE	H1_Stage1	H1_Stage3	CDKL5
ENSG00000038945	8.506878479126964	3.214726474064015	14.125641931412591	0.003309922757375967	0.09513583891664594	MSR1	protein_coding	8	1.0216558478189905	FALSE	H1_Stage1	H1_Stage3	MSR1
ENSG00000170955	-8.471370336533932	3.6212943468522787	27.611490604203624	1.0339911563337648e-4	0.01452277888030022	CAVIN3	protein_coding	11	1.8379502750333419	TRUE	H1_Stage1	H1_Stage3	CAVIN3
ENSG00000048545	8.425717316237838	3.6650737778218283	31.236421749419918	1.2921006023928154e-4	0.016747128180921948	GUCA1A	protein_coding	6	1.7760596556187505	TRUE	H1_Stage1	H1_Stage3	GUCA1A
ENSG00000139053	8.419714615849477	9.261726927563725	11.200700721623631	0.0041811522809231455	0.1085028927148513	PDE6H	protein_coding	12	0.9645586832592214	FALSE	H1_Stage1	H1_Stage3	PDE6H
ENSG00000120068	8.399813658470695	2.8981667520969423	33.74971810904324	1.9106547320152747e-4	0.019140264756600075	HOXB8	protein_coding	17	1.718052059164441	TRUE	H1_Stage1	H1_Stage3	HOXB8
ENSG00000069018	8.334589259019642	4.828153219869442	25.60443231496543	1.2243967084558864e-4	0.016195321122333007	TRPC7	protein_coding	5	1.7906104363370643	TRUE	H1_Stage1	H1_Stage3	TRPC7
ENSG00000159216	-8.235064185017983	3.23498215567347	10.179213316729742	0.007274728570299169	0.14405654366534285	RUNX1	protein_coding	21	0.841467009419641	FALSE	H1_Stage1	H1_Stage3	RUNX1
ENSG00000162618	8.217457970642872	3.413310300940579	9.86318679255823	0.006866743851437905	0.1398393396591779	ADGRL4	protein_coding	1	0.8543706355038105	FALSE	H1_Stage1	H1_Stage3	NA
ENSG00000082126	8.16916670442008	7.989151667514553	25.874548372331027	1.161342805451335e-4	0.01582213438146899	MPP4	protein_coding	2	1.8007349312321868	TRUE	H1_Stage1	H1_Stage3	NA
ENSG00000197635	8.16380061993372	3.4242985347847594	19.995545749485572	8.095898592957324e-4	0.04055092736413624	DPP4	protein_coding	2	1.391999209405432	TRUE	H1_Stage1	H1_Stage3	NA
ENSG00000112599	8.120638584892111	8.23921168436802	22.934970013337406	2.1072327968186898e-4	0.01979926870610885	GUCA1B	protein_coding	6	1.703350850282246	TRUE	H1_Stage1	H1_Stage3	NA
ENSG00000114124	8.096776309610679	3.4859433262316886	19.32684665634236	5.439539026392495e-4	0.03153543816832823	GRK7	protein_coding	3	1.5012011303353174	TRUE	H1_Stage1	H1_Stage3	NA
ENSG00000184838	8.034987167818977	3.30806570633604	16.844585523105646	0.0011177775739165269	0.049808598038343914	PRR16	protein_coding	5	1.3026956821740578	TRUE	H1_Stage1	H1_Stage3	NA
