gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000018625	-11.51993983546453	6.375491645254465	27.088864005405853	1.4264797410222757e-4	0.011568071423623504	ATP1A2	protein_coding	1	1.9367390386188903	TRUE	H1_Stage3	H1_RGC	ATP1A2
ENSG00000131981	-11.51915563199525	7.331772093963466	11.991214172787759	0.003566386353256908	0.07562312697417167	LGALS3	protein_coding	14	1.1213453687673132	FALSE	H1_Stage3	H1_RGC	LGALS3
ENSG00000102241	-10.652846716970773	7.761904871002682	3.8166791807392215	0.070026740559035	0.3507515858001077	HTATSF1	protein_coding	X	0.45500035678519246	FALSE	H1_Stage3	H1_RGC	HTATSF1
ENSG00000112619	-10.532337672416807	7.745411707159358	73.5163908368958	2.557485323961631e-7	2.1847891451172089e-4	PRPH2	protein_coding	6	3.660590470606976	TRUE	H1_Stage3	H1_RGC	PRPH2
ENSG00000167083	-10.456693037243948	6.016666393432778	17.321639410998554	0.001000084785941575	0.03672633276575112	GNGT2	protein_coding	17	1.4350224350936227	TRUE	H1_Stage3	H1_RGC	GNGT2
ENSG00000198300	-10.37826619295496	5.778159962053032	5.595872337875963	0.033307033095317615	0.24552932368008187	PEG3	protein_coding	19	0.6098966324536881	FALSE	H1_Stage3	H1_RGC	PEG3
ENSG00000196136	-10.359819908284685	4.688505543214045	12.136682241683792	0.003753727564063446	0.07715606776553822	SERPINA3	protein_coding	14	1.1126299141443399	FALSE	H1_Stage3	H1_RGC	SERPINA3
ENSG00000187098	-10.152962631729606	5.435881172895698	15.572486833690371	0.0013382210825292093	0.04330623284650344	MITF	protein_coding	3	1.3634495933455004	TRUE	H1_Stage3	H1_RGC	MITF
ENSG00000125618	-10.151716865414237	4.829375049370765	16.933652295668708	9.528547003338111e-4	0.03592505875554398	PAX8	protein_coding	2	1.4446025129031963	TRUE	H1_Stage3	H1_RGC	PAX8
ENSG00000105954	-9.636751570093748	4.1203513265317255	22.48317526306407	5.115078842821277e-4	0.02453796977274545	NPVF	protein_coding	7	1.6101613728628235	TRUE	H1_Stage3	H1_RGC	NPVF
ENSG00000187416	-9.463426389294742	4.151756734297506	12.748696515722346	0.003164818093025676	0.07115095989996999	LHFPL3	protein_coding	7	1.1478192364588526	FALSE	H1_Stage3	H1_RGC	LHFPL3
