gene_id	isoform_id	condition_1	condition_2	gene_value_1	gene_value_2	iso_value_1	iso_value_2	dIF	IF1	IF2	isoform_switch_q_value	DTE_log2FC	DTE_logCPM	DTE_F	DTE_pval	DTE_qval	DGE_log2FC	DGE_logCPM	DGE_F	DGE_pval	DGE_qval	DTU	DTE	DGE	DTU_qval	DTE_0.5	DGE_0.5	isoform_biotype	gene_name	gene_biotype	log10DTU_qval
ENSG00000003756	ENST00000492472	RGC	Stage_3	239.7963505751697	200.92745396582345	1.818535396040601	1.0146947412827605	-0.00274999999999999	0.00845	0.0057	0.9861248031517288	-0.9452615566413018	0.10314418642223425	0.24274558664838156	0.634811930821449	0.8305576587658616	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.9861248031517288	FALSE	TRUE	retained_intron	RBM5	protein_coding	0.006068117624571966
ENSG00000003756	ENST00000469838	RGC	Stage_3	239.7963505751697	200.92745396582345	22.163053905433703	15.512770613521733	-0.02159999999999999	0.0936	0.07200000000000001	0.8611353519146208	-0.5145450691140196	4.4862563031339064	0.704039770456819	0.4245928378385053	0.6876014391917049	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.8611353519146208	FALSE	TRUE	protein_coding	RBM5	protein_coding	0.06492858145027695
ENSG00000003756	ENST00000471995	RGC	Stage_3	239.7963505751697	200.92745396582345	3.0447178661832983	0.9625340633262384	-0.00845	0.01385	0.0054	0.8538222066075909	-1.716088617514933	0.9954227598755658	1.1782479245181663	0.3077888372420604	0.591090838594732	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.8538222066075909	FALSE	TRUE	retained_intron	RBM5	protein_coding	0.06863255405102038
ENSG00000003756	ENST00000475128	RGC	Stage_3	239.7963505751697	200.92745396582345	3.582348835860896	7.265796043216492	0.0219	0.01475	0.03665	0.06329258892317566	1.039861489701957	2.1492145972549483	1.6641774038521822	0.23131582458622388	0.513288105676178	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.06329258892317566	FALSE	TRUE	retained_intron	RBM5	protein_coding	1.1986471395592406
ENSG00000003756	ENST00000479275	RGC	Stage_3	239.7963505751697	200.92745396582345	0.07923888130394714	4.141742531606531	0.02275	3.5e-4	0.0231	0.3114271996920394	4.9625071758274775	0.6535285293487592	5.716809649999014	0.04228090856833772	0.24202683235010755	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.3114271996920394	FALSE	TRUE	retained_intron	RBM5	protein_coding	0.5066434593327848
ENSG00000003756	ENST00000462025	RGC	Stage_3	239.7963505751697	200.92745396582345	0.7138498671575156	0	-0.00304999999999999	0.00304999999999999	0	0.07135947807927773	-5.1740924476363865	-0.439315093782632	12.12447173287081	0.00932256194001935	0.11211516367378924	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.07135947807927773	FALSE	TRUE	retained_intron	RBM5	protein_coding	1.1465483350349406
ENSG00000003756	ENST00000347869	RGC	Stage_3	239.7963505751697	200.92745396582345	148.87927058735224	144.80586938279498	0.09140000000000004	0.6281	0.7195	0.6888111480507901	-0.04014877714871496	7.198957151058041	0.04326874721005442	0.8401601922418297	0.9421224950363624	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.6888111480507901	FALSE	TRUE	protein_coding	RBM5	protein_coding	0.16189983266682464
ENSG00000003756	ENST00000464087	RGC	Stage_3	239.7963505751697	200.92745396582345	58.84904785456017	26.4460095561278	-0.10115000000000002	0.2347	0.13355	0.7655813717227274	-1.1381499963847903	5.185206067706777	5.7274779003750576	0.04213074246016988	0.24172472630488273	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.7655813717227274	FALSE	TRUE	retained_intron	RBM5	protein_coding	0.11600864244183419
ENSG00000003756	ENST00000464988	RGC	Stage_3	239.7963505751697	200.92745396582345	0	0.3599096073518733	0.0018	0	0.0018	0.3529938376151384	4.196484178373388	-0.6390508063174417	5.0953243414948535	0.05643989050357685	0.27325828648412026	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.3529938376151384	FALSE	TRUE	retained_intron	RBM5	protein_coding	0.45223287623569375
ENSG00000003756	ENST00000474818	RGC	Stage_3	239.7963505751697	200.92745396582345	0.6662873812772996	0.41812742659499846	-8.500000000000001e-4	0.0031	0.00225	0.9634525245746328	-0.8656614319724036	-0.570173027915159	0.20803683703191683	0.6613510338697797	0.8469077944440828	-0.7474064098263197	7.556689971006553	10.104483704521147	0.01095862397370678	0.04302583209397732	FALSE	FALSE	FALSE	0.9634525245746328	FALSE	TRUE	retained_intron	RBM5	protein_coding	0.016169680928873133
