gene_id	isoform_id	condition_1	condition_2	gene_value_1	gene_value_2	iso_value_1	iso_value_2	dIF	IF1	IF2	isoform_switch_q_value	DTE_log2FC	DTE_logCPM	DTE_F	DTE_pval	DTE_qval	DGE_log2FC	DGE_logCPM	DGE_F	DGE_pval	DGE_qval	DTU	DTE	DGE	DTU_qval	DTE_0.5	DGE_0.5	isoform_biotype	gene_name	gene_biotype	log10DTE_qval
ENSG00000003756	ENST00000347869	RGC	Stage_1	239.7963505751697	171.3458372709756	148.87927058735224	119.69383541613657	0.06984999999999997	0.6281	0.69795	0.7772019790988446	-0.31489029507662236	7.198957151058041	2.654190413324143	0.14001257226534905	0.3979144056991332	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	0.7772019790988446	FALSE	FALSE	protein_coding	RBM5	protein_coding	0.40021033780161014
ENSG00000003756	ENST00000469838	RGC	Stage_1	239.7963505751697	171.3458372709756	22.163053905433703	26.37541103821117	0.05824999999999998	0.0936	0.15184999999999998	0.3097470177913879	0.24961898560569568	4.4862563031339064	0.1670759429797257	0.6929156755948966	0.8701486070027192	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	0.3097470177913879	FALSE	FALSE	protein_coding	RBM5	protein_coding	0.06040657072641037
ENSG00000003756	ENST00000462025	RGC	Stage_1	239.7963505751697	171.3458372709756	0.7138498671575156	0.2110531625642052	-0.00184999999999999	0.00304999999999999	0.0012	0.5937689079911247	-1.6905736107695926	-0.439315093782632	1.8727432085142888	0.2111228544235065	0.4799832340134784	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	0.5937689079911247	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.3187739324214941
ENSG00000003756	ENST00000475128	RGC	Stage_1	239.7963505751697	171.3458372709756	3.582348835860896	4.298462418768793	0.0118	0.01475	0.02655	0.8536324656747618	0.2848586238614814	2.1492145972549483	0.12581532631565204	0.7315253932319001	0.8927146876044884	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	0.8536324656747618	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.04928731983226917
ENSG00000003756	ENST00000479275	RGC	Stage_1	239.7963505751697	171.3458372709756	0.07923888130394714	0.2082824925888142	9e-4	3.5e-4	0.00125	0.8484193292477921	0.7768296632981616	0.6535285293487592	0.13445985494670817	0.7228898480292445	0.8879850112366817	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	0.8484193292477921	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.05159436484317636
ENSG00000003756	ENST00000471995	RGC	Stage_1	239.7963505751697	171.3458372709756	3.0447178661832983	1.9171077155351828	-0.00179999999999999	0.01385	0.01205	1	-0.7341705020157366	0.9954227598755658	0.2277695182637692	0.6453165839104518	0.8404542503975936	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	1	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.07548592213008715
ENSG00000003756	ENST00000474818	RGC	Stage_1	239.7963505751697	171.3458372709756	0.6662873812772996	1.3353718286096266e-6	-0.0031	0.0031	0	0.48657528726715527	-5.262870573723445	-0.570173027915159	4.529656531124422	0.06860317315197724	0.2897563349183847	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	0.48657528726715527	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.5379670603168333
ENSG00000003756	ENST00000464087	RGC	Stage_1	239.7963505751697	171.3458372709756	58.84904785456017	18.442992044243837	-0.12670000000000003	0.2347	0.108	0.5600668653771866	-1.6575904071779888	5.185206067706777	11.78441070185091	0.00824564020975851	0.09994945769521868	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	0.5600668653771866	FALSE	FALSE	retained_intron	RBM5	protein_coding	1.0002195579301862
ENSG00000003756	ENST00000464988	RGC	Stage_1	239.7963505751697	171.3458372709756	0	0.13334682256915523	7.999999999999999e-4	0	7.999999999999999e-4	0.705888687128922	2.891988628761687	-0.6390508063174417	2.490928888365231	0.18839103970132903	0.454611625807093	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	0.705888687128922	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.3423594622333354
ENSG00000003756	ENST00000492472	RGC	Stage_1	239.7963505751697	171.3458372709756	1.818535396040601	0.06534482498601166	-0.0081	0.00845	3.5e-4	0.6102362551860938	-4.519540649900979	0.10314418642223425	3.770274493971895	0.08627467748231644	0.3220871945485824	-0.6572357308297675	7.556689971006553	7.820629575695717	0.02048356328178433	0.06073726128537401	FALSE	FALSE	FALSE	0.6102362551860938	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.49202654139403257
ENSG00000004487	ENST00000690391	RGC	Stage_1	366.98339246747423	250.12510951929735	4.090050518226404	2.6364126981328884	-6.500000000000013e-4	0.0111	0.01045	0.9156038195351512	-0.7054917459197547	1.433490012274354	0.2791283417991802	0.6109018646335205	0.8174019445859332	-1.1050351647528147	9.228876763338846	6.993359575017734	0.02632605635350016	0.07206710547449925	FALSE	FALSE	FALSE	0.9156038195351512	FALSE	FALSE	retained_intron	KDM1A	protein_coding	0.08756433344368662
ENSG00000004487	ENST00000690627	RGC	Stage_1	366.98339246747423	250.12510951929735	0.7468849852772134	0.9892992725331476	0.00184999999999999	0.00205	0.0039	0.919276780938805	0.19504202235684492	-0.06016349044258398	0.00829883991469796	0.9295433366836648	0.9939878857736134	-1.1050351647528147	9.228876763338846	6.993359575017734	0.02632605635350016	0.07206710547449925	FALSE	FALSE	FALSE	0.919276780938805	FALSE	FALSE	protein_coding	KDM1A	protein_coding	0.0026189085340067803
