gene_id	isoform_id	condition_1	condition_2	gene_value_1	gene_value_2	iso_value_1	iso_value_2	dIF	IF1	IF2	isoform_switch_q_value	DTE_log2FC	DTE_logCPM	DTE_F	DTE_pval	DTE_qval	DGE_log2FC	DGE_logCPM	DGE_F	DGE_pval	DGE_qval	DTU	DTE	DGE	DTU_qval	DTE_0.5	DGE_0.5	isoform_biotype	gene_name	gene_biotype	log10DTU_qval
ENSG00000003756	ENST00000462025	RGC	Stage_2	239.7963505751697	228.02602483487837	0.7138498671575156	0.6676792148597872	-1.833333333333331e-4	0.00304999999999999	0.00286666666666666	0.9709719650593368	-0.12251547363551364	-0.439315093782632	0.01252995072480791	0.9138390853138324	0.9799236879491235	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.9709719650593368	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.012793309325568453
ENSG00000003756	ENST00000464087	RGC	Stage_2	239.7963505751697	228.02602483487837	58.84904785456017	38.65018357284901	-0.06563333333333335	0.2347	0.16906666666666667	0.8909865226458549	-0.5910485023131509	5.185206067706777	1.924197963579664	0.2009825795216308	0.4969144569200194	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.8909865226458549	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.05012886519410604
ENSG00000003756	ENST00000464988	RGC	Stage_2	239.7963505751697	228.02602483487837	0	0.570843143908898	0.0025	0	0.0025	0.24894358635650152	4.8351259939348505	-0.6390508063174417	6.9882443912486485	0.03153801234481659	0.2271389531808976	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.24894358635650152	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.6038990581648256
ENSG00000003756	ENST00000474818	RGC	Stage_2	239.7963505751697	228.02602483487837	0.6662873812772996	0.23828310750921627	-0.0021	0.0031	0.001	0.83575293939742	-1.634706238157499	-0.570173027915159	0.8057442671893015	0.3975478665558281	0.6756360992955381	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.83575293939742	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.07792208729078152
ENSG00000003756	ENST00000475128	RGC	Stage_2	239.7963505751697	228.02602483487837	3.582348835860896	2.057597237432149	-0.0057833333333333304	0.01475	0.00896666666666666	0.6695919398880703	-0.7708899887552397	2.1492145972549483	1.0760319800192324	0.32843599797662865	0.6191963089912501	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.6695919398880703	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.17418978273761998
ENSG00000003756	ENST00000479275	RGC	Stage_2	239.7963505751697	228.02602483487837	0.07923888130394714	0.5330899722433575	0.00198333333333333	3.5e-4	0.00233333333333333	0.8681211004736954	2.0355788855090893	0.6535285293487592	1.053214240732436	0.33332485308013204	0.6229637973429577	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.8681211004736954	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.06141968772788128
ENSG00000003756	ENST00000492472	RGC	Stage_2	239.7963505751697	228.02602483487837	1.818535396040601	0.15065401301187978	-0.00781666666666666	0.00845	6.333333333333333e-4	0.711354155922272	-3.552490202713604	0.10314418642223425	3.2950869141401284	0.10514028173132248	0.38379965255637305	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.711354155922272	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.1479141268808091
ENSG00000003756	ENST00000347869	RGC	Stage_2	239.7963505751697	228.02602483487837	148.87927058735224	161.18886407460388	0.07899999999999996	0.6281	0.7071	0.6786230941063146	0.1144151081720518	7.198957151058041	0.4183748139031107	0.5349681562862609	0.7760547006663387	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.6786230941063146	FALSE	FALSE	protein_coding	RBM5	protein_coding	0.16837136503826852
ENSG00000003756	ENST00000469838	RGC	Stage_2	239.7963505751697	228.02602483487837	22.163053905433703	23.085128796560188	0.00789999999999999	0.0936	0.1015	0.9491771242214352	0.05758034008427854	4.4862563031339064	0.010528091834018	0.920675366068959	0.9821920942475668	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.9491771242214352	FALSE	FALSE	protein_coding	RBM5	protein_coding	0.02265273710463204
ENSG00000003756	ENST00000471995	RGC	Stage_2	239.7963505751697	228.02602483487837	3.0447178661832983	0.8837017019000203	-0.00991666666666666	0.01385	0.00393333333333333	0.7538905062667081	-1.82015175699817	0.9954227598755658	1.637414804695474	0.23478752624398755	0.5321748570429735	-0.38024529689450937	7.556689971006553	3.204389322483375	0.10646366262602266	0.2266668849960894	FALSE	FALSE	FALSE	0.7538905062667081	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.12269172571806025
ENSG00000004487	ENST00000356634	RGC	Stage_2	366.98339246747423	142.0197757939897	191.56871300231796	73.05859870081974	-0.01136666666666674	0.5217	0.5103333333333333	0.9797105298070934	-1.3920598946839997	6.84671555406701	40.01173697606547	1.816476774057517e-4	0.01326812942433493	-1.2752959611349262	9.228876763338846	11.741688033498622	0.00735201326334933	0.03441128308600488	FALSE	TRUE	TRUE	0.9797105298070934	TRUE	TRUE	protein_coding	KDM1A	protein_coding	0.008902224182876523
ENSG00000004487	ENST00000400181	RGC	Stage_2	366.98339246747423	142.0197757939897	75.13303194806552	40.70853192276952	0.08035	0.20485	0.2852	0.47144421989834806	-0.8817169245568187	5.775813423737632	13.971656347430082	0.0052156196505878	0.08796526129618798	-1.2752959611349262	9.228876763338846	11.741688033498622	0.00735201326334933	0.03441128308600488	FALSE	FALSE	TRUE	0.47144421989834806	FALSE	TRUE	protein_coding	KDM1A	protein_coding	0.3265696845245554
ENSG00000004487	ENST00000465864	RGC	Stage_2	366.98339246747423	142.0197757939897	4.347286797787277	0.5382245188769351	-0.00805	0.01185	0.0038	0.4411835853444256	-2.9379011840702347	0.9819368161163038	3.518782424240386	0.0956596645375935	0.3695186544977359	-1.2752959611349262	9.228876763338846	11.741688033498622	0.00735201326334933	0.03441128308600488	FALSE	FALSE	TRUE	0.4411835853444256	FALSE	TRUE	protein_coding	KDM1A	protein_coding	0.35538065427117943
ENSG00000004487	ENST00000602503	RGC	Stage_2	366.98339246747423	142.0197757939897	6.351538431522277	0.99729643444043925	-0.01063333333333333	0.0173	0.00666666666666666	0.6060392644869974	-2.660380369441628	1.460776351502877	5.153724295906509	0.05126471503489512	0.2850165315541975	-1.2752959611349262	9.228876763338846	11.741688033498622	0.00735201326334933	0.03441128308600488	FALSE	FALSE	TRUE	0.6060392644869974	FALSE	TRUE	retained_intron	KDM1A	protein_coding	0.21749923755380265
