gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	ensembl_gene_name
ENSG00000001167	isoComp_00331081	geneComp_00091598	ENST00000353205.5	RO_D200	RO_D45	NFYA	NA	NA	26.443260000000002	13.906179999999999	33.069645	0.7260900000000001	1.474085000000002	1.2491805072065236	NA	7.677728571428572	2.71556	12.09555	0.22216999999999995	0.39131999999999945	2.1510440428171926	NA	0.27481428571428573	0.19665	0.367	0.17035	0.0321084553486998	0.03186338912756015	NFYA
ENSG00000001167	isoComp_00331081	geneComp_00091598	ENST00000353205.5	RO_D200	RO_D45	NFYA	NA	NA	26.443260000000002	13.906179999999999	33.069645	0.7260900000000001	1.474085000000002	1.2491805072065236	NA	7.677728571428572	2.71556	12.09555	0.22216999999999995	0.39131999999999945	2.1510440428171926	NA	0.27481428571428573	0.19665	0.367	0.17035	0.0321084553486998	0.03186338912756015	NFYA
ENSG00000001167	isoComp_00331081	geneComp_00091598	ENST00000353205.5	RO_D200	RO_D45	NFYA	NA	NA	26.443260000000002	13.906179999999999	33.069645	0.7260900000000001	1.474085000000002	1.2491805072065236	NA	7.677728571428572	2.71556	12.09555	0.22216999999999995	0.39131999999999945	2.1510440428171926	NA	0.27481428571428573	0.19665	0.367	0.17035	0.0321084553486998	0.03186338912756015	NFYA
ENSG00000001167	isoComp_00331080	geneComp_00091598	ENST00000341376.11	RO_D200	RO_D45	NFYA	NA	NA	26.443260000000002	13.906179999999999	33.069645	0.7260900000000001	1.474085000000002	1.2491805072065236	NA	18.76553142857143	11.19062	20.974095	0.9482600000000002	1.8654050000000006	0.90571765060673	NA	0.7251857142857143	0.80335	0.633	-0.17035	0.03186338912756015	0.03186338912756015	NFYA
ENSG00000001167	isoComp_00331080	geneComp_00091598	ENST00000341376.11	RO_D200	RO_D45	NFYA	NA	NA	26.443260000000002	13.906179999999999	33.069645	0.7260900000000001	1.474085000000002	1.2491805072065236	NA	18.76553142857143	11.19062	20.974095	0.9482600000000002	1.8654050000000006	0.90571765060673	NA	0.7251857142857143	0.80335	0.633	-0.17035	0.03186338912756015	0.03186338912756015	NFYA
ENSG00000001167	isoComp_00331080	geneComp_00091598	ENST00000341376.11	RO_D200	RO_D45	NFYA	NA	NA	26.443260000000002	13.906179999999999	33.069645	0.7260900000000001	1.474085000000002	1.2491805072065236	NA	18.76553142857143	11.19062	20.974095	0.9482600000000002	1.8654050000000006	0.90571765060673	NA	0.7251857142857143	0.80335	0.633	-0.17035	0.03186338912756015	0.03186338912756015	NFYA
ENSG00000001460	isoComp_00331086	geneComp_00091599	ENST00000468303.5	RO_D200	RO_D45	STPG1	NA	NA	7.053837142857143	12.225285	3.36852	3.141085000000001	0.1603399999999999	-1.8565844062634327	NA	1.1257028571428571	2.5294350000000003	0.05993	0.05130499999999993	0.05993	-5.182452231438608	NA	0.12881428571428571	0.22035	0.0187	-0.20165	0.029611784425476864	0.029611784425476864	STPG1
ENSG00000001460	isoComp_00331086	geneComp_00091599	ENST00000468303.5	RO_D200	RO_D45	STPG1	NA	NA	7.053837142857143	12.225285	3.36852	3.141085000000001	0.1603399999999999	-1.8565844062634327	NA	1.1257028571428571	2.5294350000000003	0.05993	0.05130499999999993	0.05993	-5.182452231438608	NA	0.12881428571428571	0.22035	0.0187	-0.20165	0.029611784425476864	0.029611784425476864	STPG1
ENSG00000001460	isoComp_00331086	geneComp_00091599	ENST00000468303.5	RO_D200	RO_D45	STPG1	NA	NA	7.053837142857143	12.225285	3.36852	3.141085000000001	0.1603399999999999	-1.8565844062634327	NA	1.1257028571428571	2.5294350000000003	0.05993	0.05130499999999993	0.05993	-5.182452231438608	NA	0.12881428571428571	0.22035	0.0187	-0.20165	0.029611784425476864	0.029611784425476864	STPG1
ENSG00000003147	isoComp_00331305	geneComp_00091623	ENST00000402384.8	RO_D200	RO_D45	ICA1	NA	NA	4.6779085714285715	3.034585	4.383185	0.9007049999999996	0.6901849999999997	0.5290216623070294	NA	2.282872857142857	1.9733299999999998	1.13307	0.39352	0.5434999999999999	-0.7950109881258406	NA	0.4891714285714286	0.67085	0.24505	-0.42579999999999996	0.045969091327714186	0.045969091327714186	ICA1
ENSG00000003147	isoComp_00331305	geneComp_00091623	ENST00000402384.8	RO_D200	RO_D45	ICA1	NA	NA	4.6779085714285715	3.034585	4.383185	0.9007049999999996	0.6901849999999997	0.5290216623070294	NA	2.282872857142857	1.9733299999999998	1.13307	0.39352	0.5434999999999999	-0.7950109881258406	NA	0.4891714285714286	0.67085	0.24505	-0.42579999999999996	0.045969091327714186	0.045969091327714186	ICA1
ENSG00000003147	isoComp_00331305	geneComp_00091623	ENST00000402384.8	RO_D200	RO_D45	ICA1	NA	NA	4.6779085714285715	3.034585	4.383185	0.9007049999999996	0.6901849999999997	0.5290216623070294	NA	2.282872857142857	1.9733299999999998	1.13307	0.39352	0.5434999999999999	-0.7950109881258406	NA	0.4891714285714286	0.67085	0.24505	-0.42579999999999996	0.045969091327714186	0.045969091327714186	ICA1
ENSG00000003249	isoComp_00331316	geneComp_00091624	ENST00000392973.8	RO_D200	RO_D45	DBNDD1	NA	NA	7.860211428571429	5.53276	10.6987	1.7223999999999997	1.835519999999999	0.9501069066270227	NA	0.16864142857142858	0.51398	0	0.18056000000000003	0	-5.711439840902991	NA	0.038014285714285716	0.11415	0	-0.11415	0.036712802325713875	0.036712802325713875	DBNDD1
ENSG00000003249	isoComp_00331316	geneComp_00091624	ENST00000392973.8	RO_D200	RO_D45	DBNDD1	NA	NA	7.860211428571429	5.53276	10.6987	1.7223999999999997	1.835519999999999	0.9501069066270227	NA	0.16864142857142858	0.51398	0	0.18056000000000003	0	-5.711439840902991	NA	0.038014285714285716	0.11415	0	-0.11415	0.036712802325713875	0.036712802325713875	DBNDD1
ENSG00000003249	isoComp_00331316	geneComp_00091624	ENST00000392973.8	RO_D200	RO_D45	DBNDD1	NA	NA	7.860211428571429	5.53276	10.6987	1.7223999999999997	1.835519999999999	0.9501069066270227	NA	0.16864142857142858	0.51398	0	0.18056000000000003	0	-5.711439840902991	NA	0.038014285714285716	0.11415	0	-0.11415	0.036712802325713875	0.036712802325713875	DBNDD1
