gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	ensembl_gene_name
ENSG00000008324	isoComp_00332778	geneComp_00091795	ENST00000011691.6	RO_D200	RO_D45	SS18L2	NA	NA	34.46062857142857	26.99304	37.478895	0.3205299999999997	0.025444999999997716	0.4733414673388717	NA	14.120265714285713	26.874625	2.60242	0.33408499999999997	2.08276	-3.3633225849238575	NA	0.45302857142857145	0.9956499999999999	0.0694	-0.9262499999999999	3.5113467471001066e-8	3.5113467471001066e-8	SS18L2
ENSG00000008324	isoComp_00332778	geneComp_00091795	ENST00000011691.6	RO_D200	RO_D45	SS18L2	NA	NA	34.46062857142857	26.99304	37.478895	0.3205299999999997	0.025444999999997716	0.4733414673388717	NA	14.120265714285713	26.874625	2.60242	0.33408499999999997	2.08276	-3.3633225849238575	NA	0.45302857142857145	0.9956499999999999	0.0694	-0.9262499999999999	3.5113467471001066e-8	3.5113467471001066e-8	SS18L2
ENSG00000008324	isoComp_00332778	geneComp_00091795	ENST00000011691.6	RO_D200	RO_D45	SS18L2	NA	NA	34.46062857142857	26.99304	37.478895	0.3205299999999997	0.025444999999997716	0.4733414673388717	NA	14.120265714285713	26.874625	2.60242	0.33408499999999997	2.08276	-3.3633225849238575	NA	0.45302857142857145	0.9956499999999999	0.0694	-0.9262499999999999	3.5113467471001066e-8	3.5113467471001066e-8	SS18L2
ENSG00000008324	isoComp_00332779	geneComp_00091795	ENST00000447630.5	RO_D200	RO_D45	SS18L2	NA	NA	34.46062857142857	26.99304	37.478895	0.3205299999999997	0.025444999999997716	0.4733414673388717	NA	20.323705714285715	0.11841499999999999	34.876475	0.013555000000000003	2.0573150000000022	8.085710290089292	NA	0.5465142857142857	0.00435	0.9306	0.92625	3.5113467471001066e-8	3.5113467471001066e-8	SS18L2
ENSG00000008324	isoComp_00332779	geneComp_00091795	ENST00000447630.5	RO_D200	RO_D45	SS18L2	NA	NA	34.46062857142857	26.99304	37.478895	0.3205299999999997	0.025444999999997716	0.4733414673388717	NA	20.323705714285715	0.11841499999999999	34.876475	0.013555000000000003	2.0573150000000022	8.085710290089292	NA	0.5465142857142857	0.00435	0.9306	0.92625	3.5113467471001066e-8	3.5113467471001066e-8	SS18L2
ENSG00000008324	isoComp_00332779	geneComp_00091795	ENST00000447630.5	RO_D200	RO_D45	SS18L2	NA	NA	34.46062857142857	26.99304	37.478895	0.3205299999999997	0.025444999999997716	0.4733414673388717	NA	20.323705714285715	0.11841499999999999	34.876475	0.013555000000000003	2.0573150000000022	8.085710290089292	NA	0.5465142857142857	0.00435	0.9306	0.92625	3.5113467471001066e-8	3.5113467471001066e-8	SS18L2
ENSG00000035664	isoComp_00335268	geneComp_00092096	ENST00000457488.6	RO_D200	RO_D45	DAPK2	NA	NA	2.0408385714285715	1.7295550000000002	2.8163850000000004	0.14438499999999996	1.6972550000000002	0.7002397040135808	NA	0.7605657142857143	0.052055	1.708085	0.05205499999999999	0.9104749999999999	4.791110145165842	NA	0.346	0.03285	0.6464	0.6135499999999999	4.401172378207806e-5	4.401172378207806e-5	DAPK2
ENSG00000035664	isoComp_00335268	geneComp_00092096	ENST00000457488.6	RO_D200	RO_D45	DAPK2	NA	NA	2.0408385714285715	1.7295550000000002	2.8163850000000004	0.14438499999999996	1.6972550000000002	0.7002397040135808	NA	0.7605657142857143	0.052055	1.708085	0.05205499999999999	0.9104749999999999	4.791110145165842	NA	0.346	0.03285	0.6464	0.6135499999999999	4.401172378207806e-5	4.401172378207806e-5	DAPK2
ENSG00000035664	isoComp_00335268	geneComp_00092096	ENST00000457488.6	RO_D200	RO_D45	DAPK2	NA	NA	2.0408385714285715	1.7295550000000002	2.8163850000000004	0.14438499999999996	1.6972550000000002	0.7002397040135808	NA	0.7605657142857143	0.052055	1.708085	0.05205499999999999	0.9104749999999999	4.791110145165842	NA	0.346	0.03285	0.6464	0.6135499999999999	4.401172378207806e-5	4.401172378207806e-5	DAPK2
ENSG00000055211	isoComp_00337125	geneComp_00092322	ENST00000367419.10	RO_D200	RO_D45	GINM1	NA	NA	25.43828	28.970745	23.374389999999998	2.6105649999999994	1.7379300000000002	-0.3095488869086029	NA	11.488001428571428	27.977255	0	1.6170749999999996	0	-11.45055427846503	NA	0.4271	0.96855	0	-0.96855	0.01020878871220009	0.01020878871220009	GINM1
ENSG00000055211	isoComp_00337125	geneComp_00092322	ENST00000367419.10	RO_D200	RO_D45	GINM1	NA	NA	25.43828	28.970745	23.374389999999998	2.6105649999999994	1.7379300000000002	-0.3095488869086029	NA	11.488001428571428	27.977255	0	1.6170749999999996	0	-11.45055427846503	NA	0.4271	0.96855	0	-0.96855	0.01020878871220009	0.01020878871220009	GINM1
ENSG00000055211	isoComp_00337125	geneComp_00092322	ENST00000367419.10	RO_D200	RO_D45	GINM1	NA	NA	25.43828	28.970745	23.374389999999998	2.6105649999999994	1.7379300000000002	-0.3095488869086029	NA	11.488001428571428	27.977255	0	1.6170749999999996	0	-11.45055427846503	NA	0.4271	0.96855	0	-0.96855	0.01020878871220009	0.01020878871220009	GINM1
ENSG00000055211	isoComp_00337127	geneComp_00092322	ENST00000650599.1	RO_D200	RO_D45	GINM1	NA	NA	25.43828	28.970745	23.374389999999998	2.6105649999999994	1.7379300000000002	-0.3095488869086029	NA	13.91180857142857	0.99349	23.374389999999998	0.99349	1.7379300000000002	4.542447650316185	NA	0.5713142857142857	0.03145	1	0.96855	0.010224107279880443	0.01020878871220009	GINM1
ENSG00000055211	isoComp_00337127	geneComp_00092322	ENST00000650599.1	RO_D200	RO_D45	GINM1	NA	NA	25.43828	28.970745	23.374389999999998	2.6105649999999994	1.7379300000000002	-0.3095488869086029	NA	13.91180857142857	0.99349	23.374389999999998	0.99349	1.7379300000000002	4.542447650316185	NA	0.5713142857142857	0.03145	1	0.96855	0.010224107279880443	0.01020878871220009	GINM1
ENSG00000055211	isoComp_00337127	geneComp_00092322	ENST00000650599.1	RO_D200	RO_D45	GINM1	NA	NA	25.43828	28.970745	23.374389999999998	2.6105649999999994	1.7379300000000002	-0.3095488869086029	NA	13.91180857142857	0.99349	23.374389999999998	0.99349	1.7379300000000002	4.542447650316185	NA	0.5713142857142857	0.03145	1	0.96855	0.010224107279880443	0.01020878871220009	GINM1
ENSG00000063587	isoComp_00338068	geneComp_00092437	ENST00000650114.2	RO_D200	RO_D45	ZNF275	NA	NA	10.539677142857142	11.641185	8.9566	1.7717249999999998	0.6678899999999999	-0.3778437479868735	NA	7.683374285714286	4.7741	8.654605	3.06417	0.8354550000000001	0.8568864357483874	NA	0.7478428571428571	0.46085	0.96465	0.5038	0.18183851172170498	0.017457600989013413	ZNF275
