gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype
ENSG00000129673	ENSG00000129673.10	5.25885671291981	4.86077372701	343.296591785705	4.37997001851636e-08	0.000124555397401559	AANAT	protein_coding
ENSG00000159217	ENSG00000159217.10	-3.06296548397742	7.1733000222513	346.273138094008	4.22791932184815e-08	0.000124555397401559	IGF2BP1	protein_coding
ENSG00000221869	ENSG00000221869.5	4.71692374321925	4.8543251966842	354.195577370395	3.85395180492552e-08	0.000124555397401559	CEBPD	protein_coding
ENSG00000278677	ENSG00000278677.2	-5.9012235645688	5.98216055126931	456.117326079923	1.36474776281672e-08	0.000124555397401559	H2AC17	protein_coding
ENSG00000118985	ENSG00000118985.16	-2.80881097936911	5.78075036349814	295.902585555917	8.03643081408833e-08	0.000130831749787795	ELL2	protein_coding
ENSG00000139445	ENSG00000139445.18	-5.43759850957352	5.71958152852464	313.83073038848	6.32125994765163e-08	0.000130831749787795	FOXN4	protein_coding
ENSG00000149948	ENSG00000149948.14	-4.45558295947883	5.88110240021808	295.769532354445	8.05118460232586e-08	0.000130831749787795	HMGA2	protein_coding
ENSG00000100504	ENSG00000100504.17	3.29618014641555	5.75729466336167	246.815873183747	1.68097789262148e-07	0.000137221701864554	PYGL	protein_coding
ENSG00000104888	ENSG00000104888.10	5.29770470167047	6.51754166345419	225.078672564738	2.87024485793907e-07	0.000137221701864554	SLC17A7	protein_coding
ENSG00000111837	ENSG00000111837.12	4.82001144070725	6.28227369854193	236.524959726929	2.11247713443798e-07	0.000137221701864554	MAK	protein_coding
ENSG00000112041	ENSG00000112041.13	6.06067982023301	6.25793240801507	231.380662059336	2.54509338323792e-07	0.000137221701864554	TULP1	protein_coding
ENSG00000120500	ENSG00000120500.19	8.95698414744636	6.52454281916787	303.080474526072	1.15969133027016e-07	0.000137221701864554	ARR3	protein_coding
ENSG00000130203	ENSG00000130203.10	2.67653010655473	7.94240344331974	244.704619905697	1.74060786371008e-07	0.000137221701864554	APOE	protein_coding
ENSG00000139053	ENSG00000139053.3	9.12641649302336	9.02882669147693	296.215656092239	1.77130579727401e-07	0.000137221701864554	PDE6H	protein_coding
ENSG00000139292	ENSG00000139292.13	-5.04462237493387	4.89836290325659	221.842106563573	2.58981676708195e-07	0.000137221701864554	LGR5	protein_coding
ENSG00000141750	ENSG00000141750.7	5.8316118706844	5.5323451686943	218.947488537532	2.88309743627737e-07	0.000137221701864554	STAC2	protein_coding
ENSG00000149489	ENSG00000149489.9	6.81709574773664	6.96279439669011	264.656269611383	2.4442937033559e-07	0.000137221701864554	ROM1	protein_coding
ENSG00000168309	ENSG00000168309.18	5.1573599071716	6.14393072346644	247.928541861467	1.73398940952041e-07	0.000137221701864554	FAM107A	protein_coding
ENSG00000176890	ENSG00000176890.16	-2.48773202500434	7.90924513284692	241.165464436779	1.84656814953175e-07	0.000137221701864554	TYMS	protein_coding
ENSG00000197409	ENSG00000197409.8	-4.63024505596494	5.70045190081199	225.065120192153	2.44301321093428e-07	0.000137221701864554	H3C4	protein_coding
ENSG00000209582	ENSG00000209582.1	-7.1146037251417	8.35401117861035	256.570631385121	2.78547423710765e-07	0.000137221701864554	SNORA48	snoRNA
ENSG00000226950	ENSG00000226950.8	-2.11722581082189	7.07433701932971	233.439162005345	2.1071040188897e-07	0.000137221701864554	DANCR	lncRNA
ENSG00000272398	ENSG00000272398.6	-3.26661212908442	7.66015687541462	229.896930990442	2.24172703040382e-07	0.000137221701864554	CD24	protein_coding
ENSG00000286522	ENSG00000286522.2	-5.24976324247576	4.78233379912302	215.808763557804	2.89522711626311e-07	0.000137221701864554	H3C2	protein_coding
ENSG00000074219	ENSG00000074219.14	-2.86601156205729	6.08811465477021	211.08737882337	3.16584634458501e-07	0.000144046008678618	TEAD2	protein_coding
