gene_id	ensembl_gene_name	isoform_id	logFC	FDR	isoform_switch_q_value	dIF
ENSG00000000003	TSPAN6	BambuTx629	1.52681757940632	0.0224581816785373	4.285158707093418e-9	0.31495000000000006
ENSG00000000003	TSPAN6	ENST00000373020.9	1.52681757940632	0.0224581816785373	3.625889794250116e-9	-0.3125499999999999
ENSG00000008405	CRY1	ENST00000008527.10	0.950642653945921	0.0499032753380349	0.03231994474240334	0.3096
ENSG00000015475	BID	ENST00000622694.5	-1.09840953731576	0.0413283288638924	4.195865092884888e-6	-0.2782
ENSG00000026652	AGPAT4	ENST00000320285.9	-1.36404340833985	0.0381609015372967	0.02990370993854412	-0.2017
ENSG00000026652	AGPAT4	ENST00000366911.9	-1.36404340833985	0.0381609015372967	0.04252862004476372	0.30165000000000003
ENSG00000046653	GPM6B	BambuTx558	-0.945277983737361	0.0437328549355121	1.4010469398777247e-4	0.26375000000000004
ENSG00000046653	GPM6B	ENST00000454189.7	-0.945277983737361	0.0437328549355121	7.869840944630507e-11	-0.34215000000000007
ENSG00000050165	DKK3	ENST00000326932.8	1.42428973288913	0.0289576182002661	4.3136571718574325e-06	0.28609999999999997
ENSG00000050767	COL23A1	ENST00000679896.1	2.10481322124528	0.0249845861921695	0.0228566320092259	-0.28784999999999994
ENSG00000057935	MTA3	ENST00000405094.2	1.15275095070411	0.0290091330228369	1.407764421225672e-7	0.59825
ENSG00000057935	MTA3	ENST00000407270.7	1.15275095070411	0.0290091330228369	1.2055687461285983e-9	-0.4525
ENSG00000057935	MTA3	ENST00000482875.5	1.15275095070411	0.0290091330228369	0.01680942384072179	-0.22750000000000004
ENSG00000064666	CNN2	ENST00000348419.7	1.4954452128753	0.0260071921506581	2.320609313789488e-4	0.13035
ENSG00000066629	EML1	ENST00000262233.11	1.4426549778517	0.0367196081512348	0.00233242720891217	-0.27180000000000004
ENSG00000066629	EML1	ENST00000334192.8	1.4426549778517	0.0367196081512348	0.01759549195828782	0.2086
ENSG00000067191	CACNB1	ENST00000394303.8	-1.27016257404477	0.0391858260934306	0.03797528499119782	0.5396000000000001
ENSG00000070214	SLC44A1	ENST00000374720.8	1.38310143672913	0.0248824260926642	2.0642976247498424e-4	-0.18005000000000004
ENSG00000071054	MAP4K4	ENST00000413150.6	-2.2403786961097	0.0246771477594353	2.8015284965522873e-6	-0.16870000000000002
ENSG00000073803	MAP3K13	ENST00000265026.8	-1.21889702932569	0.0247853881327543	2.7306456640196205e-5	0.2831000000000001
ENSG00000073803	MAP3K13	ENST00000448876.5	-1.21889702932569	0.0247853881327543	2.3218975522843495e-5	-0.2733500000000001
ENSG00000075043	KCNQ2	ENST00000626839.2	-1.74982111764045	0.0386760142144869	0.0148620647627412	0.3731
ENSG00000075043	KCNQ2	ENST00000344425.8	-1.74982111764045	0.0386760142144869	0.03505188083831731	-0.39235
ENSG00000075275	CELSR1	ENST00000674500.2	2.32060211309319	0.0212976756321741	0.02070821590508419	-0.32925
ENSG00000075420	FNDC3B	ENST00000336824.8	3.02729756926777	0.008153381835041	0.00209538567675159	-0.2325
ENSG00000075702	WDR62	ENST00000680211.1	2.64668905544564	0.0149187699841164	0.00233242720891217	0.62815
ENSG00000076554	TPD52	ENST00000518937.6	-1.76722863169172	0.0281888227799993	1.432278116262477e-7	0.5683499999999999
ENSG00000076554	TPD52	ENST00000379096.9	-1.76722863169172	0.0281888227799993	8.763352538190852e-6	-0.5369
ENSG00000077279	DCX	ENST00000371993.7	-3.49647687093236	0.0108898327983648	0.02042294439225459	-0.25175000000000003
ENSG00000078018	MAP2	ENST00000360351.8	-2.4509680625082	0.0223463988815498	0.03315532507123729	0.10375
ENSG00000079841	RIMS1	ENST00000524197.1	-1.40491970431705	0.0320955650926609	0.00803886715425466	-0.10515
ENSG00000079841	RIMS1	ENST00000697193.1	-1.40491970431705	0.0320955650926609	9.287167455633882e-5	0.31055
ENSG00000079841	RIMS1	ENST00000521978.6	-1.40491970431705	0.0320955650926609	0.00178408837734151	-0.1252
ENSG00000083857	FAT1	ENST00000509647.1	1.71956463488064	0.0125524083014569	1.3738946198726072e-9	-0.31270000000000003
ENSG00000083857	FAT1	ENST00000441802.7	1.71956463488064	0.0125524083014569	1.5902725872250535e-5	0.2763
ENSG00000084093	REST	ENST00000309042.12	4.14376454318321	0.008153381835041	5.724026817140937e-9	-0.7414999999999999
ENSG00000086696	HSD17B2	ENST00000199936.9	5.7046870618942	0.0173587683290437	7.832562818866875e-5	-0.47305
ENSG00000086696	HSD17B2	ENST00000566838.2	5.7046870618942	0.0173587683290437	3.049193051528763e-4	0.42535
ENSG00000090989	EXOC1	ENST00000349598.6	-1.13914678084003	0.037649863250751	5.906079658492842e-9	-0.27235
ENSG00000091428	RAPGEF4	ENST00000397087.7	-1.79716293952011	0.04805356191517	0.0038313650189679	-0.471
ENSG00000091972	CD200	ENST00000315711.12	-1.66065703657041	0.0230062910818603	0.02465036047899869	0.20985
ENSG00000091972	CD200	ENST00000478595.1	-1.66065703657041	0.0230062910818603	0.00459083626942675	-0.2216
ENSG00000104093	DMXL2	ENST00000251076.9	-1.14716550039977	0.0495167516724931	0.01008630645377409	0.42175
ENSG00000104093	DMXL2	ENST00000560891.6	-1.14716550039977	0.0495167516724931	4.0430929719709164e-14	-0.25934999999999997
ENSG00000105379	ETFB	ENST00000309244.9	-1.38533375463234	0.0223580971349044	9.00397504809661e-39	-0.5003
ENSG00000105379	ETFB	ENST00000354232.8	-1.38533375463234	0.0223580971349044	9.00397504809661e-39	0.49915
