gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	condition_1	condition_2
ENSG00000139445	ENSG00000139445.18	-3.978901887516315	6.272642182641383	262.06201174774793	3.3778227261414985e-7	0.001974587091641162	FOXN4	protein_coding	Stage_2	Stage_3
ENSG00000169085	ENSG00000169085.14	-3.62047828882113	6.384019725536313	329.9187467827839	1.4272889164240417e-7	0.001974587091641162	VXN	protein_coding	Stage_2	Stage_3
ENSG00000187416	ENSG00000187416.13	4.590168121974664	5.0725927125370935	259.7666528089203	3.490519872089733e-7	0.001974587091641162	LHFPL3	protein_coding	Stage_2	Stage_3
ENSG00000011347	ENSG00000011347.10	-2.726267934902235	7.136206667208506	133.60798555414368	4.0604123404963134e-6	0.002973471866400101	SYT7	protein_coding	Stage_2	Stage_3
ENSG00000047617	ENSG00000047617.17	3.369322182228588	6.762802772902803	141.6258591685248	3.2828908110802616e-6	0.002973471866400101	ANO2	protein_coding	Stage_2	Stage_3
ENSG00000070729	ENSG00000070729.14	5.048704308202079	6.263554830868915	185.11815549963967	1.2276292959528877e-6	0.002973471866400101	CNGB1	protein_coding	Stage_2	Stage_3
ENSG00000095777	ENSG00000095777.17	2.3654635119245184	6.748858451874276	144.28151894086494	3.0674463146936985e-6	0.002973471866400101	MYO3A	protein_coding	Stage_2	Stage_3
ENSG00000104237	ENSG00000104237.11	4.458120846166729	7.139864103645655	181.98576154389175	1.3074433651175703e-6	0.002973471866400101	RP1	protein_coding	Stage_2	Stage_3
ENSG00000111249	ENSG00000111249.14	-3.5203601829974467	7.035683055888431	162.7713833231759	1.97176462726937e-6	0.002973471866400101	CUX2	protein_coding	Stage_2	Stage_3
ENSG00000114349	ENSG00000114349.10	6.4523585370622785	6.253488451233854	156.65381517595307	2.2695226152670903e-6	0.002973471866400101	GNAT1	protein_coding	Stage_2	Stage_3
ENSG00000116016	ENSG00000116016.14	3.7040818774103457	5.154930184013132	131.69302887454657	4.279545973300296e-6	0.002973471866400101	EPAS1	protein_coding	Stage_2	Stage_3
ENSG00000118985	ENSG00000118985.16	-1.7323006523260909	6.524658958263578	134.21596197510763	3.993813054399761e-6	0.002973471866400101	ELL2	protein_coding	Stage_2	Stage_3
ENSG00000120500	ENSG00000120500.19	2.9820914511827086	5.825427050662315	195.35493661830094	1.0061973782467219e-6	0.002973471866400101	ARR3	protein_coding	Stage_2	Stage_3
ENSG00000130203	ENSG00000130203.10	2.1794107805782312	7.147457401118342	134.7379893925004	3.937724806723079e-6	0.002973471866400101	APOE	protein_coding	Stage_2	Stage_3
ENSG00000130208	ENSG00000130208.10	3.8028597572394465	4.479203642510466	142.2294494705373	3.2322887955786646e-6	0.002973471866400101	APOC1	protein_coding	Stage_2	Stage_3
ENSG00000130561	ENSG00000130561.17	6.767122721871243	5.6413763598968	130.8542229072441	4.3802248930530035e-6	0.002973471866400101	SAG	protein_coding	Stage_2	Stage_3
ENSG00000135245	ENSG00000135245.10	-3.167074844295037	5.872354000929785	168.538368703171	1.7348459712481261e-6	0.002973471866400101	HILPDA	protein_coding	Stage_2	Stage_3
ENSG00000137766	ENSG00000137766.18	3.023161118819932	3.894326835028154	134.58179205057436	3.9544023882551394e-6	0.002973471866400101	UNC13C	protein_coding	Stage_2	Stage_3
ENSG00000149489	ENSG00000149489.9	4.289597128810593	6.086065172092077	157.6949055044792	2.2150332309273605e-6	0.002973471866400101	ROM1	protein_coding	Stage_2	Stage_3
ENSG00000156194	ENSG00000156194.19	6.674243128539918	4.641670740701265	145.55810624905942	2.970229338494595e-6	0.002973471866400101	PPEF2	protein_coding	Stage_2	Stage_3
ENSG00000174788	ENSG00000174788.10	5.164444347924091	2.9929119828507162	136.2465047239801	3.7811343436954457e-6	0.002973471866400101	PCP2	protein_coding	Stage_2	Stage_3
ENSG00000179774	ENSG00000179774.9	-5.244505137720027	6.902965795522388	145.30828477925107	2.9889449597275403e-6	0.002973471866400101	ATOH7	protein_coding	Stage_2	Stage_3
ENSG00000182667	ENSG00000182667.15	2.4849493383717993	6.299835190605632	156.78789492618372	2.2624109204940247e-6	0.002973471866400101	NTM	protein_coding	Stage_2	Stage_3
ENSG00000184144	ENSG00000184144.12	-4.363830330548737	6.692840384162838	135.34831800143323	3.873402858577772e-6	0.002973471866400101	CNTN2	protein_coding	Stage_2	Stage_3
ENSG00000272398	ENSG00000272398.6	-2.972894294280424	7.17033553218144	173.24729213576137	1.5674948836782288e-6	0.002973471866400101	CD24	protein_coding	Stage_2	Stage_3
ENSG00000211445	ENSG00000211445.13	4.983389972768285	7.266522722493902	127.2766614328722	4.844740573408449e-6	0.003162311241204415	GPX3	protein_coding	Stage_2	Stage_3
ENSG00000167371	ENSG00000167371.21	-1.7874061900764502	6.436255182733952	124.79636348204909	5.203672498976138e-6	0.003270797258523113	PRRT2	protein_coding	Stage_2	Stage_3
ENSG00000079215	ENSG00000079215.15	2.469675244334158	5.898418436893735	117.35436949384045	6.5024948772943185e-6	0.0033445337637267422	SLC1A3	protein_coding	Stage_2	Stage_3
ENSG00000079819	ENSG00000079819.20	1.6934105860851556	8.060629475246643	118.05619148612709	6.363699079015465e-6	0.0033445337637267422	EPB41L2	protein_coding	Stage_2	Stage_3
ENSG00000080608	ENSG00000080608.10	2.1063190237734823	6.746476856120698	117.45556457146989	6.482248082347339e-6	0.0033445337637267422	PUM3	protein_coding	Stage_2	Stage_3
ENSG00000144834	ENSG00000144834.14	-2.1730121168405816	6.523685541130729	121.92294115644242	5.662511647101565e-6	0.0033445337637267422	TAGLN3	protein_coding	Stage_2	Stage_3
ENSG00000165521	ENSG00000165521.16	1.4970132596142625	5.623242116215042	117.97316285126999	6.37992306319101e-6	0.0033445337637267422	EML5	protein_coding	Stage_2	Stage_3
ENSG00000183826	ENSG00000183826.19	2.0767678523471114	6.348057153130671	115.63552923746838	6.858904448449605e-6	0.0033445337637267422	BTBD9	protein_coding	Stage_2	Stage_3
ENSG00000204152	ENSG00000204152.14	2.8495752232726406	4.910403539660365	116.15847230636764	6.74791757412059e-6	0.0033445337637267422	TIMM23B	protein_coding	Stage_2	Stage_3
ENSG00000269955	ENSG00000269955.2	4.838931829004301	3.2572541625213756	115.4558419939126	6.897571252750926e-6	0.0033445337637267422	FMC1-LUC7L2	protein_coding	Stage_2	Stage_3
ENSG00000107679	ENSG00000107679.15	-2.301741879395639	8.1321119216557	112.68253146244568	7.53077534389383e-6	0.00355013301003395	PLEKHA1	protein_coding	Stage_2	Stage_3
