gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	PTC	ensembl_gene_name.x	ensembl_gene_name.y	ensembl_gene_name	gene_name	neg_log_10_q
novel_gene_chrM_99995	isoComp_00175433	geneComp_00058571	transcript100701.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	1065.94622529363	986.8660371356777	1188.3111330681581	20.493291078279242	169.8741520242393	0.26798398189579065	NA	0.25912857142857143	0.2694	0.3077	0.0383	1	1.098317383102467e-4	NA	NA	NA	NA	NA	-0
novel_gene_chrM_99995	isoComp_00175434	geneComp_00058571	transcript101511.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	758.9768415318898	685.52877357754	73.8092264493093	113.51214303161686	19.235700031172037	-3.215169741307654	NA	0.17437142857142857	0.18605	0.01865	-0.1674	1.098317383102467e-4	1.098317383102467e-4	NA	NA	NA	NA	NA	3.959272142752501
novel_gene_chrM_99995	isoComp_00175435	geneComp_00058571	transcript101863.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	103.69325362721116	77.65622144873154	78.11573567844685	15.988435414242069	23.952220122948326	0.008510591113114065	NA	0.02435714285714286	0.02135	0.0195	-0.001850000000000001	1	1.098317383102467e-4	NA	NA	NA	NA	NA	-0
novel_gene_chrM_99995	isoComp_00175442	geneComp_00058571	transcript102223.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	55.49073414452139	62.4122413973449	26.360197760298462	11.496618272902703	3.0131016152724683	-1.2431517705120743	NA	0.013257142857142856	0.01715	0.00685	-0.010299999999999998	1	1.098317383102467e-4	NA	NA	NA	NA	NA	-0
novel_gene_chrM_99995	isoComp_00175443	geneComp_00058571	transcript102255.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	84.95638136946907	51.4298600713081	145.62924696448533	5.984399957472173	8.8697994710526	1.501440563073365	NA	0.021342857142857143	0.014	0.03935	0.025350000000000004	1	1.098317383102467e-4	NA	NA	NA	NA	NA	-0
novel_gene_chrM_99995	isoComp_00175445	geneComp_00058571	transcript102430.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	264.4053609138103	250.96001196870526	183.81745213284813	1.334209612526024	132.70744287225253	-0.44916275937976663	NA	0.060771428571428573	0.06845	0.04175	-0.026699999999999995	1	1.098317383102467e-4	NA	NA	NA	NA	NA	-0
novel_gene_chrM_99995	isoComp_00175447	geneComp_00058571	transcript95935.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	194.71355232631237	180.03895859910386	190.9176321251946	2.087254322986851	4.149145376607577	0.08463665780383141	NA	0.04751428571428571	0.0491	0.05115	0.002050000000000003	1	1.098317383102467e-4	NA	NA	NA	NA	NA	-0
novel_gene_chrM_99995	isoComp_00175448	geneComp_00058571	transcript97053.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	95.49849101793569	85.02473738727201	116.45142987542921	9.766079036838015	8.80714424399595	0.45372801740920976	NA	0.023457142857142857	0.023100000000000002	0.030600000000000002	0.0075	1	1.098317383102467e-4	NA	NA	NA	NA	NA	-0
novel_gene_chrM_99995	isoComp_00175451	geneComp_00058571	transcript98713.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	105.07077596620894	106.71704167592341	67.88507678620428	13.960493763215432	1.9309141212125311	-0.652546890892996	NA	0.025285714285714286	0.02925	0.018000000000000002	-0.01125	1	1.098317383102467e-4	NA	NA	NA	NA	NA	-0
novel_gene_chrM_99995	isoComp_00175452	geneComp_00058571	transcript98877.chrM.nnic	RO_D100	RO_D45	NA	NA	4181.304203379047	3669.1459272481934	3914.9325125275955	115.73025445250778	808.8704427142038	0.09354290721181925	NA	435.52535117956717	491.78560500693794	248.7074674481788	16.781430751001945	30.456792575016863	-0.983551010462408	NA	0.10437142857142857	0.13405	0.06470000000000001	-0.06935	1	1.098317383102467e-4	NA	NA	NA	NA	NA	-0
