gene_id	isoform_id	condition_1	condition_2	gene_value_1	gene_value_2	iso_value_1	iso_value_2	dIF	IF1	IF2	isoform_switch_q_value	DTE_log2FC	DTE_logCPM	DTE_F	DTE_pval	DTE_qval	DGE_log2FC	DGE_logCPM	DGE_F	DGE_pval	DGE_qval	DTU	DTE	DGE	DTU_qval	DTE_0.5	DGE_0.5	isoform_biotype	gene_name	gene_biotype	log10DTE_qval
ENSG00000003756	ENST00000347869	FT	RGC	213.29881907670733	247.63755938933585	181.0737379670485	153.88038247953193	-0.21594999999999984	0.84825	0.6323000000000001	0.05781106788653301	-0.235206147482871	7.41977998843593	1.42154546928391	0.287888267337224	0.613665959425693	0.233325249423779	7.80805325776634	0.925037491204032	0.372648281811654	0.566817254596875	FALSE	FALSE	FALSE	0.05781106788653301	FALSE	FALSE	protein_coding	RBM5	protein_coding	0.21206796673334882
ENSG00000003756	ENST00000464087	FT	RGC	213.29881907670733	247.63755938933585	11.878874921979136	62.198385202822706	0.1797	0.05599999999999999	0.2357	0.1576743850392087	2.36643129723697	5.24207329325442	12.7807396826805	0.0169605309991116	0.16647604597354	0.233325249423779	7.80805325776634	0.925037491204032	0.372648281811654	0.566817254596875	FALSE	FALSE	FALSE	0.1576743850392087	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.7786482477427639
ENSG00000003756	ENST00000469838	FT	RGC	213.29881907670733	247.63755938933585	13.369828467074536	22.896518665457343	0.03175	0.0625	0.09425	0.34433345033965024	0.774170080610266	4.24261593236896	5.12386259202745	0.0743344629346239	0.33053065757527	0.233325249423779	7.80805325776634	0.925037491204032	0.372648281811654	0.566817254596875	FALSE	FALSE	FALSE	0.34433345033965024	FALSE	FALSE	protein_coding	RBM5	protein_coding	0.4807882523711521
ENSG00000003756	ENST00000471995	FT	RGC	213.29881907670733	247.63755938933585	1.2460657325881634e-6	3.04454686583845	0.01394999999999999	0	0.01394999999999999	0.20576729286343323	6.74410641055663	1.13746739429712	10.6815670050743	0.0329415009197598	0.218171585528622	0.233325249423779	7.80805325776634	0.925037491204032	0.372648281811654	0.566817254596875	FALSE	FALSE	FALSE	0.20576729286343323	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.661201812188017
ENSG00000003756	ENST00000475128	FT	RGC	213.29881907670733	247.63755938933585	1.575258835066235	3.7373350161640424	0.00725	0.0076	0.01485	0.726951111219226	1.19484474690369	1.6318347996104	0.933702088541611	0.379811864908945	0.687908131785325	0.233325249423779	7.80805325776634	0.925037491204032	0.372648281811654	0.566817254596875	FALSE	FALSE	FALSE	0.726951111219226	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.16246955671027508
ENSG00000003756	ENST00000479275	FT	RGC	213.29881907670733	247.63755938933585	3.6065956116536895	0.07851307380074193	-0.0166	0.01695	3.5e-4	1.739339482482016e-4	-4.63590984123446	1.3006533095849	14.074981694954	0.0138789068326238	0.154956125129487	0.233325249423779	7.80805325776634	0.925037491204032	0.372648281811654	0.566817254596875	FALSE	FALSE	FALSE	1.739339482482016e-4	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.8097912522264934
ENSG00000003756	ENST00000492472	FT	RGC	213.29881907670733	247.63755938933585	1.7945220278195162	1.801878085720588	-1.499999999999991e-4	0.0087	0.00855	0.9941859792834824	0.168262048899716	1.31848377301971	0.00706789783286201	0.936377010757801	0.977278550517209	0.233325249423779	7.80805325776634	0.925037491204032	0.372648281811654	0.566817254596875	FALSE	FALSE	FALSE	0.9941859792834824	FALSE	FALSE	retained_intron	RBM5	protein_coding	0.009981633097343668
ENSG00000004487	ENST00000356634	FT	RGC	264.10988396414535	371.6923941502852	135.48340983781037	196.8785416423624	0.01539999999999997	0.51665	0.53205	0.9789467459207	0.540442168419314	7.40858276506888	5.14460141948958	0.0743109293255752	0.330500039886563	0.440515070573406	9.80585027467245	1.85735293963228	0.221006227458621	0.406505727858687	FALSE	FALSE	FALSE	0.9789467459207	FALSE	FALSE	protein_coding	KDM1A	protein_coding	0.4808284837652905
ENSG00000004487	ENST00000400181	FT	RGC	264.10988396414535	371.6923941502852	83.2788798867118	77.92928780612786	-0.10679999999999996	0.31589999999999996	0.2091	0.0171157802047261	-0.0995619157033103	6.36876765104183	0.14663890946583	0.71803245791218	0.889461899924875	0.440515070573406	9.80585027467245	1.85735293963228	0.221006227458621	0.406505727858687	TRUE	FALSE	FALSE	0.0171157802047261	FALSE	FALSE	protein_coding	KDM1A	protein_coding	0.050872650173388934
ENSG00000004487	ENST00000465864	FT	RGC	264.10988396414535	371.6923941502852	1.9229047765439355	4.519649919074444	0.00505	0.00705	0.0121	0.6704816343815195	1.20020016395925	1.88330833306353	1.92204992344066	0.225636582920697	0.553098127151367	0.440515070573406	9.80585027467245	1.85735293963228	0.221006227458621	0.406505727858687	FALSE	FALSE	FALSE	0.6704816343815195	FALSE	FALSE	protein_coding	KDM1A	protein_coding	0.25719781209529624
