isoform_id	gene_id	gene_name	iso_value_1	iso_value_2	IF1	IF2
ENST00000593704.1	ENSG00000012124	CD22	0.74775721420379615	0	1	NA
ENST00000593704.1	ENSG00000012124	CD22	0.74775721420379615	0	1	NA
ENST00000593704.1	ENSG00000012124	CD22	0.74775721420379615	0	1	NA
transcript66269.chr20.nic	ENSG00000019186	CYP24A1	0.2918969516405427	0	1	NA
ENST00000216862.8	ENSG00000019186	CYP24A1	1.7971760376174945e-8	0	0	NA
ENST00000216862.8	ENSG00000019186	CYP24A1	1.7971760376174945e-8	0	0	NA
transcript66269.chr20.nic	ENSG00000019186	CYP24A1	0.2918969516405427	0	1	NA
transcript66269.chr20.nic	ENSG00000019186	CYP24A1	0.2918969516405427	0	1	NA
ENST00000216862.8	ENSG00000019186	CYP24A1	1.7971760376174945e-8	0	0	NA
ENST00000314214.12	ENSG00000029534	ANK1	0.3690165132768337	0	1	NA
ENST00000314214.12	ENSG00000029534	ANK1	0.3690165132768337	0	1	NA
ENST00000314214.12	ENSG00000029534	ANK1	0.3690165132768337	0	1	NA
ENST00000276373.10	ENSG00000036565	SLC18A1	0.36970686095022876	0	1	NA
ENST00000276373.10	ENSG00000036565	SLC18A1	0.36970686095022876	0	1	NA
ENST00000276373.10	ENSG00000036565	SLC18A1	0.36970686095022876	0	1	NA
ENST00000479674.1	ENSG00000057593	F7	0.36970686095022876	0	1	NA
ENST00000479674.1	ENSG00000057593	F7	0.36970686095022876	0	1	NA
ENST00000479674.1	ENSG00000057593	F7	0.36970686095022876	0	1	NA
ENST00000463040.5	ENSG00000068781	STON1-GTF2A1L	1.7971760376174945e-8	0	0.5	NA
ENST00000463040.5	ENSG00000068781	STON1-GTF2A1L	1.7971760376174945e-8	0	0.5	NA
ENST00000470560.1	ENSG00000068781	STON1-GTF2A1L	1.7971760376174945e-8	0	0.5	NA
ENST00000463040.5	ENSG00000068781	STON1-GTF2A1L	1.7971760376174945e-8	0	0.5	NA
ENST00000470560.1	ENSG00000068781	STON1-GTF2A1L	1.7971760376174945e-8	0	0.5	NA
ENST00000470560.1	ENSG00000068781	STON1-GTF2A1L	1.7971760376174945e-8	0	0.5	NA
ENST00000261200.9	ENSG00000069431	ABCC9	0.652196383725159	0	1	NA
ENST00000261200.9	ENSG00000069431	ABCC9	0.652196383725159	0	1	NA
ENST00000261200.9	ENSG00000069431	ABCC9	0.652196383725159	0	1	NA
ENST00000674379.1	ENSG00000075275	CELSR1	0.2850405287326699	0	0.1573	NA
ENST00000674379.1	ENSG00000075275	CELSR1	0.2850405287326699	0	0.1573	NA
ENST00000497509.1	ENSG00000075275	CELSR1	1.6435135325863595	0	0.8427	NA
ENST00000674379.1	ENSG00000075275	CELSR1	0.2850405287326699	0	0.1573	NA
ENST00000497509.1	ENSG00000075275	CELSR1	1.6435135325863595	0	0.8427	NA
ENST00000497509.1	ENSG00000075275	CELSR1	1.6435135325863595	0	0.8427	NA
ENST00000621632.5	ENSG00000089737	DDX24	1.7971760376174945e-8	0	1	NA
ENST00000621632.5	ENSG00000089737	DDX24	1.7971760376174945e-8	0	1	NA
ENST00000621632.5	ENSG00000089737	DDX24	1.7971760376174945e-8	0	1	NA
ENST00000466928.5	ENSG00000089820	ARHGAP4	0.3935140116602814	0	1	NA
ENST00000466928.5	ENSG00000089820	ARHGAP4	0.3935140116602814	0	1	NA
ENST00000466928.5	ENSG00000089820	ARHGAP4	0.3935140116602814	0	1	NA
ENST00000264382.8	ENSG00000090402	SI	1.7971760376174945e-8	0	1	NA
ENST00000264382.8	ENSG00000090402	SI	1.7971760376174945e-8	0	1	NA
ENST00000264382.8	ENSG00000090402	SI	1.7971760376174945e-8	0	1	NA
ENST00000622698.4	ENSG00000099715	PCDH11Y	1.7971760376174945e-8	0	1	NA
