isoform_id	gene_id	gene_name	iso_value_1	iso_value_2	IF1	IF2
BambuTx328	BambuGene32628	NA	4.247766666666667	0	1	NA
BambuTx211	BambuGene41014	NA	0	1.256575	NA	1
BambuTx344	BambuGene60912	NA	0.28856666666666664	0	1	NA
ENST00000424139.1	ENSG00000004809	SLC22A16	0	0.03123	NA	0.0156
ENST00000424139.1	ENSG00000004809	SLC22A16	0	0.03123	NA	0.0156
ENST00000424139.1	ENSG00000004809	SLC22A16	0	0.03123	NA	0.0156
ENST00000451557.5	ENSG00000004809	SLC22A16	0	0.96521	NA	0.8219000000000001
ENST00000451557.5	ENSG00000004809	SLC22A16	0	0.96521	NA	0.8219000000000001
ENST00000451557.5	ENSG00000004809	SLC22A16	0	0.96521	NA	0.8219000000000001
ENST00000461487.1	ENSG00000004809	SLC22A16	0	0.155415	NA	0.1625
ENST00000461487.1	ENSG00000004809	SLC22A16	0	0.155415	NA	0.1625
ENST00000461487.1	ENSG00000004809	SLC22A16	0	0.155415	NA	0.1625
ENST00000428113.5	ENSG00000005981	ASB4	0	0.15264	NA	0.24435
ENST00000428113.5	ENSG00000005981	ASB4	0	0.15264	NA	0.24435
ENST00000428113.5	ENSG00000005981	ASB4	0	0.15264	NA	0.24435
ENST00000325885.6	ENSG00000005981	ASB4	0	0.220655	NA	0.7556499999999999
ENST00000325885.6	ENSG00000005981	ASB4	0	0.220655	NA	0.7556499999999999
ENST00000325885.6	ENSG00000005981	ASB4	0	0.220655	NA	0.7556499999999999
ENST00000575199.1	ENSG00000007038	PRSS21	0	0.01041	NA	0.3333
ENST00000575199.1	ENSG00000007038	PRSS21	0	0.01041	NA	0.3333
ENST00000575199.1	ENSG00000007038	PRSS21	0	0.01041	NA	0.3333
ENST00000577043.1	ENSG00000007038	PRSS21	0	0.01041	NA	0.3333
ENST00000577043.1	ENSG00000007038	PRSS21	0	0.01041	NA	0.3333
ENST00000577043.1	ENSG00000007038	PRSS21	0	0.01041	NA	0.3333
ENST00000571141.1	ENSG00000007038	PRSS21	0	0.01041	NA	0.3333
ENST00000571141.1	ENSG00000007038	PRSS21	0	0.01041	NA	0.3333
ENST00000571141.1	ENSG00000007038	PRSS21	0	0.01041	NA	0.3333
ENST00000008938.5	ENSG00000008438	PGLYRP1	0.03886666666666667	0	1	NA
ENST00000008938.5	ENSG00000008438	PGLYRP1	0.03886666666666667	0	1	NA
ENST00000008938.5	ENSG00000008438	PGLYRP1	0.03886666666666667	0	1	NA
ENST00000342836.9	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000342836.9	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000342836.9	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000361005.10	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000361005.10	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000361005.10	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000379405.4	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000379405.4	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000379405.4	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000429677.8	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000429677.8	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000429677.8	ENSG00000010438	PRSS3	0	0.030485	NA	0.125
ENST00000468152.2	ENSG00000010438	PRSS3	0	0.03123	NA	0.5
ENST00000468152.2	ENSG00000010438	PRSS3	0	0.03123	NA	0.5
ENST00000468152.2	ENSG00000010438	PRSS3	0	0.03123	NA	0.5
ENST00000554644.1	ENSG00000011114	BTBD7	0	0.030485	NA	1
ENST00000554644.1	ENSG00000011114	BTBD7	0	0.030485	NA	1
ENST00000554644.1	ENSG00000011114	BTBD7	0	0.030485	NA	1
ENST00000585626.1	ENSG00000011600	TYROBP	0.04208	0	0.5	NA
ENST00000585626.1	ENSG00000011600	TYROBP	0.04208	0	0.5	NA
ENST00000585626.1	ENSG00000011600	TYROBP	0.04208	0	0.5	NA
ENST00000587837.5	ENSG00000011600	TYROBP	0.00866	0	0.1	NA
ENST00000587837.5	ENSG00000011600	TYROBP	0.00866	0	0.1	NA
ENST00000587837.5	ENSG00000011600	TYROBP	0.00866	0	0.1	NA
ENST00000585901.6	ENSG00000011600	TYROBP	0.00866	0	0.1	NA
ENST00000585901.6	ENSG00000011600	TYROBP	0.00866	0	0.1	NA
ENST00000585901.6	ENSG00000011600	TYROBP	0.00866	0	0.1	NA
ENST00000424586.7	ENSG00000011600	TYROBP	0.00866	0	0.1	NA
ENST00000424586.7	ENSG00000011600	TYROBP	0.00866	0	0.1	NA
ENST00000424586.7	ENSG00000011600	TYROBP	0.00866	0	0.1	NA
