gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	PTC	ensembl_gene_name.x	ensembl_gene_name.y	ensembl_gene_name	gene_name	neg_log_10_q
ENSG00000004534	isoComp_00176023	geneComp_00058839	ENST00000421682.1	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	27.147530321021627	39.48661218126612	9.6272841779812115	1.9857870390937928	0.7494536302189195	-2.035030359456316	NA	0.2127857142857143	0.2785666666666667	0.15905	-0.11951666666666669	0.8579582238520804	0.006254095411011298	FALSE	RBM6	RBM6	RBM6	RBM6	0.0665338585291819
ENSG00000004534	isoComp_00176023	geneComp_00058839	ENST00000421682.1	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	27.147530321021627	39.48661218126612	9.6272841779812115	1.9857870390937928	0.7494536302189195	-2.035030359456316	NA	0.2127857142857143	0.2785666666666667	0.15905	-0.11951666666666669	0.8579582238520804	0.006254095411011298	FALSE	RBM6	RBM6	RBM6	RBM6	0.0665338585291819
ENSG00000004534	isoComp_00176032	geneComp_00058839	transcript56273.chr3.nic	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	6.73436948513328	3.1979296534975865	12.454494257037965	0.20168172176700092	1.1039974575366145	1.9581099366393093	NA	0.07705714285714285	0.021566666666666668	0.19619999999999999	0.1746333333333333	0.006254095411011298	0.006254095411011298	NA	RBM6	RBM6	RBM6	RBM6	2.203835497547891
ENSG00000004534	isoComp_00176028	geneComp_00058839	ENST00000454079.5	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	82.883294345783	101.02042425158908	31.832336732982625	34.32582616349349	17.906716159279306	-1.6657716945819492	NA	0.5768571428571428	0.6063333333333334	0.4317	-0.17463333333333342	0.8956269018500032	0.006254095411011298	TRUE	RBM6	RBM6	RBM6	RBM6	0.047872870039923146
ENSG00000004534	isoComp_00176032	geneComp_00058839	transcript56273.chr3.nic	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	6.73436948513328	3.1979296534975865	12.454494257037965	0.20168172176700092	1.1039974575366145	1.9581099366393093	NA	0.07705714285714285	0.021566666666666668	0.19619999999999999	0.1746333333333333	0.006254095411011298	0.006254095411011298	NA	RBM6	RBM6	RBM6	RBM6	2.203835497547891
ENSG00000004534	isoComp_00176025	geneComp_00058839	ENST00000425608.5	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	3.9425579880401944	4.816250226147472	2.148573099311392	0.36720673455736863	1.0762849300966615	-1.1608247667868272	NA	0.030442857142857143	0.03233333333333333	0.02975	-0.0025833333333333333	0.9805660483521056	0.006254095411011298	TRUE	RBM6	RBM6	RBM6	RBM6	0.008523148075970233
ENSG00000004534	isoComp_00176025	geneComp_00058839	ENST00000425608.5	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	3.9425579880401944	4.816250226147472	2.148573099311392	0.36720673455736863	1.0762849300966615	-1.1608247667868272	NA	0.030442857142857143	0.03233333333333333	0.02975	-0.0025833333333333333	0.9805660483521056	0.006254095411011298	TRUE	RBM6	RBM6	RBM6	RBM6	0.008523148075970233
ENSG00000004534	isoComp_00176028	geneComp_00058839	ENST00000454079.5	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	82.883294345783	101.02042425158908	31.832336732982625	34.32582616349349	17.906716159279306	-1.6657716945819492	NA	0.5768571428571428	0.6063333333333334	0.4317	-0.17463333333333342	0.8956269018500032	0.006254095411011298	TRUE	RBM6	RBM6	RBM6	RBM6	0.047872870039923146
ENSG00000004534	isoComp_00176028	geneComp_00058839	ENST00000454079.5	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	82.883294345783	101.02042425158908	31.832336732982625	34.32582616349349	17.906716159279306	-1.6657716945819492	NA	0.5768571428571428	0.6063333333333334	0.4317	-0.17463333333333342	0.8956269018500032	0.006254095411011298	TRUE	RBM6	RBM6	RBM6	RBM6	0.047872870039923146
ENSG00000004534	isoComp_00176032	geneComp_00058839	transcript56273.chr3.nic	RO_D200	RO_D45	NA	NA	131.75439308584978	157.84641058835268	67.38860072483249	34.15837751735404	19.28685477375268	-1.2278223052827824	NA	6.73436948513328	3.1979296534975865	12.454494257037965	0.20168172176700092	1.1039974575366145	1.9581099366393093	NA	0.07705714285714285	0.021566666666666668	0.19619999999999999	0.1746333333333333	0.006254095411011298	0.006254095411011298	NA	RBM6	RBM6	RBM6	RBM6	2.203835497547891
