gene_ref	gene_id	gene_name	condition_1	condition_2	gene_switch_q_value	Rank
geneComp_00063283	ENSG00000122406	RPL5	RO_D200	RO_D45	7.317332841681072e-76	1
geneComp_00065881	ENSG00000143774	GUK1	RO_D200	RO_D45	4.76541506697698e-44	2
geneComp_00087966	novel_gene_chrM_99995	NA	RO_D200	RO_D45	1.4249066550875148e-31	3
geneComp_00069580	ENSG00000172270	BSG	RO_D200	RO_D45	3.5765273159224435e-29	4
geneComp_00058934	ENSG00000007062	PROM1	RO_D200	RO_D45	2.606309917036115e-14	5
geneComp_00070610	ENSG00000180596	H2BC4	RO_D200	RO_D45	2.606309917036115e-14	6
geneComp_00065669	ENSG00000142156	COL6A1	RO_D200	RO_D45	3.0345005047316295e-14	7
geneComp_00067727	ENSG00000162613	FUBP1	RO_D200	RO_D45	3.672293238195456e-14	8
geneComp_00067426	ENSG00000159692	CTBP1	RO_D200	RO_D45	8.781896389770114e-14	9
geneComp_00065042	ENSG00000137210	TMEM14B	RO_D200	RO_D45	2.0859718130850345e-12	10
geneComp_00071578	ENSG00000188112	C6orf132	RO_D200	RO_D45	3.1865777564768887e-12	11
geneComp_00059077	ENSG00000013441	CLK1	RO_D200	RO_D45	1.756513033088067e-11	12
geneComp_00072647	ENSG00000205213	LGR4	RO_D200	RO_D45	3.837280297428565e-11	13
geneComp_00065178	ENSG00000138083	SIX3	RO_D200	RO_D45	2.0537531328971207e-10	14
geneComp_00075379	ENSG00000251562	MALAT1	RO_D200	RO_D45	6.518283861826506e-10	15
geneComp_00078137	ENSG00000277443	MARCKS	RO_D200	RO_D45	6.518283861826506e-10	16
geneComp_00067239	ENSG00000157796	WDR19	RO_D200	RO_D45	1.433737374780907e-9	17
geneComp_00063302	ENSG00000122566	HNRNPA2B1	RO_D200	RO_D45	4.337517505891259e-9	18
geneComp_00061441	ENSG00000105392	CRX	RO_D200	RO_D45	5.566152239226392e-9	19
geneComp_00065971	ENSG00000144485	HES6	RO_D200	RO_D45	1.1341868865205881e-8	20
geneComp_00068105	ENSG00000164134	NAA15	RO_D200	RO_D45	1.7977441766643493e-8	21
geneComp_00068664	ENSG00000166925	TSC22D4	RO_D200	RO_D45	2.8480708020326953e-8	22
geneComp_00067898	ENSG00000163466	ARPC2	RO_D200	RO_D45	2.9973356482466335e-8	23
geneComp_00069975	ENSG00000175198	PCCA	RO_D200	RO_D45	5.832913403258282e-8	24
geneComp_00073414	ENSG00000225733	FGD5-AS1	RO_D200	RO_D45	8.073396683996058e-8	25
geneComp_00062585	ENSG00000115446	UNC50	RO_D200	RO_D45	9.092001761091525e-8	26
geneComp_00066486	ENSG00000149485	FADS1	RO_D200	RO_D45	1.0860464660443548e-7	27
geneComp_00064752	ENSG00000135506	OS9	RO_D200	RO_D45	3.1406523943702897e-7	28
geneComp_00067620	ENSG00000161800	RACGAP1	RO_D200	RO_D45	4.1132188967094986e-7	29
geneComp_00062330	ENSG00000113048	MRPS27	RO_D200	RO_D45	8.158387080305822e-7	30
geneComp_00059990	ENSG00000077097	TOP2B	RO_D200	RO_D45	1.4252337468598172e-6	31
geneComp_00072229	ENSG00000198265	HELZ	RO_D200	RO_D45	2.53564020836175e-6	32
geneComp_00060986	ENSG00000101493	ZNF516	RO_D200	RO_D45	2.7130986495713894e-6	33
geneComp_00060108	ENSG00000080644	CHRNA3	RO_D200	RO_D45	2.772935064053546e-6	34
geneComp_00075287	ENSG00000250592		RO_D200	RO_D45	3.993460593497822e-6	35
geneComp_00060641	ENSG00000099864	PALM	RO_D200	RO_D45	4.0866324828674454e-6	36
geneComp_00068194	ENSG00000164548	TRA2A	RO_D200	RO_D45	4.4358127739128114e-06	37
geneComp_00065821	ENSG00000143401	ANP32E	RO_D200	RO_D45	5.1889897750126645e-6	38
geneComp_00061807	ENSG00000108344	PSMD3	RO_D200	RO_D45	5.3877917630454986e-6	39
geneComp_00065055	ENSG00000137285	TUBB2B	RO_D200	RO_D45	6.271235729123918e-6	40
geneComp_00060839	ENSG00000100612	DHRS7	RO_D200	RO_D45	6.293178812296473e-6	41
geneComp_00065478	ENSG00000140416	TPM1	RO_D200	RO_D45	6.712455695365745e-6	42
geneComp_00063453	ENSG00000124160	NCOA5	RO_D200	RO_D45	8.470207452471416e-6	43
geneComp_00071169	ENSG00000185033	SEMA4B	RO_D200	RO_D45	1.0541410718941495e-5	44
geneComp_00062549	ENSG00000115255	REEP6	RO_D200	RO_D45	1.1870059781440714e-5	45
geneComp_00066322	ENSG00000147669	POLR2K	RO_D200	RO_D45	2.1772487744588293e-5	46
geneComp_00060519	ENSG00000092820	EZR	RO_D200	RO_D45	2.3073451412390914e-5	47
geneComp_00060984	ENSG00000101474	APMAP	RO_D200	RO_D45	2.3073451412390914e-5	48
geneComp_00061742	ENSG00000107736	CDH23	RO_D200	RO_D45	2.468531933276218e-5	49
geneComp_00065898	ENSG00000143862	ARL8A	RO_D200	RO_D45	2.5037116492405465e-5	50
geneComp_00059150	ENSG00000023171	GRAMD1B	RO_D200	RO_D45	2.5179279330947743e-5	51
geneComp_00070420	ENSG00000178950	GAK	RO_D200	RO_D45	2.6065460983365004e-5	52
geneComp_00059729	ENSG00000069188	SDK2	RO_D200	RO_D45	2.7696239951930443e-5	53
geneComp_00062501	ENSG00000114850	SSR3	RO_D200	RO_D45	2.7696239951930443e-5	54
geneComp_00075481	ENSG00000253729	PRKDC	RO_D200	RO_D45	3.0127374582667308e-5	55
geneComp_00070875	ENSG00000182944	EWSR1	RO_D200	RO_D45	3.86124304461817e-5	56
geneComp_00066823	ENSG00000153130	SCOC	RO_D200	RO_D45	4.0362616442181796e-5	57
geneComp_00064941	ENSG00000136717	BIN1	RO_D200	RO_D45	4.2549774239753644e-5	58
geneComp_00066462	ENSG00000149257	SERPINH1	RO_D200	RO_D45	5.082276729592508e-5	59
geneComp_00067787	ENSG00000162909	CAPN2	RO_D200	RO_D45	5.450455115204112e-5	60
geneComp_00062693	ENSG00000116221	MRPL37	RO_D200	RO_D45	6.444999717298124e-5	61
geneComp_00071501	ENSG00000187514	PTMA	RO_D200	RO_D45	6.900646848034162e-5	62
geneComp_00080191	novel_gene_chr1_117876	NA	RO_D200	RO_D45	7.366118460572743e-5	63
geneComp_00066455	ENSG00000149196	HIKESHI	RO_D200	RO_D45	8.00516648427576e-5	64
geneComp_00066746	ENSG00000152422	XRCC4	RO_D200	RO_D45	8.00516648427576e-5	65
geneComp_00059343	ENSG00000048052	HDAC9	RO_D200	RO_D45	8.072773667971911e-5	66
geneComp_00066412	ENSG00000148730	EIF4EBP2	RO_D200	RO_D45	8.072773667971911e-5	67
geneComp_00067450	ENSG00000160014	CALM3	RO_D200	RO_D45	8.25238558773736e-5	68
geneComp_00066826	ENSG00000153147	SMARCA5	RO_D200	RO_D45	8.483355152100803e-5	69
geneComp_00060041	ENSG00000078369	GNB1	RO_D200	RO_D45	8.608785954856715e-5	70
geneComp_00068766	ENSG00000167552	TUBA1A	RO_D200	RO_D45	8.608785954856715e-5	71
