seq_id,aln_start,aln_end,env_start,env_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,score,evalue,significance,clan
BambuTx111,408,479,408,479,PF06743.20,FAST_1,Family,1,72,72,66.5,1.7e-18,1,No_Clan
BambuTx111,490,580,490,580,PF08368.17,FAST_2,Family,1,89,89,93.7,9e-27,1,No_Clan
BambuTx111,594,650,593,650,PF08373.15,RAP,Domain,2,58,58,66.5,1.9e-18,1,CL0236
BambuTx128,58,256,58,256,PF02146.22,SIR2,Family,1,180,180,160.1,6.4e-47,1,CL0063
BambuTx129,11,101,2,102,PF00125.29,Histone,Domain,27,121,122,90.7,9.3e-26,1,CL0012
BambuTx134,2,58,1,58,PF04908.20,SH3BGR,Family,42,99,99,91.7,3.2e-26,1,CL0172
BambuTx153,3,67,1,70,PF02214.27,BTB_2,Domain,26,91,94,45.2,1.1e-11,1,CL0033
BambuTx153,129,166,129,166,PF00805.27,Pentapeptide,Repeat,1,38,40,38.2,9.4e-10,1,CL0505
BambuTx153,224,262,224,262,PF00805.27,Pentapeptide,Repeat,1,39,40,46.9,1.7e-12,1,CL0505
BambuTx154,3,108,1,108,PF14792.11,DNA_pol_B_palm,Domain,9,113,113,120.7,4.1e-35,1,CL0260
BambuTx154,115,179,114,180,PF14791.11,DNA_pol_B_thumb,Family,2,62,63,72.4,2.5e-20,1,No_Clan
BambuTx178,67,311,66,311,PF00001.26,7tm_1,Family,2,260,260,134.4,6e-39,1,CL0192
BambuTx192,11,75,10,76,PF00536.36,SAM_1,Domain,2,63,64,36.0,8e-09,1,CL0003
BambuTx192,292,365,292,365,PF14360.11,PAP2_C,Domain,1,74,74,99.4,1.6e-28,1,CL0525
BambuTx193,16,258,15,260,PF00335.25,Tetraspanin,Family,2,223,225,190.5,4e-56,1,CL0347
BambuTx2,7,66,1,87,PF02984.24,Cyclin_C,Domain,36,94,119,26.2,7.6e-06,1,CL0065
BambuTx218,1,245,1,245,PF01209.23,Ubie_methyltran,Family,23,233,233,277.9,6.7e-83,1,CL0063
BambuTx225,69,398,8,400,PF07690.21,MFS_1,Family,31,345,347,64.0,1.3e-17,1,CL0015
BambuTx233,17,40,15,40,PF00642.29,zf-CCCH,Family,4,27,27,22.0,0.00014,1,CL0537
BambuTx233,48,86,48,86,PF22628.1,zf-CCCH_10,Domain,1,39,39,74.6,3.7e-21,1,CL0537
BambuTx233,178,202,177,203,PF00642.29,zf-CCCH,Family,2,26,27,21.2,0.00025,1,CL0537
BambuTx233,213,251,213,251,PF22628.1,zf-CCCH_10,Domain,1,39,39,78.0,3.1e-22,1,CL0537
BambuTx235,130,360,127,360,PF14735.11,HAUS4,Family,5,235,235,294.7,5.9e-88,1,No_Clan
BambuTx248,81,214,78,217,PF00179.31,UQ_con,Domain,4,137,140,77.1,1.2e-21,1,CL0208
BambuTx255,18,110,5,111,PF01145.30,Band_7,Family,83,175,176,56.2,5.3e-15,1,CL0433
BambuTx255,236,310,234,345,PF15975.10,Flot,Family,1,77,124,30.0,5.3e-07,1,No_Clan
BambuTx275,7,99,7,99,PF10251.14,PEN-2,Family,1,93,93,135.1,1e-39,1,No_Clan
BambuTx277,53,360,52,360,PF06350.17,HSL_N,Family,2,306,306,396.1,1e-118,1,No_Clan
BambuTx277,392,540,392,550,PF07859.18,Abhydrolase_3,Domain,1,151,210,121.7,4.1e-35,1,CL0028
BambuTx277,707,772,682,773,PF07859.18,Abhydrolase_3,Domain,146,209,210,43.5,3.6e-11,1,CL0028
BambuTx295,43,122,34,123,PF02174.22,IRS,Domain,13,91,92,80.0,1.2e-22,1,CL0266
BambuTx30,71,142,70,143,PF07989.16,Cnn_1N,Coiled-coil,2,73,74,80.3,1.1e-22,1,No_Clan
BambuTx31,71,142,70,143,PF07989.16,Cnn_1N,Coiled-coil,2,73,74,80.2,1.1e-22,1,No_Clan
BambuTx310,24,258,23,258,PF01275.24,Myelin_PLP,Family,2,231,231,335.9,1.6e-100,1,No_Clan
BambuTx311,5,239,4,239,PF01275.24,Myelin_PLP,Family,2,231,231,336.3,1.2e-100,1,No_Clan
BambuTx352,88,292,86,293,PF04664.18,OGFr_N,Family,3,207,208,348.6,1.2e-104,1,No_Clan
BambuTx352,517,536,517,536,PF04680.18,OGFr_III,Repeat,1,20,20,27.4,3.8e-06,1,No_Clan
BambuTx352,537,556,537,556,PF04680.18,OGFr_III,Repeat,1,20,20,21.4,0.0003,1,No_Clan
BambuTx352,557,576,557,576,PF04680.18,OGFr_III,Repeat,1,20,20,29.6,8e-07,1,No_Clan
BambuTx352,577,596,577,596,PF04680.18,OGFr_III,Repeat,1,20,20,29.6,8e-07,1,No_Clan
BambuTx352,597,615,597,616,PF04680.18,OGFr_III,Repeat,1,19,20,21.0,0.00041,1,No_Clan
BambuTx36,28,121,19,122,PF00581.25,Rhodanese,Domain,12,101,102,62.5,4.9e-17,1,CL0031
BambuTx43,87,357,21,374,PF03097.23,BRO1,Repeat,84,346,385,149.6,1.4e-43,1,CL0020
BambuTx5,48,83,45,83,PF00400.37,WD40,Repeat,4,39,39,31.1,2.7e-07,1,CL0186
BambuTx5,97,125,87,125,PF00400.37,WD40,Repeat,11,39,39,19.0,0.0018,1,CL0186
BambuTx5,137,170,133,170,PF00400.37,WD40,Repeat,5,39,39,25.1,2.2e-05,1,CL0186
BambuTx5,174,212,174,212,PF00400.37,WD40,Repeat,1,39,39,35.6,1.1e-08,1,CL0186
BambuTx5,217,254,216,254,PF00400.37,WD40,Repeat,2,39,39,40.5,3e-10,1,CL0186
BambuTx5,271,298,259,298,PF00400.37,WD40,Repeat,12,39,39,23.4,7.3e-05,1,CL0186
