gene_id	genes	logFC	logCPM	F	PValue	FDR
ENSG00000264084	ENSG00000264084.1	-9.800216311407505	6.859466387956392	748.8992618440327	1.1940080966200455e-6	0.0077298585146079474
ENSG00000082126	ENSG00000082126.18	6.510132467713205	7.042144400118775	694.3384711781265	1.3229568613956105e-6	0.0077298585146079474
ENSG00000234648	ENSG00000234648.1	-10.549133823463318	6.49682359074128	677.0303874591165	1.5541207441310374e-6	0.0077298585146079474
ENSG00000164318	ENSG00000164318.18	5.437311445471129	6.53274394738841	625.7401636284708	1.7175459927985994e-6	0.0077298585146079474
ENSG00000290147	ENSG00000290147.1	11.257245624846203	7.419931583406547	605.307035749408	2.085252511832633e-6	0.0077298585146079474
BambuGene8782	BambuGene8782	-5.88108275545681	7.239293332149444	497.9766358745712	3.1408304821974932e-6	0.0077298585146079474
ENSG00000249238	ENSG00000249238.1	11.151095881066679	5.897644180894276	489.560267143425	3.5285861749172096e-6	0.0077298585146079474
ENSG00000144331	ENSG00000144331.20	8.290939167515436	6.612062044235719	485.6720505926802	3.5989535808107058e-6	0.0077298585146079474
ENSG00000112041	ENSG00000112041.13	5.0285566823522645	6.797015113238053	459.48149429193927	3.7235516458029055e-6	0.0077298585146079474
ENSG00000139445	ENSG00000139445.18	-5.271910756622468	6.3223064393178525	449.61935407774064	4.0615844064759e-6	0.0077298585146079474
ENSG00000092200	ENSG00000092200.13	5.098464424251075	6.551581418101914	439.0909659651993	4.18149961246132e-6	0.0077298585146079474
ENSG00000139292	ENSG00000139292.13	-4.529984313252929	6.993835671441171	434.43274437914	4.284090002782386e-6	0.0077298585146079474
ENSG00000069482	ENSG00000069482.7	-6.134261720910866	5.978512735480223	444.4953487227269	4.368022442365173e-6	0.0077298585146079474
ENSG00000187416	ENSG00000187416.13	6.160885838013095	5.678566514505394	420.0291217915854	5.026558923506031e-6	0.0077298585146079474
ENSG00000139053	ENSG00000139053.3	8.619849324305617	8.121466375082498	415.39867888208215	5.298285559233108e-6	0.0077298585146079474
ENSG00000244752	ENSG00000244752.3	-5.983115487243139	7.272687178298404	409.658668728098	5.347975073037455e-6	0.0077298585146079474
ENSG00000149489	ENSG00000149489.9	6.0807151878458114	6.620854332521199	408.60488887660136	5.398396369887199e-6	0.0077298585146079474
ENSG00000213139	ENSG00000213139.8	-6.137266298402392	7.825379053483948	398.7980532737939	5.7162745423027634e-6	0.0077298585146079474
ENSG00000176170	ENSG00000176170.14	-4.122125144130477	5.710692709888814	383.25222380057073	5.8602021635731945e-6	0.0077298585146079474
ENSG00000102755	ENSG00000102755.13	6.396919415592784	6.693893856233648	398.23416345916735	5.8808357026591126e-06	0.0077298585146079474
ENSG00000283782	ENSG00000283782.2	5.556138920009735	5.44476510738597	393.3179755553461	5.91039131488529e-6	0.0077298585146079474
ENSG00000138472	ENSG00000138472.11	10.767902050456401	5.515855734328469	384.11893487678066	6.429340666822858e-6	0.0077298585146079474
ENSG00000165521	ENSG00000165521.16	3.9339243708284575	5.677662603043119	363.2403295768326	6.699848826869855e-6	0.0077298585146079474
ENSG00000278677	ENSG00000278677.2	-6.2933051960440185	5.747899227442556	376.9134667894984	6.737238682110356e-6	0.0077298585146079474
ENSG00000158445	ENSG00000158445.10	4.766425930832164	5.916378431596263	365.22263409012646	7.047876296426414e-6	0.00776281286793591
ENSG00000164398	ENSG00000164398.15	4.827784861622396	5.375690618095928	344.15739099804983	7.878082848073411e-6	0.008188493776923095
ENSG00000228740	ENSG00000228740.3	4.364312986613793	5.40213095995433	337.82336639329975	8.029101248435633e-6	0.008188493776923095
ENSG00000081189	ENSG00000081189.17	3.865184531401855	6.141960133034149	329.7880798717561	8.52580380689538e-6	0.008190608437414744
ENSG00000120500	ENSG00000120500.19	6.621054659902179	6.268376804407801	337.18514990666426	8.869232247186016e-6	0.008190608437414744
ENSG00000237499	ENSG00000237499.7	5.464922334199493	4.530322686729988	323.8109264393507	8.923527495730763e-6	0.008190608437414744
ENSG00000112619	ENSG00000112619.8	9.232962376942211	7.073472246233365	316.42197718389315	1.037396487069854e-5	0.009214757957405
ENSG00000164588	ENSG00000164588.8	7.0173964239523565	6.332687239942038	311.1489008622412	1.0812625180810198e-5	0.00926094171857391
ENSG00000173976	ENSG00000173976.16	9.320906479510422	5.879741784953016	306.1525491462385	1.1252609426597138e-5	0.00926094171857391
BambuGene1720	BambuGene1720	13.0123748296599	5.146854584492396	681.4349681607539	1.1434922226594747e-5	0.00926094171857391
ENSG00000147481	ENSG00000147481.17	3.5530445890573454	6.183095289751396	286.531244894385	1.2101094918300304e-5	0.00936409172779467
ENSG00000071909	ENSG00000071909.19	6.63055925006625	7.740659859120091	293.04134582666336	1.2533425149560024e-5	0.00936409172779467
ENSG00000100122	ENSG00000100122.7	-6.292605929898737	9.467795254393158	288.72290116105165	1.2999985973120032e-5	0.00936409172779467
ENSG00000102104	ENSG00000102104.9	9.187281714882745	6.055786654628937	287.762667306184	1.310702592955605e-5	0.00936409172779467
ENSG00000250978	ENSG00000250978.5	8.419545613119542	5.951663927675424	284.2142438484258	1.3513466448236506e-5	0.00936409172779467
ENSG00000187033	ENSG00000187033.9	11.668120998314167	6.416079780116995	281.4042317160318	1.3847958439481703e-5	0.00936409172779467
ENSG00000168843	ENSG00000168843.14	7.202627167905724	8.370524927685805	278.48982890509666	1.4207254083234553e-5	0.00936409172779467
ENSG00000107099	ENSG00000107099.18	7.523464278884798	6.04555946868302	275.24544426582673	1.4622774240839635e-5	0.00936409172779467
ENSG00000177803	ENSG00000177803.7	6.994246179830831	5.522275864516664	269.7847692490505	1.5361498558582067e-5	0.00936409172779467
ENSG00000188338	ENSG00000188338.15	3.5718305977036136	5.090469317422134	258.13222690029505	1.568643941738806e-5	0.00936409172779467
ENSG00000140522	ENSG00000140522.12	5.061522254280358	5.715431288713809	265.78679396017725	1.5935890753594334e-5	0.00936409172779467
ENSG00000116703	ENSG00000116703.14	6.211425217995763	7.18157936307525	265.3930892769374	1.5994072865176058e-5	0.00936409172779467
ENSG00000110436	ENSG00000110436.13	3.9429690159522073	5.947066585412756	262.3406546489009	1.609647505585154e-5	0.00936409172779467
ENSG00000279586	ENSG00000279586.1	8.116015814282237	3.7617754731047635	254.0297333281885	1.632322788110634e-5	0.00936409172779467
ENSG00000168309	ENSG00000168309.18	4.871966065193001	5.849362555243528	240.22229935097312	2.042980048388652e-5	0.010557017317918638
ENSG00000182256	ENSG00000182256.13	3.237468586646499	5.2080049822176635	230.73251329069143	2.0723829386758797e-5	0.010557017317918638
ENSG00000227036	ENSG00000227036.10	3.41796550911728	6.425741510777013	231.3615535192565	2.0949180708165153e-5	0.010557017317918638
ENSG00000160298	ENSG00000160298.18	-3.102115511796801	5.4664936219010745	228.89784410590755	2.113807321794462e-5	0.010557017317918638
ENSG00000168461	ENSG00000168461.13	-3.8889367455512973	7.923140691456355	233.7333524654877	2.124503707624706e-5	0.010557017317918638
ENSG00000104888	ENSG00000104888.10	4.518790697417865	5.710658139322284	234.7529688115153	2.1617638166238627e-5	0.010557017317918638
ENSG00000137766	ENSG00000137766.18	5.164926644282369	4.296599239596849	225.84851816919644	2.185255093340787e-5	0.010557017317918638
ENSG00000159217	ENSG00000159217.10	-3.117867323019559	7.1533844397483906	225.8138074735268	2.1860876679084454e-5	0.010557017317918638
ENSG00000224905	ENSG00000224905.8	-3.441393178391427	6.405216974148073	226.86064564206686	2.2399989332180107e-5	0.010557017317918638
ENSG00000173267	ENSG00000173267.14	-4.794293721461584	5.151696644426428	230.42563292901434	2.2494165778392426e-5	0.010557017317918638
ENSG00000270607	ENSG00000270607.1	4.962184239791602	5.3547605441328905	230.4551608497609	2.261998916898604e-5	0.010557017317918638
ENSG00000197409	ENSG00000197409.8	-5.115371594715902	4.865270824094199	226.2011867240191	2.324244248712467e-5	0.010666731605424416
ENSG00000145087	ENSG00000145087.14	3.9214098734023133	7.131423676543476	224.37746270162077	2.3649877180147634e-5	0.010675787180861398
ENSG00000239219	ENSG00000239219.2	6.565515233190984	5.184875371666373	223.65090271222664	2.4344759153495366e-5	0.010812214323397554
ENSG00000213305	ENSG00000213305.3	8.218459544720288	3.8624760184353852	214.8809398399308	2.5378637467236993e-5	0.010863422437169607
ENSG00000182667	ENSG00000182667.15	3.408316167159952	6.625279772704061	215.63194676096373	2.5613464984337987e-5	0.010863422437169607
ENSG00000111664	ENSG00000111664.11	4.790071399690781	7.8405880020745675	218.39365787802478	2.580609059838598e-5	0.010863422437169607
ENSG00000276043	ENSG00000276043.5	-2.7203306770019258	5.780039020621325	210.42008536541448	2.603812757311135e-5	0.010863422437169607
ENSG00000138798	ENSG00000138798.13	3.8936032536968046	5.4313479705596475	213.52020837532288	2.6714701380228424e-5	0.010866895305698421
ENSG00000185518	ENSG00000185518.12	5.983697312447262	6.235288432839259	214.23807816137537	2.704957510609963e-5	0.010866895305698421
ENSG00000129534	ENSG00000129534.14	-3.2184131022792037	6.414628236502383	208.5584216685147	2.7230381177120536e-5	0.010866895305698421
ENSG00000198570	ENSG00000198570.7	5.938991845694328	6.39575943601546	211.33515004373507	2.796853709846731e-5	0.0108798998059625
ENSG00000158555	ENSG00000158555.15	3.228095662552546	5.5088025231308215	204.17519468426818	2.8053198947680765e-5	0.0108798998059625
ENSG00000133424	ENSG00000133424.22	2.9618889824283112	8.289148006760064	202.23920794448077	2.8722049543792592e-5	0.010913957597456746
ENSG00000163431	ENSG00000163431.14	3.413506993184904	5.355280249741079	203.23863669421394	2.8933719662054852e-5	0.010913957597456746
ENSG00000047617	ENSG00000047617.17	6.076213248682639	7.084489105154157	205.1977470058158	3.006073732778708e-5	0.011116767749958924
ENSG00000070729	ENSG00000070729.14	6.5698491841642825	6.859061537228407	204.23901560999244	3.0407202316704018e-5	0.011116767749958924
ENSG00000109906	ENSG00000109906.15	-3.5066758274605494	6.0527484330800325	201.80628813581276	3.0682537369148686e-5	0.011116767749958924
ENSG00000227835	ENSG00000227835.9	9.530405639596573	4.285720749142627	200.9367540045145	3.164430869074405e-5	0.011316333559848419
ENSG00000272398	ENSG00000272398.6	-3.7267896037373123	6.9959118669343825	197.43693637865633	3.2460734685376376e-5	0.011420363305864139
ENSG00000088325	ENSG00000088325.16	-2.747521584450908	6.4278932590274245	190.95982146470922	3.309873260870504e-5	0.011420363305864139
ENSG00000163378	ENSG00000163378.14	3.355462144300993	4.822564083958216	188.12501824222258	3.4344062144114956e-5	0.011420363305864139
ENSG00000008086	ENSG00000008086.13	2.8352485596232078	6.806303271775812	187.67408318665485	3.454816395341413e-5	0.011420363305864139
ENSG00000258583	ENSG00000258583.7	6.423477383380002	3.5806671471914333	186.94449076297255	3.48819937535527e-5	0.011420363305864139
ENSG00000176890	ENSG00000176890.16	-2.9561947423023485	7.29187566482529	184.01331409518426	3.6269540796581915e-5	0.011420363305864139
ENSG00000129195	ENSG00000129195.16	-3.4670488249022045	5.44202876783414	188.4566502022226	3.6286604843925214e-5	0.011420363305864139
ENSG00000035499	ENSG00000035499.13	-2.917062620865333	5.407048482764314	183.80156828808597	3.63727415581889e-5	0.011420363305864139
ENSG00000180245	ENSG00000180245.7	6.064308863837208	3.7902322021437063	183.60133262029944	3.647070998900021e-5	0.011420363305864139
ENSG00000135517	ENSG00000135517.9	-5.840958960282201	4.676066360315745	189.46069084064257	3.6536672418813166e-5	0.011420363305864139
ENSG00000177182	ENSG00000177182.11	-4.395051037568744	6.709121505093187	188.98765323654138	3.676048225732416e-5	0.011420363305864139
ENSG00000148600	ENSG00000148600.15	5.699183647567223	6.766969940159923	188.66942708087703	3.6912127187024565e-5	0.011420363305864139
ENSG00000184260	ENSG00000184260.6	-3.2989371305807587	4.80821135035761	178.9177185380086	3.887134812560005e-5	0.011892904910961368
ENSG00000114349	ENSG00000114349.10	9.535782108169368	6.879288749374302	183.15614250629784	3.9684525354311596e-5	0.011993665581933993
ENSG00000124507	ENSG00000124507.11	5.336347374095571	4.629048255317423	182.06735961690075	4.026630353376428e-5	0.011993665581933993
ENSG00000163499	ENSG00000163499.12	-6.367080812712678	6.357412961597706	181.62264632762032	4.050736850377184e-5	0.011993665581933993
ENSG00000003137	ENSG00000003137.9	8.014266531566225	5.853424284104965	178.23154298400863	4.241382326071524e-5	0.012041797597734891
ENSG00000198846	ENSG00000198846.6	-3.2389858950815067	6.862382845878079	176.50391679978296	4.259853382424338e-5	0.012041797597734891
ENSG00000198691	ENSG00000198691.14	5.665750515960305	7.049740210481588	177.49918620803228	4.2841993778459066e-5	0.012041797597734891
ENSG00000106348	ENSG00000106348.19	2.9621135880709084	6.342893987166188	174.41104454012702	4.290247574576015e-5	0.012041797597734891
ENSG00000258829	ENSG00000258829.1	5.309287586365369	5.6633319460985945	176.5335584616956	4.341585299019112e-5	0.012041797597734891
ENSG00000145692	ENSG00000145692.15	-9.585010066962	8.684535786086753	175.9491366119298	4.3768407063258553e-5	0.012041797597734891
ENSG00000164898	ENSG00000164898.13	-2.740491634925502	5.4702160638160375	170.37011225200425	4.385615473554767e-5	0.012041797597734891
ENSG00000100504	ENSG00000100504.17	3.1239832523211866	5.236863292380746	169.51338883124612	4.466360433372648e-5	0.012041797597734891
ENSG00000179774	ENSG00000179774.9	-7.140953844215541	7.127834269130725	174.02633387211765	4.495704943808426e-5	0.012041797597734891
ENSG00000116016	ENSG00000116016.14	5.783805734721196	5.7050424166324865	173.66039361094332	4.518837561253466e-5	0.012041797597734891
ENSG00000036672	ENSG00000036672.16	4.081776579500078	4.428543582645495	166.7315986661833	4.6250785405112636e-5	0.012041797597734891
ENSG00000118985	ENSG00000118985.16	-2.56986300363565	6.417301099702756	166.08936554501562	4.6692315980207216e-5	0.012041797597734891
ENSG00000112742	ENSG00000112742.10	-2.8039396853500036	5.433019540181333	164.20901038777882	4.801938594851706e-5	0.012041797597734891
ENSG00000232590	ENSG00000232590.1	-5.0101731490460795	6.166890076566341	169.2371282624541	4.812129474415186e-5	0.012041797597734891
ENSG00000184305	ENSG00000184305.16	3.263528773982183	5.3924199015113485	167.54455347748308	4.838269608386369e-5	0.012041797597734891
ENSG00000134602	ENSG00000134602.16	-3.423384381242429	5.123981796132125	167.2875310298346	4.8564462303791445e-5	0.012041797597734891
ENSG00000154175	ENSG00000154175.19	3.1179422197771394	5.401225548082259	166.25505558411956	4.897927990178744e-5	0.012041797597734891
ENSG00000226950	ENSG00000226950.8	-2.6119088361774097	6.371139100680439	162.65512908039668	4.9156110933421827e-5	0.012041797597734891
