gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	PTC	ensembl_gene_name	neg_log_10_q
ENSG00000007372	isoComp_00000534	geneComp_00000140	ENST00000639386.2	FT	RGC	PAX6	NA	NA	301.1906204283372	226.65533734122704	375.7259035154474	14.26292882179922	1.2885011448291832	0.7291551948793847	NA	13.626436260540345	25.141482412017865	2.1113901090628255	1.1016853505269975	0.011134454742854015	-3.567561581962837	NA	0.058324999999999995	0.11105	0.0056	-0.10545	0.0023469897901875385	0.0017509516204354868	FALSE	PAX6	2.6294887996535836
ENSG00000007372	isoComp_00000523	geneComp_00000140	ENST00000481563.6	FT	RGC	PAX6	NA	NA	301.1906204283372	226.65533734122704	375.7259035154474	14.26292882179922	1.2885011448291832	0.7291551948793847	NA	34.55971791093784	50.76117288333799	18.358262938537685	5.040632273337091	0.16048983950453177	-1.4667943894691255	NA	0.13615	0.22344999999999998	0.04885	-0.17459999999999998	0.0017509516204354868	0.0017509516204354868	FALSE	PAX6	2.7567258534986063
ENSG00000054523	isoComp_00002284	geneComp_00000583	ENST00000676179.1	FT	RGC	KIF1B	NA	NA	224.00237843687677	197.879387510892	250.12536936286153	6.0515624553115535	0.9120727207949527	0.3380148252514225	NA	163.16278348555485	102.13287616180452	224.19269080930516	2.629283289036969	0.4873260775938206	1.1342150045512744	NA	0.70625	0.5162	0.8963	0.3801	7.781218162371368e-7	7.781218162371368e-7	FALSE	KIF1B	6.108952408179635
ENSG00000054523	isoComp_00002286	geneComp_00000583	transcript6614.chr1.nic	FT	RGC	KIF1B	NA	NA	224.00237843687677	197.879387510892	250.12536936286153	6.0515624553115535	0.9120727207949527	0.3380148252514225	NA	13.854561386910781	25.869225790382316	1.8398969834392465	3.7888322227519455	0.03421110168369656	-3.8062776202561603	NA	0.06939999999999999	0.13144999999999998	0.00735	-0.12409999999999999	0.0022162456167574684	7.781218162371368e-7	NA	KIF1B	2.654382110328387
ENSG00000054523	isoComp_00002283	geneComp_00000583	ENST00000377093.9	FT	RGC	KIF1B	NA	NA	224.00237843687677	197.879387510892	250.12536936286153	6.0515624553115535	0.9120727207949527	0.3380148252514225	NA	37.735661595329645	62.298098705448965	13.173224485210323	4.127809982012039	0.07854918650879304	-2.2407164122711336	NA	0.18355	0.31445	0.05265	-0.26180000000000003	2.619221265354159e-5	7.781218162371368e-7	FALSE	KIF1B	4.581827811898049
ENSG00000057935	isoComp_00002443	geneComp_00000625	ENST00000405094.2	FT	RGC	MTA3	NA	NA	56.83192781592645	72.81259564526883	40.85125998658408	2.0047488358059193	0.0694900103736522	-0.8336524729576399	NA	21.460609340986057	9.33590375067098	33.58531493130113	0.41150802262792124	0.1169179595985703	1.8458539698183791	NA	0.47515	0.12815	0.8221499999999999	0.694	7.215901841109607e-7	7.215901841109607e-7	FALSE	MTA3	6.141709383192611
ENSG00000064490	isoComp_00002775	geneComp_00000716	transcript43518.chr19.nic	FT	RGC	RFXANK	NA	NA	60.893239354031635	74.73205464871798	47.0544240593453	2.1462046761511004	0.03790945561548398	-0.6672832833733242	NA	23.850111884428483	18.017521711264617	29.682702057592344	0.5765504052810755	0.07896611716053492	0.7199073061148639	NA	0.436175	0.24155	0.6308	0.38925000000000004	0.034362968442636796	0.034362968442636796	NA	RFXANK	1.4639093267216854
ENSG00000066044	isoComp_00003021	geneComp_00000777	transcript28883.chr19.nnic	FT	RGC	ELAVL1	NA	NA	95.23530779549837	101.19370541716876	89.27691017382797	17.31494765738187	1.0596305292945798	-0.18074152207868593	NA	39.799467892938914	60.14414376081997	19.454792025057863	12.917497969805964	0.37229907435648174	-1.6277971918522303	NA	0.403825	0.58975	0.21789999999999998	-0.37185	0.03603127273974391	0.0258813625822743	NA	ELAVL1	1.443320396936959
ENSG00000066044	isoComp_00003020	geneComp_00000777	ENST00000407627.7	FT	RGC	ELAVL1	NA	NA	95.23530779549837	101.19370541716876	89.27691017382797	17.31494765738187	1.0596305292945798	-0.18074152207868593	NA	39.02740876223425	24.640337672848197	53.414479851620314	3.5170852919491877	0.6374289056399611	1.1158935471599984	NA	0.42150000000000004	0.24470000000000003	0.5983	0.3536	0.0258813625822743	0.0258813625822743	FALSE	ELAVL1	1.5870128629961782
ENSG00000067225	isoComp_00003143	geneComp_00000816	ENST00000335181.10	FT	RGC	PKM	NA	NA	872.6522460699762	685.8035740014441	1059.5009181385083	38.57667409985498	0.27578829971344015	0.627510090306943	NA	504.06073758559614	557.6936204069873	450.427854764205	48.080438145990286	3.3050845016869914	-0.3081705599567801	NA	0.6185	0.81185	0.42515000000000003	-0.38669999999999993	0.007197037610076148	0.004375678258957893	FALSE	PKM	2.142846227782723
ENSG00000067225	isoComp_00003150	geneComp_00000816	transcript22528.chr15.nic	FT	RGC	PKM	NA	NA	872.6522460699762	685.8035740014441	1059.5009181385083	38.57667409985498	0.27578829971344015	0.627510090306943	NA	321.7579694149505	98.09369301356898	545.422245816332	8.245100986649824	3.8673011852649775	2.4750206431759043	NA	0.32947499999999996	0.14415	0.5147999999999999	0.3706499999999999	0.004375678258957893	0.004375678258957893	NA	PKM	2.3589546189178177
ENSG00000067606	isoComp_00003191	geneComp_00000825	ENST00000378567.8	FT	RGC	PRKCZ	NA	NA	32.81818619990277	25.467947740415646	40.168424659389885	1.0937295987922155	0.29057249267930985	0.6571719265256455	NA	19.45206232383073	22.73951527770974	16.16460936995172	1.255685345783892	0.07712180188437934	-0.49210493586601	NA	0.647425	0.8924	0.40245	-0.48995	0.0016137566092897552	2.9241158085060494e-5	FALSE	PRKCZ	2.79216196602858
ENSG00000067606	isoComp_00003192	geneComp_00000825	ENST00000400921.6	FT	RGC	PRKCZ	NA	NA	32.81818619990277	25.467947740415646	40.168424659389885	1.0937295987922155	0.29057249267930985	0.6571719265256455	NA	11.720229410211735	0.12129422522435729	23.319164595199112	0.12129422522435727	0.3660826077889751	7.473187372998658	NA	0.29275	0.005	0.5805	0.5755	2.9241158085060494e-5	2.9241158085060494e-5	FALSE	PRKCZ	4.534005431304066
ENSG00000081479	isoComp_00004840	geneComp_00001255	ENST00000443831.1	FT	RGC	LRP2	NA	NA	297.1515606971089	308.3289445972156	285.9741767970022	2.0543502251614996	1.1072513246644746	-0.1085817934177874	NA	35.0038026752221	69.67800406541757	0.32960128502663155	13.045819283701233	0.021067372121893354	-7.680924607041492	NA	0.11342500000000001	0.2257	0.00115	-0.22455	1.0579166771037599e-5	1.0579166771037599e-5	FALSE	LRP2	4.975548536553263
ENSG00000082397	isoComp_00004929	geneComp_00001277	transcript1778.chr18.nic	FT	RGC	EPB41L3	NA	NA	75.79442145356592	79.51418932304202	72.07465358408982	2.967794593587179	0.09713674776150326	-0.14170160934873793	NA	7.000125614187961	0.934302438842164	13.065948789533758	0.2899081876697115	0.18025902210152542	3.791522825467317	NA	0.096575	0.0119	0.18125	0.16935	0.037557054503067185	0.037557054503067185	NA	EPB41L3	1.4253084755972383
ENSG00000083457	isoComp_00005037	geneComp_00001303	transcript2747.chr17.nnic	FT	RGC	ITGAE	NA	NA	68.21364335175015	60.85579968511729	75.57148701838301	11.520360058336507	1.2782811179952984	0.312401093326883	NA	10.255741223330196	1.7587696327974613	18.752712813862928	0.5512928415951757	0.33952052648547054	3.4070503689214764	NA	0.13815	0.0282	0.2481	0.21989999999999998	0.037313353774968076	0.037313353774968076	NA	ITGAE	1.4281357142263122
ENSG00000097033	isoComp_00006566	geneComp_00001682	transcript46757.chr1.nnic	FT	RGC	SH3GLB1	NA	NA	26.2092016536412	27.253657508012637	25.16474579926976	1.7275790272986329	0.41314684713643146	-0.11500190657680995	NA	7.7346868807917	0.8433178023365394	14.62605595924686	0.2848097662539545	0.2065392934136092	4.100299880005881	NA	0.305825	0.030399999999999996	0.58125	0.5508500000000001	1.3555909009871996e-4	1.3555909009871996e-4	NA	SH3GLB1	3.867871354901281
ENSG00000100106	isoComp_00006916	geneComp_00001773	ENST00000403663.6	FT	RGC	TRIOBP	NA	NA	168.9164200672605	172.22792764698033	165.60491248754064	19.943177006663518	2.0406433560307846	-0.056570282845919896	NA	29.838113801833344	50.92354226377023	8.752685339896466	5.4137826416148895	0.08660883238173511	-2.5391710964594996	NA	0.174425	0.29600000000000004	0.052849999999999994	-0.24315000000000003	8.167217742902912e-4	8.167217742902912e-4	FALSE	TRIOBP	3.0879258657068784
ENSG00000100106	isoComp_00006917	geneComp_00001773	ENST00000644935.1	FT	RGC	TRIOBP	NA	NA	168.9164200672605	172.22792764698033	165.60491248754064	19.943177006663518	2.0406433560307846	-0.056570282845919896	NA	92.03675612543931	63.135100260434854	120.93841199044377	9.797070672103041	1.5931645840400248	0.9376491297209939	NA	0.5476	0.3649	0.7303	0.36539999999999995	0.00652724518612585	8.167217742902912e-4	FALSE	TRIOBP	2.1852700733800865
ENSG00000100321	isoComp_00007132	geneComp_00001831	ENST00000318801.8	FT	RGC	SYNGR1	NA	NA	103.16208134763164	85.45158405388744	120.87257864137582	8.678231532176788	0.8872340627698206	0.500258378078878	NA	8.518474163045193	15.518708276977407	1.5182400491129804	3.023447916632333	0.03955861460855025	-3.344994748784275	NA	0.096225	0.1799	0.01255	-0.16735	0.03203704550694011	0.03203704550694011	FALSE	SYNGR1	1.4943475418760745
ENSG00000100979	isoComp_00007584	geneComp_00001947	ENST00000372420.5	FT	RGC	PLTP	NA	NA	19.445709862719834	24.13949505154324	14.751924673896431	0.8673839741281988	0.23692102037254337	-0.7101121900429018	NA	5.053207048735928	1.077303312380947	9.029110785090907	0.49638478938042657	0.20736183903374347	3.055426407316971	NA	0.327975	0.04395	0.612	0.5680499999999999	0.015886787542186427	0.015886787542186427	FALSE	PLTP	1.7989639123425747
ENSG00000101150	isoComp_00007681	geneComp_00001974	ENST00000358548.4	FT	RGC	TPD52L2	NA	NA	49.28001189868054	36.60947986519033	61.95054393217076	1.4727817278730342	0.9741790382759205	0.7587385095833745	NA	15.173876793161178	1.1102937587088615	29.237459827613492	0.5011549002045022	0.6211778912745469	4.706362346151574	NA	0.251425	0.030950000000000002	0.4719	0.44095	2.1562933059027795e-4	2.1562933059027795e-4	FALSE	TPD52L2	3.666292165344622
ENSG00000102024	isoComp_00008143	geneComp_00002098	ENST00000355899.8	FT	RGC	PLS3	NA	NA	33.21309049796371	36.933692865948345	29.492488129979083	3.448789383995191	0.3418911489942644	-0.324491453192926	NA	22.463590134494964	32.36815899856366	12.559021270426275	2.2703696917342846	0.07841353529084037	-1.365148643476315	NA	0.6521	0.8783000000000001	0.4259	-0.4524000000000001	0.0012077784764269797	0.0012077784764269797	FALSE	PLS3	2.9180127141318115
