#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript742.chr1.nnic	1576	265	0.45357	4.689012336730956	1	0.999995	coding
transcript750.chr1.nnic	2504	265	0.35634999999999994	4.689012336730956	1	0.999949	coding
ENST00000623083.4	1397	265	0.46121999999999996	4.689012336730956	1	0.999995	coding
transcript1285.chr1.nnic	1802	30	0.33875	10.410435295104978	1	0.013063	noncoding
transcript1106.chr1.nnic	6751	103	0.27739	5.326461601257324	1	0.301246	noncoding
ENST00000445118.7	6616	103	0.27739	5.326461601257324	1	0.301246	noncoding
ENST00000670780.1	8389	123	0.27587	10.227409553527831	1	0.13623	noncoding
ENST00000666741.2	5486	125	0.28063000000000005	6.563619041442871	1	0.328418	noncoding
transcript3183.chr1.nnic	7162	123	0.27587	10.227409553527831	1	0.13623	noncoding
ENST00000608189.6	1660	48	0.31406	6.50592746734619	1	0.0145873	noncoding
ENST00000657837.1	2933	78	0.28855000000000003	9.831057929992674	1	0.0483639	noncoding
ENST00000702098.1	1601	92	0.32763000000000003	5.298724174499512	1	0.197868	noncoding
transcript1857.chr1.nic	2740	282	0.31833	9.689356422424318	1	0.987554	coding
ENST00000616016.5	3465	845	0.41608	8.709694862365723	1	1	coding
ENST00000618323.5	3468	846	0.41608	8.709694862365723	1	1	coding
ENST00000342066.8	2557	682	0.42995000000000005	7.337368202209473	1	1	coding
ENST00000428771.6	1040	248	0.38166	11.277341651916505	1	0.988662	coding
ENST00000304952.11	885	222	0.38166	11.114494514465331	1	0.972887	coding
transcript2117.chr1.nnic	888	190	0.36383000000000004	10.988652229309082	1	0.864117	coding
ENST00000484667.2	667	190	0.40831	10.988652229309082	1	0.962297	coding
ENST00000349431.11	2260	260	0.36346999999999996	8.59513454437256	1	0.9982	coding
transcript5557.chr1.nnic	1236	290	0.37662999999999996	9.758659934997556	1	0.999394	coding
transcript5274.chr1.nnic	2078	260	0.37566999999999995	8.59513454437256	1	0.998898	coding
transcript6069.chr1.nic	2735	174	0.29564	8.790215873718264	1	0.58554	coding
ENST00000400929.6	1057	208	0.4469099999999999	7.010998725891112	1	0.998871	coding
transcript9315.chr1.nic	2096	98	0.30408999999999997	9.331685829162598	1	0.0926508	noncoding
