iso_ref	gene_ref	isoform_id	gene_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	PTC	neg_log_10_q
isoComp_00193675	geneComp_00049123	ENST00000562467	ADGRG1	RO_D209	RO_D45	ADGRG1	protein_coding	protein_coding	63.92020469626667	14.77649437610383	37.37866655784303	0.872846563157788	4.693822242986329	1.3383209645888614	NA	3.302874308482293	7.512890508548309	0.2480689315629857	0.1591770713698919	0.04761358211472844	-4.865458719265986	NA	0.14279999999999998	0.51085	0.0069	-0.50395	0.2868366552280851	0.2868366552280851	FALSE	0.542365350402837
isoComp_00196342	geneComp_00049619	ENST00000265381	APBA1	RO_D209	RO_D45	APBA1	protein_coding	protein_coding	11.842515626990597	9.093268898235422	11.686408151399915	1.0012273183510105	4.392973548064434	0.361608959090594	NA	9.720941624550836	9.024424808968012	4.017276632155097	0.9906847752232916	1.301037515545361	-1.1656281786574725	NA	0.81515	0.99245	0.3516	-0.64085	0.2648769625304741	0.2648769625304741	FALSE	0.576955812487858
isoComp_00196344	geneComp_00049619	ENST00000699288	APBA1	RO_D209	RO_D45	APBA1	protein_coding	protein_coding	11.842515626990597	9.093268898235422	11.686408151399915	1.0012273183510105	4.392973548064434	0.361608959090594	NA	1.9536057953967165	4.462300238656791e-4	7.404501477092245	6.620076870822443e-5	2.9911354523612097	9.471223507357823	NA	0.1717	5e-5	0.6257999999999999	0.6257499999999999	0.4687202324561345	0.2648769625304741	FALSE	0.3290862996173866
isoComp_00197762	geneComp_00049938	ENST00000269299	ASGR1	RO_D209	RO_D45	ASGR1	protein_coding	protein_coding	19.533230842182284	5.012087636676943	14.063879401860603	2.9973772501034683	0.8158380962068827	1.4866609464945653	NA	17.105564290399148	2.149058591354975	12.405077244604866	2.149058591354975	0.7355477185354697	2.523618937682359	NA	0.7445625	0.2683	0.8881	0.6198	1	1	FALSE	-0
isoComp_00197766	geneComp_00049938	ENST00000574388	ASGR1	RO_D209	RO_D45	ASGR1	protein_coding	protein_coding	19.533230842182284	5.012087636676943	14.063879401860603	2.9973772501034683	0.8158380962068827	1.4866609464945653	NA	0.9843563888336727	2.3497078955674926	0.577349103487181	0.34709728354820113	0.4765654459761495	-2.006318121746286	NA	0.1854625	0.66535	0.0392	-0.62615	1	1	FALSE	-0
isoComp_00201083	geneComp_00050668	ENST00000425202	C19orf81	RO_D209	RO_D45	C19orf81	protein_coding	protein_coding	8.126157324433313	18.268470368926128	5.320246699556599	1.585302104135195	2.3761455312006303	-1.7778711318986378	NA	2.7082824559710903	0	5.186983757035398	0	2.35169529390555	9.021530739702014	NA	0.594325	0	0.97125	0.97125	0.7098008596831309	6.81515592619894e-4	FALSE	0.1488634789875612
isoComp_00201084	geneComp_00050668	ENST00000490451	C19orf81	RO_D209	RO_D45	C19orf81	protein_coding	protein_coding_CDS_not_defined	8.126157324433313	18.268470368926128	5.320246699556599	1.585302104135195	2.3761455312006303	-1.7778711318986378	NA	5.417874868462222	18.268470368926128	0.13326294252120174	1.585302104135195	0.024450237295079887	-6.995336054082363	NA	0.405675	1	0.028749999999999998	-0.97125	6.81515592619894e-4	6.81515592619894e-4	NA	3.1665242033490277
isoComp_00213720	geneComp_00053410	ENST00000359388	DYNC1I1	RO_D209	RO_D45	DYNC1I1	protein_coding	protein_coding	5.964210393766368	6.687318361885275	6.509711394578512	0.6207359697705601	0.03150836978408034	-0.038775446561883586	NA	1.2032576682470089	0.3101565414032378	4.176896062179175	0.3050473830613759	0.16451056654430252	3.7090317119005394	NA	0.18914999999999998	0.051050000000000005	0.6417999999999999	0.5907499999999999	1	1	FALSE	-0
isoComp_00225421	geneComp_00058822	ENST00000459638	FRMD4B	RO_D209	RO_D45	FRMD4B	protein_coding	protein_coding	44.29733766720649	22.239458675116328	52.639388497385575	4.1844662068261975	3.45641446448937	1.2426465389703854	NA	31.20568624559797	2.6189957245906617	37.866679402976246	0.26222008109768824	1.534610790494863	3.8487261563509927	NA	0.6182625	0.1244	0.72055	0.5961500000000001	1	0.01741965952640115	FALSE	-0
isoComp_00228972	geneComp_00059632	ENST00000256594	GSTM3	RO_D209	RO_D45	GSTM3	protein_coding	protein_coding	38.03108320503937	41.40645082571109	48.29358800025898	11.575735379241772	1.8036627618291445	0.2219264293211947	NA	24.27274931390751	31.991355201610688	13.688978687159402	6.668205727640644	4.254143068071497	-1.2240646634315502	NA	0.6688375	0.7893	0.28055	-0.50875	1	0.004041266179583005	FALSE	-0
isoComp_00228973	geneComp_00059632	ENST00000361066	GSTM3	RO_D209	RO_D45	GSTM3	protein_coding	protein_coding	38.03108320503937	41.40645082571109	48.29358800025898	11.575735379241772	1.8036627618291445	0.2219264293211947	NA	7.779611988477839	0.5416195021572975	26.823670815406004	0.09837060434190159	1.9284953841766495	5.604227153580544	NA	0.1857875	0.0135	0.5577000000000001	0.5442000000000001	0.004041266179583005	0.004041266179583005	FALSE	2.3934825436387723
isoComp_00241398	geneComp_00062883	ENST00000515471	MARCHF1	RO_D209	RO_D45	MARCHF1	protein_coding	protein_coding_CDS_not_defined	10.997405457792576	13.728295438197268	5.795734496050494	4.60877022838092	2.735329516327692	-1.24265251245375	NA	1.0237436880169972	0	4.094974233235359	0	2.3029341522820013	8.681229356065202	NA	0.16695	0	0.6678	0.6678	0.3157243100223755	0.3157243100223755	NA	0.5006919771761926
isoComp_00246347	geneComp_00063922	ENST00000610671	MYT1	RO_D209	RO_D45	MYT1	protein_coding	protein_coding_CDS_not_defined	26.12741496529391	9.222354115599307	5.791691044749863	3.197203941137208	0.4624224322077226	-0.6702250906754803	NA	3.323858676970366	4.9658012634858855	0	2.1832951845444333	0	-8.958785054280803	NA	0.185025	0.5186999999999999	0	-0.5186999999999999	1	1	NA	-0
isoComp_00251886	geneComp_00065145	ENST00000255136	PABPC1L	RO_D209	RO_D45	PABPC1L	protein_coding	protein_coding	8.32658705365291	10.259195648539205	10.56060569924944	2.277376280069522	1.1536935720407868	0.04173486135395423	NA	2.589366386028872	5.624940275427566	0	0.0987992746538655	0	-9.138256509169365	NA	0.332075	0.57895	0	-0.57895	0.5871353691594542	0.5871353691594542	FALSE	0.23126175684238853
