gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype
ENSG00000283782	ENSG00000283782.2	5.55914030853034	5.93504662596229	626.894997331924	3.21205984003658e-08	0.000888102425171714		protein_coding
ENSG00000117154	ENSG00000117154.12	4.87279588285491	4.59032795843101	272.18128317465	6.03499951735307e-07	0.00278102836092158	IGSF21	protein_coding
ENSG00000139053	ENSG00000139053.3	7.56905117244885	8.09179628896255	288.180283820952	5.4875489818611e-07	0.00278102836092158	PDE6H	protein_coding
ENSG00000164318	ENSG00000164318.18	4.98310854772226	6.76780898711759	318.208781763706	3.89392318706461e-07	0.00278102836092158	EGFLAM	protein_coding
ENSG00000169085	ENSG00000169085.14	3.20251813317963	6.27099237888807	297.070785732631	4.43958200423293e-07	0.00278102836092158	VXN	protein_coding
ENSG00000290147	ENSG00000290147.1	9.52620783600882	7.14921556248643	290.171068601396	5.35846256465258e-07	0.00278102836092158	GUCA1ANB-GUCA1A	protein_coding
ENSG00000113522	ENSG00000113522.14	-2.21306474368295	5.76706305738208	255.711739783043	7.49061203079621e-07	0.00287728141899666	RAD50	protein_coding
ENSG00000165521	ENSG00000165521.16	2.43156647714174	5.4458722983591	239.81258787948	9.36581170059312e-07	0.00287728141899666	EML5	protein_coding
ENSG00000168843	ENSG00000168843.14	5.20874653408256	8.01399149496519	253.300115933146	8.56688026530356e-07	0.00287728141899666	FSTL5	protein_coding
ENSG00000143171	ENSG00000143171.13	5.61443163171837	6.442035179282	232.719320895915	1.14700526422526e-06	0.00317135485505642	RXRG	protein_coding
ENSG00000017483	ENSG00000017483.16	4.66595656574738	6.72508432464992	208.08990509297	1.68436938005865e-06	0.00319109377058428	SLC38A5	protein_coding
ENSG00000067057	ENSG00000067057.19	2.6141480819373	7.56638715515191	191.912856524215	2.02781003563668e-06	0.00319109377058428	PFKP	protein_coding
ENSG00000105392	ENSG00000105392.17	4.19782407219521	8.05333602935437	202.07786777922	1.86244596298231e-06	0.00319109377058428	CRX	protein_coding
