isoform_id	gene_id	gene_name	iso_value_1	iso_value_2	IF1	IF2
ENST00000374650.8	ENSG00000003400	CASP10	0	0.11804449990459953	NA	1
ENST00000374650.8	ENSG00000003400	CASP10	0	0.11804449990459953	NA	1
ENST00000374650.8	ENSG00000003400	CASP10	0	0.11804449990459953	NA	1
ENST00000367023.5	ENSG00000009790	TRAF3IP3	0	0.11804449990459953	NA	1
ENST00000367023.5	ENSG00000009790	TRAF3IP3	0	0.11804449990459953	NA	1
ENST00000367023.5	ENSG00000009790	TRAF3IP3	0	0.11804449990459953	NA	1
ENST00000216862.8	ENSG00000019186	CYP24A1	0.18502299307738768	0	0.17735	NA
transcript66269.chr20.nic	ENSG00000019186	CYP24A1	0.7097854048298436	0	0.82265	NA
transcript66269.chr20.nic	ENSG00000019186	CYP24A1	0.7097854048298436	0	0.82265	NA
ENST00000216862.8	ENSG00000019186	CYP24A1	0.18502299307738768	0	0.17735	NA
transcript66269.chr20.nic	ENSG00000019186	CYP24A1	0.7097854048298436	0	0.82265	NA
ENST00000216862.8	ENSG00000019186	CYP24A1	0.18502299307738768	0	0.17735	NA
ENST00000314214.12	ENSG00000029534	ANK1	0.16232247529625365	0	1	NA
ENST00000314214.12	ENSG00000029534	ANK1	0.16232247529625365	0	1	NA
ENST00000314214.12	ENSG00000029534	ANK1	0.16232247529625365	0	1	NA
ENST00000359361.2	ENSG00000062096	ARSF	0	0.5318359196824869	NA	1
ENST00000359361.2	ENSG00000062096	ARSF	0	0.5318359196824869	NA	1
ENST00000359361.2	ENSG00000062096	ARSF	0	0.5318359196824869	NA	1
ENST00000470560.1	ENSG00000068781	STON1-GTF2A1L	0.18502299307738768	0	0.5	NA
ENST00000463040.5	ENSG00000068781	STON1-GTF2A1L	0.18502299307738768	0	0.5	NA
ENST00000463040.5	ENSG00000068781	STON1-GTF2A1L	0.18502299307738768	0	0.5	NA
ENST00000463040.5	ENSG00000068781	STON1-GTF2A1L	0.18502299307738768	0	0.5	NA
ENST00000470560.1	ENSG00000068781	STON1-GTF2A1L	0.18502299307738768	0	0.5	NA
ENST00000470560.1	ENSG00000068781	STON1-GTF2A1L	0.18502299307738768	0	0.5	NA
ENST00000261200.9	ENSG00000069431	ABCC9	0.7494580619618465	0	1	NA
ENST00000261200.9	ENSG00000069431	ABCC9	0.7494580619618465	0	1	NA
ENST00000261200.9	ENSG00000069431	ABCC9	0.7494580619618465	0	1	NA
ENST00000357450.9	ENSG00000077935	SMC1B	0	0.3606149998374295	NA	1
ENST00000357450.9	ENSG00000077935	SMC1B	0	0.3606149998374295	NA	1
ENST00000357450.9	ENSG00000077935	SMC1B	0	0.3606149998374295	NA	1
ENST00000380818.7	ENSG00000085231	AK6	0	0.081958550626969	NA	1
ENST00000380818.7	ENSG00000085231	AK6	0	0.081958550626969	NA	1
ENST00000380818.7	ENSG00000085231	AK6	0	0.081958550626969	NA	1
ENST00000621632.5	ENSG00000089737	DDX24	0.18502299307738768	0	1	NA
ENST00000621632.5	ENSG00000089737	DDX24	0.18502299307738768	0	1	NA
ENST00000621632.5	ENSG00000089737	DDX24	0.18502299307738768	0	1	NA
ENST00000466928.5	ENSG00000089820	ARHGAP4	0.1513924253315394	0	1	NA
ENST00000466928.5	ENSG00000089820	ARHGAP4	0.1513924253315394	0	1	NA
ENST00000466928.5	ENSG00000089820	ARHGAP4	0.1513924253315394	0	1	NA
ENST00000264382.8	ENSG00000090402	SI	0.18502299307738768	0	1	NA
ENST00000264382.8	ENSG00000090402	SI	0.18502299307738768	0	1	NA
ENST00000264382.8	ENSG00000090402	SI	0.18502299307738768	0	1	NA
ENST00000430124.7	ENSG00000096395	MLN	0	0.4706895963698565	NA	1
ENST00000430124.7	ENSG00000096395	MLN	0	0.4706895963698565	NA	1
ENST00000430124.7	ENSG00000096395	MLN	0	0.4706895963698565	NA	1
ENST00000622698.4	ENSG00000099715	PCDH11Y	0.18502299307738768	0	1	NA
ENST00000622698.4	ENSG00000099715	PCDH11Y	0.18502299307738768	0	1	NA
ENST00000622698.4	ENSG00000099715	PCDH11Y	0.18502299307738768	0	1	NA
ENST00000215582.8	ENSG00000099812	MISP	0	0.09770520646012715	NA	1
ENST00000215582.8	ENSG00000099812	MISP	0	0.09770520646012715	NA	1
ENST00000215582.8	ENSG00000099812	MISP	0	0.09770520646012715	NA	1
ENST00000349570.11	ENSG00000099834	CDHR5	0.18502299307738768	0	1	NA
ENST00000349570.11	ENSG00000099834	CDHR5	0.18502299307738768	0	1	NA
ENST00000349570.11	ENSG00000099834	CDHR5	0.18502299307738768	0	1	NA
ENST00000319231.10	ENSG00000100433	KCNK10	0	0.9519045834027012	NA	1
ENST00000319231.10	ENSG00000100433	KCNK10	0	0.9519045834027012	NA	1
ENST00000319231.10	ENSG00000100433	KCNK10	0	0.9519045834027012	NA	1
ENST00000699096.1	ENSG00000101311	FERMT1	0	0.23608899979267794	NA	1
ENST00000699096.1	ENSG00000101311	FERMT1	0	0.23608899979267794	NA	1
ENST00000699096.1	ENSG00000101311	FERMT1	0	0.23608899979267794	NA	1
ENST00000380482.9	ENSG00000102802	MEDAG	0	0.7921551707287515	NA	1
ENST00000380482.9	ENSG00000102802	MEDAG	0	0.7921551707287515	NA	1
ENST00000380482.9	ENSG00000102802	MEDAG	0	0.7921551707287515	NA	1
ENST00000263026.10	ENSG00000103319	EEF2K	0.18502299307738768	0	1	NA
ENST00000263026.10	ENSG00000103319	EEF2K	0.18502299307738768	0	1	NA
ENST00000263026.10	ENSG00000103319	EEF2K	0.18502299307738768	0	1	NA
ENST00000261381.7	ENSG00000103489	XYLT1	0	0.11804449990459953	NA	1
ENST00000261381.7	ENSG00000103489	XYLT1	0	0.11804449990459953	NA	1
ENST00000261381.7	ENSG00000103489	XYLT1	0	0.11804449990459953	NA	1
ENST00000315396.7	ENSG00000105479	ODAD1	0	0.36915305452393576	NA	1
ENST00000315396.7	ENSG00000105479	ODAD1	0	0.36915305452393576	NA	1
ENST00000315396.7	ENSG00000105479	ODAD1	0	0.36915305452393576	NA	1
ENST00000262940.12	ENSG00000105808	RASA4	0	0.7877999904327948	NA	0.4474
ENST00000449970.6	ENSG00000105808	RASA4	0	0.5008925894553966	NA	0.2845
