gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000151615	ENSG00000151615	9.673775151426575	7.815751115136524	437.88232655735754	6.202500036124285e-97	3.6216397710929696e-93	POU4F2	protein_coding	4	H1_FT	H1_RGC	92.44109474927507	TRUE	POU4F2
ENSG00000114251	ENSG00000114251	-8.476117165601758	5.180228583049835	82.0665206781102	1.3485886540001112e-19	1.2700659920494595e-17	WNT5A	protein_coding	3	H1_FT	H1_RGC	16.896173712714646	TRUE	WNT5A
ENSG00000165092	ENSG00000165092	-7.73230882977541	7.678606313391932	272.4734179642185	4.279888777344703e-61	5.35505797948194e-58	ALDH1A1	protein_coding	9	H1_FT	H1_RGC	57.271235822678484	TRUE	ALDH1A1
ENSG00000182240	ENSG00000182240	-7.68055507846826	4.3328166156783094	48.4944887497576	3.341225406676875e-12	1.5904414524119243e-10	BACE2	protein_coding	21	H1_FT	H1_RGC	9.798482313581097	TRUE	BACE2
ENSG00000186487	ENSG00000186487	7.678593490979401	4.156750838342793	49.29049447886501	2.2272790947970445e-12	1.0748002177289208e-10	MYT1L	protein_coding	2	H1_FT	H1_RGC	9.968672254261143	TRUE	MYT1L
ENSG00000176907	ENSG00000176907	-7.521917285595387	4.459579913992323	45.13590393286893	1.8522364796086437e-11	8.031095646857578e-10	TCIM	protein_coding	8	H1_FT	H1_RGC	9.095225201804139	TRUE	TCIM
ENSG00000027644	ENSG00000027644	7.3671369909631395	3.810084565203654	40.266709653683066	2.2290053646317909e-10	8.343052771849377e-9	INSRR	protein_coding	1	H1_FT	H1_RGC	8.07867500938867	TRUE	INSRR
ENSG00000140451	ENSG00000140451	-7.351910050468645	4.198601142336014	39.58803306764958	3.154450437411689e-10	1.1559938977435265e-8	PIF1	protein_coding	15	H1_FT	H1_RGC	7.937044458461604	TRUE	PIF1
ENSG00000114315	ENSG00000114315	-7.3142453371272165	9.879504601221534	471.15817478378455	3.959545886741495e-104	6.935936529805076e-100	HES1	protein_coding	3	H1_FT	H1_RGC	99.15889488970738	TRUE	HES1
ENSG00000142871	ENSG00000142871	-7.282219802056921	7.689236414574165	273.839570954063	2.161992252013446e-61	2.9132014060399647e-58	CCN1	protein_coding	1	H1_FT	H1_RGC	57.535629489107976	TRUE	CCN1
ENSG00000018625	ENSG00000018625	-6.937874349529088	4.7681614247636555	33.16750337796419	8.4904092471568e-9	2.5336711887980526e-7	ATP1A2	protein_coding	1	H1_FT	H1_RGC	6.596249747051749	TRUE	ATP1A2
ENSG00000118523	ENSG00000118523	-6.934874766124726	4.122385945039873	30.745089781490222	2.95305191142373e-8	8.057415939627644e-7	CCN2	protein_coding	6	H1_FT	H1_RGC	6.093804216643589	TRUE	CCN2
ENSG00000131981	ENSG00000131981	-6.892057237879112	3.9880050323525915	29.41995151769374	5.846690143272255e-8	1.4995090957496352e-6	LGALS3	protein_coding	14	H1_FT	H1_RGC	5.824050895545072	TRUE	LGALS3
ENSG00000085276	ENSG00000085276	-6.8884539429353575	3.799397742138378	28.611103182047795	8.874999999440036e-8	2.189624999861846e-6	MECOM	protein_coding	3	H1_FT	H1_RGC	5.659630257048396	TRUE	MECOM
ENSG00000185650	ENSG00000185650	-6.719811880698892	9.982897131790146	457.38723954099305	3.755380447757669e-101	3.2891499651685545e-97	ZFP36L1	protein_coding	14	H1_FT	H1_RGC	96.48291632488754	TRUE	ZFP36L1
