gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	ensembl_gene_name
ENSG00000003249	isoComp_00165839	geneComp_00045867	ENST00000002501.11	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	4.985231428571429	2.52411	9.63204	1.084829015974407	1.3212899999999992	1.9278592647905073	NA	0.6063142857142857	0.3283	0.9057999999999999	0.5774999999999999	2.9628005363797376e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165839	geneComp_00045867	ENST00000002501.11	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	4.985231428571429	2.52411	9.63204	1.084829015974407	1.3212899999999992	1.9278592647905073	NA	0.6063142857142857	0.3283	0.9057999999999999	0.5774999999999999	2.9628005363797376e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165839	geneComp_00045867	ENST00000002501.11	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	4.985231428571429	2.52411	9.63204	1.084829015974407	1.3212899999999992	1.9278592647905073	NA	0.6063142857142857	0.3283	0.9057999999999999	0.5774999999999999	2.9628005363797376e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165842	geneComp_00045867	ENST00000568662.2	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	1.6908999999999998	3.9454333333333333	0	1.1967087261921525	0	-8.627691946066976	NA	0.2292857142857143	0.535	0	-0.535	1.8641018399031965e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165842	geneComp_00045867	ENST00000568662.2	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	1.6908999999999998	3.9454333333333333	0	1.1967087261921525	0	-8.627691946066976	NA	0.2292857142857143	0.535	0	-0.535	1.8641018399031965e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165842	geneComp_00045867	ENST00000568662.2	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	1.6908999999999998	3.9454333333333333	0	1.1967087261921525	0	-8.627691946066976	NA	0.2292857142857143	0.535	0	-0.535	1.8641018399031965e-7	1.8641018399031965e-7	DBNDD1
ENSG00000005007	isoComp_00166191	geneComp_00045903	ENST00000596842.5	RO_D100	RO_D45	UPF1	NA	NA	24.982224285714285	26.47889	25.09406	1.3179831024334103	3.382989999999999	-0.07746668422242466	NA	13.145117142857144	17.685446666666667	4.63948	2.9329342980613204	4.137639999999999	-1.928236899911538	NA	0.5237714285714286	0.6748666666666666	0.16565	-0.5092166666666667	0.1542388390626237	0.018175975291798915	UPF1
ENSG00000005007	isoComp_00166191	geneComp_00045903	ENST00000596842.5	RO_D100	RO_D45	UPF1	NA	NA	24.982224285714285	26.47889	25.09406	1.3179831024334103	3.382989999999999	-0.07746668422242466	NA	13.145117142857144	17.685446666666667	4.63948	2.9329342980613204	4.137639999999999	-1.928236899911538	NA	0.5237714285714286	0.6748666666666666	0.16565	-0.5092166666666667	0.1542388390626237	0.018175975291798915	UPF1
ENSG00000005007	isoComp_00166191	geneComp_00045903	ENST00000596842.5	RO_D100	RO_D45	UPF1	NA	NA	24.982224285714285	26.47889	25.09406	1.3179831024334103	3.382989999999999	-0.07746668422242466	NA	13.145117142857144	17.685446666666667	4.63948	2.9329342980613204	4.137639999999999	-1.928236899911538	NA	0.5237714285714286	0.6748666666666666	0.16565	-0.5092166666666667	0.1542388390626237	0.018175975291798915	UPF1
ENSG00000035862	isoComp_00169818	geneComp_00046343	ENST00000262768.11	RO_D100	RO_D45	TIMP2	NA	NA	82.96872714285715	97.47847333333334	77.109975	12.532527124035196	13.245125	-0.3381270662766538	NA	44.02240857142857	24.85507	65.999395	4.34717568885056	13.097595000000002	1.4085508826958626	NA	0.5672571428571429	0.2574	0.85185	0.5944499999999999	9.345732805839298e-11	9.345732805839298e-11	TIMP2
ENSG00000035862	isoComp_00169818	geneComp_00046343	ENST00000262768.11	RO_D100	RO_D45	TIMP2	NA	NA	82.96872714285715	97.47847333333334	77.109975	12.532527124035196	13.245125	-0.3381270662766538	NA	44.02240857142857	24.85507	65.999395	4.34717568885056	13.097595000000002	1.4085508826958626	NA	0.5672571428571429	0.2574	0.85185	0.5944499999999999	9.345732805839298e-11	9.345732805839298e-11	TIMP2
ENSG00000035862	isoComp_00169818	geneComp_00046343	ENST00000262768.11	RO_D100	RO_D45	TIMP2	NA	NA	82.96872714285715	97.47847333333334	77.109975	12.532527124035196	13.245125	-0.3381270662766538	NA	44.02240857142857	24.85507	65.999395	4.34717568885056	13.097595000000002	1.4085508826958626	NA	0.5672571428571429	0.2574	0.85185	0.5944499999999999	9.345732805839298e-11	9.345732805839298e-11	TIMP2
