gene_id	iso_ref	gene_ref	isoform_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	ensembl_gene_name
ENSG00000003249	isoComp_00165839	geneComp_00045867	ENST00000002501.11	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	4.985231428571429	2.52411	9.63204	1.084829015974407	1.3212899999999992	1.9278592647905073	NA	0.6063142857142857	0.3283	0.9057999999999999	0.5774999999999999	2.9628005363797376e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165839	geneComp_00045867	ENST00000002501.11	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	4.985231428571429	2.52411	9.63204	1.084829015974407	1.3212899999999992	1.9278592647905073	NA	0.6063142857142857	0.3283	0.9057999999999999	0.5774999999999999	2.9628005363797376e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165839	geneComp_00045867	ENST00000002501.11	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	4.985231428571429	2.52411	9.63204	1.084829015974407	1.3212899999999992	1.9278592647905073	NA	0.6063142857142857	0.3283	0.9057999999999999	0.5774999999999999	2.9628005363797376e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165842	geneComp_00045867	ENST00000568662.2	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	1.6908999999999998	3.9454333333333333	0	1.1967087261921525	0	-8.627691946066976	NA	0.2292857142857143	0.535	0	-0.535	1.8641018399031965e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165842	geneComp_00045867	ENST00000568662.2	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	1.6908999999999998	3.9454333333333333	0	1.1967087261921525	0	-8.627691946066976	NA	0.2292857142857143	0.535	0	-0.535	1.8641018399031965e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003249	isoComp_00165842	geneComp_00045867	ENST00000568662.2	RO_D100	RO_D45	DBNDD1	NA	NA	7.860211428571429	7.51952	10.6987	2.487627215721841	1.835519999999999	0.508153549959725	NA	1.6908999999999998	3.9454333333333333	0	1.1967087261921525	0	-8.627691946066976	NA	0.2292857142857143	0.535	0	-0.535	1.8641018399031965e-7	1.8641018399031965e-7	DBNDD1
ENSG00000003509	isoComp_00165936	geneComp_00045872	ENST00000474154.5	RO_D100	RO_D45	NDUFAF7	NA	NA	9.280927142857143	9.774723333333334	10.672545000000001	0.5038395816902216	0.8988349999999999	0.12665243054864675	NA	0.9014557142857142	1.4372433333333332	0.31964499999999996	0.3476042741554124	0.05427499999999999	-2.134322406784699	NA	0.10045714285714286	0.1497	0.030600000000000002	-0.1191	0.038101657412694605	0.038101657412694605	NDUFAF7
ENSG00000003509	isoComp_00165936	geneComp_00045872	ENST00000474154.5	RO_D100	RO_D45	NDUFAF7	NA	NA	9.280927142857143	9.774723333333334	10.672545000000001	0.5038395816902216	0.8988349999999999	0.12665243054864675	NA	0.9014557142857142	1.4372433333333332	0.31964499999999996	0.3476042741554124	0.05427499999999999	-2.134322406784699	NA	0.10045714285714286	0.1497	0.030600000000000002	-0.1191	0.038101657412694605	0.038101657412694605	NDUFAF7
ENSG00000003509	isoComp_00165936	geneComp_00045872	ENST00000474154.5	RO_D100	RO_D45	NDUFAF7	NA	NA	9.280927142857143	9.774723333333334	10.672545000000001	0.5038395816902216	0.8988349999999999	0.12665243054864675	NA	0.9014557142857142	1.4372433333333332	0.31964499999999996	0.3476042741554124	0.05427499999999999	-2.134322406784699	NA	0.10045714285714286	0.1497	0.030600000000000002	-0.1191	0.038101657412694605	0.038101657412694605	NDUFAF7
ENSG00000003989	isoComp_00165965	geneComp_00045875	ENST00000398090.3	RO_D100	RO_D45	SLC7A2	NA	NA	4.807448571428571	3.97334	6.733305	0.1664361031547343	0.578325	0.7594772253832188	NA	1.2306142857142857	1.5007866666666667	0	0.02922537272835218	0	-7.2391561463257865	NA	0.30495714285714287	0.3793666666666667	0	-0.3793666666666667	3.5906133152633304e-11	3.5906133152633304e-11	SLC7A2
ENSG00000003989	isoComp_00165965	geneComp_00045875	ENST00000398090.3	RO_D100	RO_D45	SLC7A2	NA	NA	4.807448571428571	3.97334	6.733305	0.1664361031547343	0.578325	0.7594772253832188	NA	1.2306142857142857	1.5007866666666667	0	0.02922537272835218	0	-7.2391561463257865	NA	0.30495714285714287	0.3793666666666667	0	-0.3793666666666667	3.5906133152633304e-11	3.5906133152633304e-11	SLC7A2
ENSG00000003989	isoComp_00165965	geneComp_00045875	ENST00000398090.3	RO_D100	RO_D45	SLC7A2	NA	NA	4.807448571428571	3.97334	6.733305	0.1664361031547343	0.578325	0.7594772253832188	NA	1.2306142857142857	1.5007866666666667	0	0.02922537272835218	0	-7.2391561463257865	NA	0.30495714285714287	0.3793666666666667	0	-0.3793666666666667	3.5906133152633304e-11	3.5906133152633304e-11	SLC7A2
