gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	condition_1	condition_2
ENSG00000100504	ENSG00000100504	5.496524676742641	5.0423097236639265	415.1871247957197	6.049853999164267e-9	3.450836721123298e-5	PYGL	protein_coding	RGC	Stage_3
ENSG00000142089	ENSG00000142089	6.960830576360495	8.002774102751474	513.9727239787106	2.3152634521238594e-9	3.450836721123298e-5	IFITM3	protein_coding	RGC	Stage_3
ENSG00000157064	ENSG00000157064	-4.916047372600429	5.551893338608133	428.7358436552083	5.2370858456049e-9	3.450836721123298e-5	NMNAT2	protein_coding	RGC	Stage_3
ENSG00000015592	ENSG00000015592	-4.568591464400298	7.765699567361733	367.29357678112626	1.0483865279457358e-8	3.610000407972007e-5	STMN4	protein_coding	RGC	Stage_3
ENSG00000135447	ENSG00000135447	-4.329311587894095	5.990688458041643	352.0417338759807	1.2676447606963273e-8	3.610000407972007e-5	PPP1R1A	protein_coding	RGC	Stage_3
ENSG00000173267	ENSG00000173267	-6.303413481395645	6.158748619810261	321.6251902044587	1.898667816254562e-8	3.610000407972007e-5	SNCG	protein_coding	RGC	Stage_3
ENSG00000185650	ENSG00000185650	5.079388835704706	8.222250145642107	331.3176684634115	1.6628105841279746e-8	3.610000407972007e-5	ZFP36L1	protein_coding	RGC	Stage_3
ENSG00000187017	ENSG00000187017	5.48666129214743	5.926993030918842	349.2554002084851	1.3135343650321596e-8	3.610000407972007e-5	ESPN	protein_coding	RGC	Stage_3
ENSG00000272398	ENSG00000272398	-4.796297742568394	7.845803777330764	326.83344951326563	1.767205624149898e-8	3.610000407972007e-5	CD24	protein_coding	RGC	Stage_3
ENSG00000130203	ENSG00000130203	4.427818375291917	6.801654785904687	312.76733068889234	2.150772268045296e-8	3.680401505079111e-5	APOE	protein_coding	RGC	Stage_3
ENSG00000011347	ENSG00000011347	-4.656628227394039	7.878607417616001	301.4287607504281	2.5358646206255863e-8	3.9448832171040945e-5	SYT7	protein_coding	RGC	Stage_3
ENSG00000117016	ENSG00000117016	-3.145159203040537	5.278029294827294	277.3982832869214	3.671151523540979e-8	4.015421315500475e-5	RIMS3	protein_coding	RGC	Stage_3
ENSG00000126878	ENSG00000126878	3.86574555587445	5.742951107830055	284.91102287567213	3.2595780637103414e-8	4.015421315500475e-5	AIF1L	protein_coding	RGC	Stage_3
ENSG00000146250	ENSG00000146250	6.286622566631368	5.624540091097858	283.14298536989503	3.3511543822195876e-8	4.015421315500475e-5	PRSS35	protein_coding	RGC	Stage_3
ENSG00000154734	ENSG00000154734	3.887650560727059	4.88219564160536	276.001886725186	3.75448463347403e-8	4.015421315500475e-5	ADAMTS1	protein_coding	RGC	Stage_3
ENSG00000173404	ENSG00000173404	-4.249321666674217	5.924044149204113	290.9668919931585	2.9681705194691392e-8	4.015421315500475e-5	INSM1	protein_coding	RGC	Stage_3
ENSG00000102755	ENSG00000102755	6.194141829235069	6.004493384475585	260.559508793605	4.849102058802724e-8	4.110896883744658e-5	FLT1	protein_coding	RGC	Stage_3
ENSG00000104267	ENSG00000104267	7.546056739718301	6.792757127380924	262.3935702866745	4.700407532426317e-8	4.110896883744658e-5	CA2	protein_coding	RGC	Stage_3
ENSG00000119547	ENSG00000119547	-5.005902681752367	7.666969059787397	249.44101293043929	5.8841925467144094e-8	4.110896883744658e-5	ONECUT2	protein_coding	RGC	Stage_3
ENSG00000128052	ENSG00000128052	6.3183181033417615	5.429508896617166	254.9283924389144	5.342858355864723e-8	4.110896883744658e-5	KDR	protein_coding	RGC	Stage_3
ENSG00000164318	ENSG00000164318	4.5615214166412414	6.52948868954551	252.58334851686436	5.5664387556132666e-8	4.110896883744658e-5	EGFLAM	protein_coding	RGC	Stage_3
ENSG00000170091	ENSG00000170091	-3.323713175043183	6.56327556782187	261.85784689184163	4.7432592338394276e-8	4.110896883744658e-5	NSG2	protein_coding	RGC	Stage_3
ENSG00000184232	ENSG00000184232	7.6899785130839655	5.837511720333256	248.1193843931702	6.024415986030824e-8	4.110896883744658e-5	OAF	protein_coding	RGC	Stage_3
ENSG00000187416	ENSG00000187416	6.101645768491106	4.72055107836855	249.08791937564305	5.92126259355473e-8	4.110896883744658e-5	LHFPL3	protein_coding	RGC	Stage_3
ENSG00000205336	ENSG00000205336	-2.821826960162674	6.126901292470915	246.1046113395149	6.246103259546582e-8	4.110896883744658e-5	ADGRG1	protein_coding	RGC	Stage_3
ENSG00000290147	ENSG00000290147	14.79915475324651	6.883112190777425	366.7267350809831	4.497966944945998e-8	4.110896883744658e-5	GUCA1ANB-GUCA1A	protein_coding	RGC	Stage_3
ENSG00000111664	ENSG00000111664	4.632730755170766	7.607439043795611	243.57306084037714	6.53891943053903e-8	4.144221825754959e-5	GNB3	protein_coding	RGC	Stage_3
ENSG00000168309	ENSG00000168309	7.24816399438355	5.395181446386231	234.36786235039983	7.754961261853887e-8	4.739389182601561e-5	FAM107A	protein_coding	RGC	Stage_3
ENSG00000145920	ENSG00000145920	-4.242854751285524	6.283523916196331	231.1419344997323	8.245275205038778e-8	4.865281010642192e-5	CPLX2	protein_coding	RGC	Stage_3
ENSG00000162188	ENSG00000162188	-4.728324395926989	5.911858640450783	225.8871932677372	9.127533970845308e-8	5.2063453769701636e-5	GNG3	protein_coding	RGC	Stage_3
ENSG00000120907	ENSG00000120907	-4.78060591565309	5.37477599785412	223.71241585451008	9.526111579768472e-8	5.239157374921251e-5	ADRA1A	protein_coding	RGC	Stage_3
ENSG00000198910	ENSG00000198910	-3.4010814215353906	6.635046388988411	222.29463684588646	9.797395745528286e-8	5.239157374921251e-5	L1CAM	protein_coding	RGC	Stage_3
ENSG00000073670	ENSG00000073670	-3.01758352946219	4.953844247308445	219.17916334618477	1.0427347647431724e-7	5.265668813307312e-5	ADAM11	protein_coding	RGC	Stage_3
ENSG00000091490	ENSG00000091490	4.237350529323848	6.114040386202082	214.6927324067994	1.1423641531317372e-7	5.265668813307312e-5	SEL1L3	protein_coding	RGC	Stage_3
ENSG00000105392	ENSG00000105392	4.483317788444832	7.819007315894811	214.43257707249356	1.1484895183752751e-7	5.265668813307312e-5	CRX	protein_coding	RGC	Stage_3
ENSG00000119614	ENSG00000119614	2.6638516957536664	7.011589658313953	211.55701321087145	1.2189338414334032e-7	5.265668813307312e-5	VSX2	protein_coding	RGC	Stage_3
ENSG00000120500	ENSG00000120500	5.907767897179395	5.468142238844746	211.38034258633363	1.2234311137443846e-7	5.265668813307312e-5	ARR3	protein_coding	RGC	Stage_3
ENSG00000134323	ENSG00000134323	-2.878090700004298	5.934577427767809	210.934215940822	1.2348778646341095e-7	5.265668813307312e-5	MYCN	protein_coding	RGC	Stage_3
ENSG00000149295	ENSG00000149295	-4.457401950354372	5.625478439780353	209.91042989001872	1.2616434159981287e-7	5.265668813307312e-5	DRD2	protein_coding	RGC	Stage_3
ENSG00000150361	ENSG00000150361	-5.5257042694962895	5.911176086817054	216.25111726785454	1.1064937586496451e-7	5.265668813307312e-5	KLHL1	protein_coding	RGC	Stage_3
ENSG00000179774	ENSG00000179774	-6.815217119205659	7.178115945737875	212.50299377526514	1.1951930165799283e-7	5.265668813307312e-5	ATOH7	protein_coding	RGC	Stage_3
ENSG00000002933	ENSG00000002933	-3.035014295250165	5.495554240964037	197.49013908608492	1.6501766618974063e-7	5.5287181493672976e-5	TMEM176A	protein_coding	RGC	Stage_3
ENSG00000082438	ENSG00000082438	4.35279781738663	5.901053726473437	198.8201887120179	1.6021863508765027e-7	5.5287181493672976e-5	COBLL1	protein_coding	RGC	Stage_3
ENSG00000107105	ENSG00000107105	-4.738452999725745	6.992569087005211	202.5107462064144	1.477659515744475e-7	5.5287181493672976e-5	ELAVL2	protein_coding	RGC	Stage_3
ENSG00000116741	ENSG00000116741	-2.9976169883039048	4.903940503887924	204.28196934975256	1.422093168597297e-7	5.5287181493672976e-5	RGS2	protein_coding	RGC	Stage_3
ENSG00000137142	ENSG00000137142	-6.780273990242688	7.516788226387836	196.6852775665488	1.6800686288399922e-7	5.5287181493672976e-5	IGFBPL1	protein_coding	RGC	Stage_3
ENSG00000144834	ENSG00000144834	-3.941109746371661	7.162362400511954	199.4585921940105	1.579756219755424e-7	5.5287181493672976e-5	TAGLN3	protein_coding	RGC	Stage_3
ENSG00000149489	ENSG00000149489	6.419148954115135	5.718412156480177	198.89586849967196	1.599507181614309e-7	5.5287181493672976e-5	ROM1	protein_coding	RGC	Stage_3
ENSG00000151615	ENSG00000151615	-8.028226988160117	6.231156923777902	205.4048585849435	1.388182583954247e-7	5.5287181493672976e-5	POU4F2	protein_coding	RGC	Stage_3
ENSG00000168461	ENSG00000168461	-3.9291155945843435	8.129282005051454	202.40593786409624	1.48102968736866e-7	5.5287181493672976e-5	RAB31	protein_coding	RGC	Stage_3
ENSG00000172020	ENSG00000172020	-3.8954345311597347	7.787385515612474	199.97469870559513	1.561902119859882e-7	5.5287181493672976e-5	GAP43	protein_coding	RGC	Stage_3
ENSG00000184144	ENSG00000184144	-5.445417906454413	7.130744385547733	196.77704134769817	1.6766274595578614e-7	5.5287181493672976e-5	CNTN2	protein_coding	RGC	Stage_3
ENSG00000162496	ENSG00000162496	4.9625052919090775	6.174421034574966	192.64659497234902	1.840421420241648e-7	5.942130442108506e-5	DHRS3	protein_coding	RGC	Stage_3
ENSG00000167535	ENSG00000167535	-2.48866606102347	5.723969695548203	189.7706279681298	1.966064929260283e-7	5.975308620134805e-5	CACNB3	protein_coding	RGC	Stage_3
ENSG00000168874	ENSG00000168874	4.062579565078926	5.001642050758256	190.66969737147383	1.925694464103367e-7	5.975308620134805e-5	ATOH8	protein_coding	RGC	Stage_3
ENSG00000177283	ENSG00000177283	5.7042184415969395	4.830898574409625	189.24005952656915	1.9903727872118038e-7	5.975308620134805e-5	FZD8	protein_coding	RGC	Stage_3
ENSG00000213420	ENSG00000213420	-2.937742398193722	6.109059705501009	190.807966366639	1.919575788734601e-7	5.975308620134805e-5	GPC2	protein_coding	RGC	Stage_3
ENSG00000114739	ENSG00000114739	-2.4217952923695765	6.3497450527045025	186.6729048132601	2.1132922660111472e-7	6.18224212165349e-5	ACVR2B	protein_coding	RGC	Stage_3
ENSG00000172037	ENSG00000172037	4.367530696267382	5.385268939132412	186.30696466327106	2.131558468779546e-7	6.18224212165349e-5	LAMB2	protein_coding	RGC	Stage_3
ENSG00000102104	ENSG00000102104	7.588359378123276	5.400141222364467	185.4451873919831	2.175340382567463e-7	6.204070771082405e-5	RS1	protein_coding	RGC	Stage_3
ENSG00000026025	ENSG00000026025	3.3057525467313393	10.324425515759307	179.06672593334125	2.535889264898642e-7	7.113792967368125e-5	VIM	protein_coding	RGC	Stage_3
ENSG00000203780	ENSG00000203780	3.7495440497080885	4.2835405228654695	177.06587882473207	2.663733781705948e-7	7.235208328976536e-5	FANK1	protein_coding	RGC	Stage_3
ENSG00000205922	ENSG00000205922	-4.891829556176514	5.002798638745553	177.09689465197187	2.6616928944062894e-7	7.235208328976536e-5	ONECUT3	protein_coding	RGC	Stage_3
ENSG00000010278	ENSG00000010278	7.936511074791267	5.547135745220982	173.6147460298388	2.903233429815034e-7	7.504255973018153e-5	CD9	protein_coding	RGC	Stage_3
ENSG00000112041	ENSG00000112041	5.546911763050786	6.369539824487753	173.8404909499811	2.88678562138354e-7	7.504255973018153e-5	TULP1	protein_coding	RGC	Stage_3
ENSG00000164305	ENSG00000164305	-2.3718133075961254	6.948222855808875	172.65261200181328	2.974628024261145e-7	7.504255973018153e-5	CASP3	protein_coding	RGC	Stage_3
ENSG00000167614	ENSG00000167614	3.597778553844732	7.263740254342233	174.67569362648723	2.826911227824256e-7	7.504255973018153e-5	TTYH1	protein_coding	RGC	Stage_3
ENSG00000227051	ENSG00000227051	-2.522551128996246	6.263325198765134	172.5541296756499	2.9820559032563955e-7	7.504255973018153e-5	C14orf132	protein_coding	RGC	Stage_3
ENSG00000103316	ENSG00000103316	4.817331906840575	5.086084678741025	170.25914938614892	3.161728613109188e-7	7.737749290694839e-5	CRYM	protein_coding	RGC	Stage_3
ENSG00000106341	ENSG00000106341	-5.043483312421486	4.688567043917519	170.10500291793127	3.174262989147784e-7	7.737749290694839e-5	PPP1R17	protein_coding	RGC	Stage_3
ENSG00000168843	ENSG00000168843	4.685213200929264	7.8194206290286665	169.66354169471305	3.210496725335049e-7	7.737749290694839e-5	FSTL5	protein_coding	RGC	Stage_3
ENSG00000258947	ENSG00000258947	-4.10965872210599	9.176515049585635	168.56046714378857	3.3032598822402203e-7	7.85074765345759e-5	TUBB3	protein_coding	RGC	Stage_3
ENSG00000119139	ENSG00000119139	2.2877783885238983	6.004256562380675	166.70055510911016	3.4671822029723204e-7	8.127455048940046e-5	TJP2	protein_coding	RGC	Stage_3
ENSG00000112619	ENSG00000112619	8.107109496629057	6.221839593407192	164.8381634431491	3.641362078567076e-7	8.420403768708081e-5	PRPH2	protein_coding	RGC	Stage_3
ENSG00000116703	ENSG00000116703	5.212832964423962	6.874778969149953	163.38483168900152	3.7847325543776937e-7	8.635245796068145e-5	PDC	protein_coding	RGC	Stage_3
ENSG00000105255	ENSG00000105255	-2.5801949090905767	4.842347690555372	161.71544070150978	3.9580015316843135e-7	8.911752922392364e-5	FSD1	protein_coding	RGC	Stage_3
ENSG00000163431	ENSG00000163431	5.026931718571262	5.436061075828649	160.8140637687042	4.0555746448777414e-7	9.012856275733494e-5	LMOD1	protein_coding	RGC	Stage_3
ENSG00000109103	ENSG00000109103	3.638458421081659	7.992550676760157	157.9129931100571	4.390150364100667e-7	9.202599551457876e-5	UNC119	protein_coding	RGC	Stage_3
ENSG00000134250	ENSG00000134250	3.376195627894768	5.578164852685204	158.19978835659467	4.3556134938453886e-7	9.202599551457876e-5	NOTCH2	protein_coding	RGC	Stage_3
ENSG00000159217	ENSG00000159217	-2.4455201121323253	7.117599096708873	158.405360125575	4.3310613720637736e-7	9.202599551457876e-5	IGF2BP1	protein_coding	RGC	Stage_3
ENSG00000167083	ENSG00000167083	9.864566137251465	6.422250593263316	157.75065271923916	4.4098478449015066e-7	9.202599551457876e-5	GNGT2	protein_coding	RGC	Stage_3
ENSG00000189067	ENSG00000189067	2.9094142425426592	5.509906304128749	159.37412641732894	4.2176026576594907e-7	9.202599551457876e-5	LITAF	protein_coding	RGC	Stage_3
ENSG00000021300	ENSG00000021300	4.303583056435354	6.4711797425663775	155.80102853552407	4.655027202292844e-7	9.26242156809711e-5	PLEKHB1	protein_coding	RGC	Stage_3
ENSG00000070601	ENSG00000070601	4.953461199015797	4.995005124945399	156.1963945049142	4.603990589103235e-7	9.26242156809711e-5	FRMPD1	protein_coding	RGC	Stage_3
ENSG00000104435	ENSG00000104435	-5.098446506384183	9.489703988893947	156.83568377319438	4.5229008953011175e-7	9.26242156809711e-5	STMN2	protein_coding	RGC	Stage_3
ENSG00000116016	ENSG00000116016	5.703954336895586	4.804041225245753	155.9781030474546	4.632084404902381e-7	9.26242156809711e-5	EPAS1	protein_coding	RGC	Stage_3
ENSG00000141750	ENSG00000141750	5.669088311036541	4.770956006301471	153.12823716114207	5.018743384027106e-7	9.871349056031245e-5	STAC2	protein_coding	RGC	Stage_3
ENSG00000135272	ENSG00000135272	3.9797277584325026	4.782171407698711	151.97652597170122	5.186100148765892e-7	1.0084607471100221e-4	MDFIC	protein_coding	RGC	Stage_3
ENSG00000169213	ENSG00000169213	-4.1512051572838065	6.427063559262994	151.11432889427195	5.315852080386335e-7	1.022077087635629e-4	RAB3B	protein_coding	RGC	Stage_3
ENSG00000165434	ENSG00000165434	-2.991056357866975	5.427056895558334	150.55036847618544	5.402864813183088e-7	1.0262669305680738e-4	PGM2L1	protein_coding	RGC	Stage_3
ENSG00000183496	ENSG00000183496	-2.325865911113854	4.989510685948863	149.82364245708013	5.517564142839106e-7	1.0262669305680738e-4	MEX3B	protein_coding	RGC	Stage_3
ENSG00000198570	ENSG00000198570	5.588450302122654	5.975411593896849	150.04446842467655	5.482400039731672e-7	1.0262669305680738e-4	RD3	protein_coding	RGC	Stage_3
ENSG00000169684	ENSG00000169684	-2.6771925233653286	5.227454882017439	148.3904286002981	5.752590623677052e-7	1.0584766747565776e-4	CHRNA5	protein_coding	RGC	Stage_3
ENSG00000139053	ENSG00000139053	7.264227072135758	7.843744206842636	147.6172045126681	5.884453183560214e-7	1.0712208816710892e-4	PDE6H	protein_coding	RGC	Stage_3
ENSG00000018408	ENSG00000018408	4.027641910111439	5.549705687477903	146.88599091995684	6.012554258671955e-7	1.0830192470988893e-4	WWTR1	protein_coding	RGC	Stage_3
ENSG00000177606	ENSG00000177606	-2.377147679517964	8.222925230152683	145.40598213497606	6.282396568768262e-7	1.1082924751006444e-4	JUN	protein_coding	RGC	Stage_3
ENSG00000211445	ENSG00000211445	7.0057890176805655	6.8870779015632975	145.5125864379231	6.26247324999847e-7	1.1082924751006444e-4	GPX3	protein_coding	RGC	Stage_3
ENSG00000168672	ENSG00000168672	3.80928267669824	4.484659988892616	144.16046827545338	6.520991356967518e-7	1.1386449398002875e-4	LRATD2	protein_coding	RGC	Stage_3
ENSG00000095777	ENSG00000095777	2.7178999673194904	6.46637146828904	142.76152544994866	6.802280629241657e-7	1.1577942175878547e-4	MYO3A	protein_coding	RGC	Stage_3
ENSG00000124145	ENSG00000124145	3.3463860594815853	4.596595525183394	142.17710893825895	6.924157471594324e-7	1.1577942175878547e-4	SDC4	protein_coding	RGC	Stage_3
ENSG00000124194	ENSG00000124194	-3.070776647947327	5.460861079755775	141.0738258811992	7.161577433581204e-7	1.1577942175878547e-4	GDAP1L1	protein_coding	RGC	Stage_3
ENSG00000131771	ENSG00000131771	5.234891887684401	3.6164161306959	141.02670299421297	7.171937065469413e-7	1.1577942175878547e-4	PPP1R1B	protein_coding	RGC	Stage_3
ENSG00000135596	ENSG00000135596	-3.1926204251150643	5.775651175684902	141.84021819518173	6.99562337406238e-7	1.1577942175878547e-4	MICAL1	protein_coding	RGC	Stage_3
ENSG00000167281	ENSG00000167281	-2.8225060195950897	5.4806038241951525	141.80205291229296	7.003776069234001e-7	1.1577942175878547e-4	RBFOX3	protein_coding	RGC	Stage_3
ENSG00000180447	ENSG00000180447	2.9063302877605053	4.771305775703864	141.49022921710525	7.070821939118832e-7	1.1577942175878547e-4	GAS1	protein_coding	RGC	Stage_3
ENSG00000187672	ENSG00000187672	-2.3896435209722036	7.377360712788777	142.08517661275044	6.943570822471215e-7	1.1577942175878547e-4	ERC2	protein_coding	RGC	Stage_3
ENSG00000071909	ENSG00000071909	5.428045596539509	7.0883871122491025	139.46098109516262	7.5267710800903e-7	1.1603433038063532e-4	MYO3B	protein_coding	RGC	Stage_3
ENSG00000072832	ENSG00000072832	-2.214429671312603	8.358807695728672	140.61603991753572	7.262995680801038e-7	1.1603433038063532e-4	CRMP1	protein_coding	RGC	Stage_3
ENSG00000106089	ENSG00000106089	-3.384317997435819	5.152377418369043	139.65283604889018	7.482159566097161e-7	1.1603433038063532e-4	STX1A	protein_coding	RGC	Stage_3
ENSG00000183943	ENSG00000183943	-2.5436357431514227	5.479767432982381	140.05762403256387	7.38908749056727e-7	1.1603433038063532e-4	PRKX	protein_coding	RGC	Stage_3
ENSG00000205403	ENSG00000205403	5.609304618043891	5.675948178403182	139.5422457319011	7.507835380738992e-7	1.1603433038063532e-4	CFI	protein_coding	RGC	Stage_3
ENSG00000100968	ENSG00000100968	2.884682178070845	5.384908470455296	138.81567316524365	7.679220182662647e-7	1.1628921749179047e-4	NFATC4	protein_coding	RGC	Stage_3
ENSG00000114349	ENSG00000114349	8.265011992227645	5.8743195115058615	138.90138071559358	7.658757191297054e-7	1.1628921749179047e-4	GNAT1	protein_coding	RGC	Stage_3
ENSG00000284874	ENSG00000284874	-2.5191725012339523	5.893834250680496	138.3978233931163	7.779942655932474e-7	1.1678103397220746e-4		protein_coding	RGC	Stage_3
ENSG00000077279	ENSG00000077279	-5.1271318609125345	9.37997812397198	137.11711108206674	8.098845305926904e-7	1.1733825306004949e-4	DCX	protein_coding	RGC	Stage_3
ENSG00000100167	ENSG00000100167	-2.2683504995433306	6.30039846715319	136.5971628770454	8.23284783535622e-7	1.1733825306004949e-4	SEPTIN3	protein_coding	RGC	Stage_3
ENSG00000101489	ENSG00000101489	-2.79436458249982	7.820293295690401	136.7180231971909	8.201459864580202e-7	1.1733825306004949e-4	CELF4	protein_coding	RGC	Stage_3
ENSG00000146083	ENSG00000146083	-2.1319226138882605	6.269863703474683	137.00880857484776	8.126536933396663e-7	1.1733825306004949e-4	RNF44	protein_coding	RGC	Stage_3
ENSG00000167771	ENSG00000167771	-2.77122948900286	6.069522822238716	136.35165283884186	8.297059736013316e-7	1.1733825306004949e-4	RCOR2	protein_coding	RGC	Stage_3
ENSG00000196132	ENSG00000196132	-2.3167987807999855	5.833645625811368	137.4171907913585	8.022716974844615e-7	1.1733825306004949e-4	MYT1	protein_coding	RGC	Stage_3
ENSG00000215397	ENSG00000215397	-3.9746322899460935	4.536485422305112	137.59281042725198	7.978567732520636e-7	1.1733825306004949e-4	SCRT2	protein_coding	RGC	Stage_3
ENSG00000079931	ENSG00000079931	3.852402076032115	4.9124741963269445	135.875861468303	8.423246681481025e-7	1.1814639115860926e-4	MOXD1	protein_coding	RGC	Stage_3
ENSG00000108309	ENSG00000108309	-2.3103466669366344	5.745007492447372	135.17128045070015	8.614436450589021e-7	1.1887922301812849e-4	RUNDC3A	protein_coding	RGC	Stage_3
ENSG00000126733	ENSG00000126733	-4.925621053659437	7.840414756405746	135.2208313960278	8.600818985377105e-7	1.1887922301812849e-4	DACH2	protein_coding	RGC	Stage_3
ENSG00000138193	ENSG00000138193	3.875892946609059	6.083943670781029	134.7129063235781	8.741659329126006e-7	1.1966981955200336e-4	PLCE1	protein_coding	RGC	Stage_3
ENSG00000114796	ENSG00000114796	-2.3803226608837966	7.369117402635396	132.86500563387554	9.278348985394114e-7	1.260088157444953e-4	KLHL24	protein_coding	RGC	Stage_3
ENSG00000140545	ENSG00000140545	2.837760670849126	5.406876720131496	132.0932904561473	9.514320194962288e-7	1.2819610013873597e-4	MFGE8	protein_coding	RGC	Stage_3
ENSG00000155980	ENSG00000155980	-3.2723798773181194	6.33445256168338	131.32509805556356	9.756515994093597e-7	1.2942131914025552e-4	KIF5A	protein_coding	RGC	Stage_3
ENSG00000163346	ENSG00000163346	2.8647705099671676	4.865521095398209	131.39956935209102	9.732710414891039e-7	1.2942131914025552e-4	PBXIP1	protein_coding	RGC	Stage_3
ENSG00000165895	ENSG00000165895	4.139121170432281	6.636889724216144	131.02559070516077	9.852976156342134e-7	1.296954830671743e-4	ARHGAP42	protein_coding	RGC	Stage_3
ENSG00000004866	ENSG00000004866	-2.9942202055542593	6.971892699122335	129.98252167257706	1.0198106808651075e-6	1.3066209965968993e-4	ST7	protein_coding	RGC	Stage_3
ENSG00000075340	ENSG00000075340	-2.2311759881703095	7.0483570760677425	130.2230712988685	1.011722374023484e-6	1.3066209965968993e-4	ADD2	protein_coding	RGC	Stage_3
